fixef	feature	fixef.value	solution	std.error	z.ratio	Df	Wald(inc)	Pr(chisq)(inc)	Wald(con)	Pr(chisq)(con)	Margin
(Intercept)	PENTOSEPPWY	NA	-0.333442239946391	0.125252245950587	-2.66216575531858	1	0.01413	0.9053786060095	0.002056	0.963833805065514	 
(Intercept)	PEPTIDOGLYCANSYNPWY	NA	-0.0730112190048083	0.130392565650032	-0.559933909121529	1	1.258e-05	0.997170045379616	0.0008591	0.976617026319117	 
(Intercept)	PHOSLIPSYNPWY	NA	-0.119284221108166	0.150169487705864	-0.794330612233342	1	0.05143	0.820593390471968	0.02632	0.871121272653111	 
(Intercept)	POLYAMINSYN3PWY	NA	-0.00419243241651961	0.131791263740105	-0.0318111557438828	1	0.005699	0.939823484107768	0.002008	0.964258185928769	 
(Intercept)	POLYAMSYNPWY	NA	0.162011781095793	0.107570137004209	1.50610369762245	1	0.003081	0.955734747465101	9.122e-05	0.992379587289185	 
(Intercept)	POLYISOPRENSYNPWY	NA	-0.371743489588163	0.174203619592681	-2.13395961839005	1	0.006068	0.937909692782977	0.001374	0.970431180681171	 
(Intercept)	PPGPPMETPWY	NA	-0.0711234375083709	0.198559112153511	-0.358197801838394	1	0.006787	0.934341954756303	0.005348	0.941702652151695	 
(Intercept)	PWY01061	NA	0.0780118052873286	0.139037043530725	0.561086479590521	1	0.03831	0.844821967645681	0.01725	0.895506939445494	 
(Intercept)	PWY01241	NA	0.0566216426468167	0.0767099780789039	0.738126174258265	1	1.681e-06	0.9989655159558	0.006557	0.935461591850153	 
(Intercept)	PWY01261	NA	-0.00663724924415808	0.129702769887203	-0.0511727640815243	1	0.05867	0.808610543774534	0.02959	0.863423817462117	 
(Intercept)	PWY01296	NA	0.31097823941809	0.181083054625911	1.71732379962621	1	0.04161	0.838364991308135	0.01198	0.912843050502063	 
(Intercept)	PWY01297	NA	0.114891275636407	0.0976763231636489	1.1762448863264	1	0.01772	0.894101253806126	0.01091	0.916811495142479	 
(Intercept)	PWY01298	NA	0.135933497071423	0.0873989913804778	1.55532111897789	1	0.02566	0.872733462237376	0.01099	0.916508164726512	 
(Intercept)	PWY01319	NA	0.315948819400194	0.182444994250628	1.731748358994	1	0.04612	0.82995781265176	0.02117	0.884316794002344	 
(Intercept)	PWY01477	NA	0.161724432291147	0.0977264227259108	1.6548690495377	1	0.001235	0.97196605897623	0.00155	0.96859536650158	 
(Intercept)	PWY01479	NA	0.125764151005339	0.143113673147158	0.878771037313961	1	0.003641	0.951884287575988	0.001316	0.971061717017048	 
(Intercept)	PWY01586	NA	-0.273353759911069	0.169734679607557	-1.61047677789294	1	0.01595	0.899499752177617	0.006757	0.934486899540589	 
(Intercept)	PWY0162	NA	-0.206297433276212	0.155345183590629	-1.32799375241561	1	0.02918	0.86436408815097	0.00674	0.934569178734724	 
(Intercept)	PWY0166	NA	-0.24204549981885	0.159390668979575	-1.51856756338645	1	1.204e-05	0.997231449603568	0.0006481	0.979689801723062	 
(Intercept)	PWY0301	NA	-0.0136171974501582	0.117397815466159	-0.115991915148399	1	0.01357	0.907263939204367	0.005572	0.940496508408131	 
(Intercept)	PWY0845	NA	-0.0520308629075386	0.147175276774489	-0.353529913772565	1	0.01027	0.91927976368028	0.006702	0.934753475496288	 
(Intercept)	PWY0862	NA	-0.140973752075607	0.122086304261465	-1.15470570534834	1	0.006673	0.934894477164337	1.331e-05	0.99708909437174	 
(Intercept)	PWY1042	NA	0.347095771874372	0.172279791439442	2.01472133773961	1	0.1877	0.664837821335107	0.09508	0.757815681353784	 
(Intercept)	PWY1269	NA	0.0730289730223	0.0870609136795351	0.838826172800281	1	1.254e-05	0.997174548075836	0.0002142	0.988322919057344	 
(Intercept)	PWY1861	NA	0.021936750678483	0.0604851688547606	0.362679828689218	1	0.01739	0.895086208879556	0.01254	0.910837566569717	 
(Intercept)	PWY1ZNC1	NA	0.108375456488459	0.107123076521489	1.01169103808103	1	0.01085	0.917039731444609	0.014	0.905812846727744	 
(Intercept)	PWY241	NA	-0.296443887151021	0.158160520279526	-1.87432291337369	1	0.01658	0.897544907444855	0.02691	0.869697547171657	 
(Intercept)	PWY2941	NA	-0.438189040344228	0.108584613425657	-4.03546162315379	1	0.05043	0.822316723983779	0.006474	0.93587047731536	 
(Intercept)	PWY2942	NA	0.196221731294318	0.139234452094739	1.40929007398832	1	0.0005987	0.98047903166715	0.0002586	0.98716973566541	 
(Intercept)	PWY3001	NA	-0.172341686275572	0.0666194514569395	-2.58695745021209	1	0.001245	0.971852836970526	0.01056	0.918151975770274	 
(Intercept)	PWY3841	NA	-0.159828842350763	0.147058988320051	-1.0868349101037	1	0.005518	0.940785011359852	0.004102	0.94893291620367	 
(Intercept)	PWY4041	NA	-0.0140966854197114	0.184358277361364	-0.0764635340570049	1	6.398e-07	0.999361792162775	0.0006669	0.979397394320016	 
(Intercept)	PWY4984	NA	0.419001626987058	0.130126123941146	3.21996547885008	1	0.0308	0.860687330389839	0.007127	0.932721265097028	 
(Intercept)	PWY4FS7	NA	-0.344924244531602	0.160861930494821	-2.14422544520381	1	0.004126	0.948783947073046	0.001086	0.973710860405977	 
(Intercept)	PWY4FS8	NA	-0.344924244532624	0.160861930495322	-2.14422544520349	1	0.004126	0.948783947073046	0.001086	0.973710860405977	 
(Intercept)	PWY4LZ257	NA	0.132083188972175	0.0950179191197187	1.39008715614742	1	0.04053	0.840447864740732	0.01897	0.890452525957703	 
(Intercept)	PWY5005	NA	0.165163017661544	0.171260240995011	0.96439790521114	1	0.01469	0.903530794326959	0.004394	0.947149130997594	 
(Intercept)	PWY5022	NA	0.0576316859031823	0.0689003123622519	0.836450284872099	1	0.2481	0.618416114607297	0.1171	0.732201308822775	 
(Intercept)	PWY5030	NA	0.0278310245288063	0.120720835196043	0.230540357707188	1	0.08109	0.775825675272664	0.04152	0.838537480951083	 
(Intercept)	PWY5097	NA	0.210960871824556	0.171943695256973	1.226918332244	1	0.005214	0.942436352618228	0.001586	0.968232951461564	 
(Intercept)	PWY5100	NA	0.0647024692626507	0.163851337876327	0.39488520570694	1	0.0001618	0.989851131887174	2.583e-05	0.995944910957916	 
(Intercept)	PWY5103	NA	0.025701411450989	0.120904586006784	0.212575984913813	1	0.002819	0.957656808198972	0.001848	0.965710804265102	 
(Intercept)	PWY5121	NA	-0.353616785183832	0.187618164678112	-1.88476838471646	1	0.004935	0.943995032405298	0.001136	0.973112711512188	 
(Intercept)	PWY5136	NA	0.0276820318144422	0.129474595139612	0.213802806524266	1	0.01188	0.913206128756314	0.005997	0.938273282587095	 
(Intercept)	PWY5154	NA	-0.385842904969361	0.155312456370706	-2.4843010920413	1	0.01143	0.914859445189115	0.005485	0.940962017895263	 
(Intercept)	PWY5188	NA	0.250100307516135	0.07399048750483	3.38016839664435	1	0.03686	0.847750365161407	0.007637	0.930361572839881	 
(Intercept)	PWY5189	NA	-0.130802193230888	0.131620514345955	-0.99378272361924	1	0.0268	0.869961763051117	0.006325	0.936611175137773	 
(Intercept)	PWY5345	NA	-0.0548543149049193	0.147639758284745	-0.371541619562427	1	0.0005868	0.980673970339622	0.0003727	0.984597444526749	 
(Intercept)	PWY5347	NA	-0.0329969574006095	0.155856139333983	-0.211714197089796	1	0.01942	0.889169108519547	0.01384	0.906350112966832	 
(Intercept)	PWY5384	NA	-0.181626395425837	0.145418136783113	-1.24899410378726	1	0.01811	0.892949173949509	0.001986	0.96445439167418	 
(Intercept)	PWY5484	NA	-0.311842509124272	0.156861401411884	-1.9880130249853	1	0.01968	0.888434480926931	0.008266	0.927558108987352	 
(Intercept)	PWY5497	NA	-0.0149171492177178	0.112364278994975	-0.132757041215784	1	0.0002469	0.987463314372939	0.0001714	0.989554407865689	 
(Intercept)	PWY5505	NA	0.144382524648449	0.102211810666208	1.41258161564086	1	0.04884	0.825094194607164	0.01706	0.896080718682533	 
(Intercept)	PWY561	NA	-0.0860294262159275	0.141470360021129	-0.608109191233263	1	0.0676	0.794863773596479	0.04349	0.834805353716816	 
(Intercept)	PWY5659	NA	0.0231431435916035	0.148932090278151	0.155393935238406	1	0.01245	0.911156773197588	0.00613	0.937593938343184	 
(Intercept)	PWY5667	NA	0.315948819401776	0.182444994251077	1.7317483589984	1	0.04612	0.82995781265176	0.02117	0.884316794002344	 
(Intercept)	PWY5675	NA	-0.0961247610913218	0.131001731841219	-0.733767101703891	1	0.04422	0.833444835851654	0.02085	0.885188335252972	 
(Intercept)	PWY5676	NA	0.201865182594691	0.0688123114736341	2.93356200760728	1	0.1631	0.686318312039608	0.05791	0.809830295713651	 
(Intercept)	PWY5686	NA	0.294549927454675	0.165175616953726	1.7832530786744	1	0.04789	0.826776369544276	0.0295	0.863629641024807	 
(Intercept)	PWY5695	NA	-0.276411212139163	0.180114750908562	-1.53463950478707	1	0.01268	0.910343319596299	0.004827	0.944610246374786	 
(Intercept)	PWY5723	NA	0.225853356668966	0.0923836476025052	2.44473305103447	1	0.01881	0.890912584547837	0.006073	0.937884168728942	 
(Intercept)	PWY5837	NA	-0.0483444866762351	0.124679919998019	-0.38774877844807	1	0.01897	0.890452525957703	0.005354	0.941670017280499	 
(Intercept)	PWY5838	NA	-0.0540595362745144	0.138172257091816	-0.39124739953109	1	0.03064	0.861045962404046	0.01352	0.90743417445431	 
(Intercept)	PWY5840	NA	-0.055339728449361	0.125534468887979	-0.440832935683534	1	0.01887	0.89073982981576	0.005147	0.942806757222246	 
(Intercept)	PWY5897	NA	-0.0522510630240841	0.123874509444162	-0.421806417305223	1	0.0191	0.890080182076882	0.005285	0.942046435751952	 
(Intercept)	PWY5898	NA	-0.0522510630240841	0.123874509444162	-0.421806417305223	1	0.0191	0.890080182076882	0.005285	0.942046435751952	 
(Intercept)	PWY5899	NA	-0.0522510630240841	0.123874509444162	-0.421806417305223	1	0.0191	0.890080182076882	0.005285	0.942046435751952	 
(Intercept)	PWY5910	NA	-0.367449462762331	0.189425029045481	-1.9398147362781	1	0.002573	0.959544856446949	0.0002605	0.987122692393799	 
(Intercept)	PWY5913	NA	-0.316179812861014	0.20483903879722	-1.54355251185305	1	0.009645	0.921766367099537	0.02316	0.879041735011118	 
(Intercept)	PWY5941	NA	0.269131103525074	0.14729471833779	1.82716058363937	1	0.01632	0.898347013543628	0.007564	0.930694357021825	 
(Intercept)	PWY5973	NA	-0.210671254816129	0.162411858908998	-1.29714206974364	1	0.004053	0.949238426399373	0.002827	0.957596824710947	 
(Intercept)	PWY5981	NA	-0.423453691328368	0.201886977335834	-2.09747898015216	1	0.0002848	0.986535524517577	0.0004116	0.983813686309948	 
(Intercept)	PWY5989	NA	-0.120476110290035	0.127233909562956	-0.946886806385703	1	0.005157	0.942751319746475	4.202e-05	0.994827922259909	 
(Intercept)	PWY6121	NA	0.185992462557537	0.170311756819571	1.0920706005903	1	0.01316	0.908669404596053	0.005431	0.941252823788726	 
(Intercept)	PWY6122	NA	0.27613208990869	0.178716424955569	1.54508512565277	1	0.0294	0.863858713331786	0.01617	0.898812723025054	 
(Intercept)	PWY6123	NA	-0.387047998713738	0.123254900828067	-3.14022400824163	1	0.03026	0.861901600352358	0.01042	0.918694444760587	 
(Intercept)	PWY6124	NA	-0.390571707733293	0.120654097694071	-3.2371192955553	1	0.03696	0.847546509282366	0.01322	0.90846235469388	 
(Intercept)	PWY6125	NA	-0.267635608648205	0.157931168867017	-1.69463450798343	1	0.01136	0.915119567177033	0.01337	0.907946803348536	 
(Intercept)	PWY6126	NA	-0.274347783539907	0.155501757617474	-1.76427448630381	1	0.01313	0.908773108879763	0.0146	0.903825323476597	 
(Intercept)	PWY6143	NA	0.185100446773945	0.125962834058492	1.46948461550168	1	0.0166	0.897483472649535	4.128e-05	0.994873665773807	 
(Intercept)	PWY6147	NA	-0.329492093376402	0.176512818724137	-1.86667515570837	1	0.01	0.920344325445942	0.004329	0.947540928280205	 
(Intercept)	PWY6151	NA	0.104554342339168	0.14840802798584	0.704505974226304	1	0.02164	0.88304882420475	0.02554	0.873028863714895	 
(Intercept)	PWY6163	NA	0.322145785680884	0.136121347135702	2.3666073871553	1	0.04766	0.827186256095896	0.01757	0.894547793348425	 
(Intercept)	PWY621	NA	0.128134213279758	0.0840736459735758	1.52407109024427	1	0.06191	0.803502184240109	0.03907	0.843310049633057	 
(Intercept)	PWY622	NA	-0.148781232999023	0.162049569746834	-0.918121740350565	1	0.1347	0.71360783961372	0.05458	0.815277182074173	 
(Intercept)	PWY6270	NA	-0.282733289872837	0.133296073848097	-2.12109240512994	1	0.05265	0.818514609968406	0.02927	0.864157107704945	 
(Intercept)	PWY6277	NA	0.27613208990869	0.178716424955569	1.54508512565277	1	0.0294	0.863858713331786	0.01617	0.898812723025054	 
(Intercept)	PWY6282	NA	-0.138223487988135	0.124450486507833	-1.11067053144413	1	0.00632	0.936636182204114	8.65e-06	0.997653354489237	 
(Intercept)	PWY6292	NA	-0.224336621140708	0.138005554052488	-1.62556226581567	1	7.362e-05	0.993154067081688	5e-05	0.994358151179968	 
(Intercept)	PWY6293	NA	-0.291123054250593	0.176192523602944	-1.65230083716066	1	0.001922	0.96503144777158	0.002192	0.96265764551458	 
(Intercept)	PWY6305	NA	0.201448084353424	0.134275800404493	1.50025606808212	1	0.0006241	0.980069326219852	2.417e-06	0.998759553003903	 
(Intercept)	PWY6317	NA	0.292101190001258	0.145752445959666	2.00409117032651	1	0.03729	0.846875806230352	0.01716	0.895778326791656	 
(Intercept)	PWY6353	NA	0.227933299572659	0.105904470696036	2.1522538007566	1	0.04673	0.828854279711503	0.01627	0.898502007442344	 
(Intercept)	PWY6385	NA	-0.0119257706732195	0.100836824287934	-0.118268011288873	1	1.36e-06	0.999069514912574	0.001869	0.965516650308797	 
(Intercept)	PWY6386	NA	-0.0655940834029172	0.122501355374672	-0.53545598089341	1	0.02139	0.883721505474731	0.01696	0.896384013304094	 
(Intercept)	PWY6387	NA	-0.0357653145210412	0.128914755120939	-0.277433832050401	1	0.0001564	0.990021916927045	0.00064	0.979817092690245	 
(Intercept)	PWY6470	NA	0.0476533087955206	0.0563579447424741	0.845547313928336	1	0.02523	0.873795294519583	0.0123	0.911691391145478	 
(Intercept)	PWY6507	NA	0.157339887574555	0.111729562552101	1.40822074284221	1	0.02026	0.886813327198268	0.003298	0.954204086919465	 
(Intercept)	PWY6519	NA	-0.134178368340701	0.124958647625315	-1.07378217426801	1	0.003496	0.95285096770695	6.089e-05	0.99377400681215	 
(Intercept)	PWY6527	NA	0.127795597554298	0.157789918811367	0.809909774445562	1	0.0005745	0.980877551679386	0.0003366	0.9853623029696	 
(Intercept)	PWY6531	NA	0.0686746365395532	0.152835801543424	0.449336057690914	1	0.0101	0.919948370239478	0.009615	0.921887741523452	 
(Intercept)	PWY6545	NA	-0.240278902818951	0.153760295471354	-1.56268497067056	1	0.0005005	0.982151329335962	0.0016	0.968093126294339	 
(Intercept)	PWY6549	NA	-0.28797065376505	0.171866174477976	-1.67555165895633	1	0.02343	0.878344168087625	0.03242	0.857108960535564	 
(Intercept)	PWY6562	NA	0.173397199443354	0.0690143987578487	2.5124785923551	1	0.1643	0.685228075372552	0.09754	0.754801943440534	 
(Intercept)	PWY6565	NA	0.175295418806606	0.0686279260191994	2.55428699327975	1	0.1667	0.683061430990167	0.1005	0.751230437598298	 
(Intercept)	PWY6588	NA	0.131229400623733	0.131075736542407	1.00117233048144	1	0.00278	0.957950457635697	3.643e-06	0.998477107024624	 
(Intercept)	PWY6590	NA	-0.108964256417886	0.0900373641343557	-1.21021153235103	1	0.02175	0.88275410239973	0.0001479	0.990296834403176	 
(Intercept)	PWY6595	NA	-0.0259940169491704	0.157193479830959	-0.16536320066916	1	0.03608	0.849350379184343	0.02423	0.876301118272703	 
(Intercept)	PWY6606	NA	-0.0808052322139382	0.124875161251685	-0.647088111070192	1	0.01484	0.903041939582103	0.007022	0.933217535397185	 
(Intercept)	PWY6607	NA	-0.249215402812097	0.151653974971069	-1.64331599524273	1	0.02555	0.873004219777994	0.0228	0.879978327980169	 
(Intercept)	PWY6608	NA	0.172670254555692	0.115283681032271	1.49778574911532	1	0.01525	0.901718387523595	0.006301	0.936731299960373	 
(Intercept)	PWY6609	NA	0.304142597320328	0.174393896447815	1.7439979466904	1	0.08545	0.770043253170217	0.04121	0.839133107069411	 
(Intercept)	PWY6628	NA	0.153622197864346	0.0538786508755039	2.85126289110908	1	0.06363	0.800847928611834	0.02455	0.875493585238172	 
(Intercept)	PWY6630	NA	0.159825518615174	0.0568658896163495	2.81056921281721	1	0.07949	0.777989740054529	0.02304	0.879353099867674	 
(Intercept)	PWY66391	NA	0.155963507647925	0.127640773970465	1.22189409227504	1	0.006439	0.936043689293642	0.0003935	0.984173534036387	 
(Intercept)	PWY66399	NA	-0.217735707104956	0.0663537023739187	-3.28144021079584	1	0.004968	0.943808402595154	0.001852	0.965673737683652	 
