seq.ID	lib.ID	date.seq.run	machine	lane
BTWNJHCA	LB33_H04	210921	A01059	4
BUFDRVTM	LB108_F08	220815	A01147	4
BUMZHVMY	LB84_E05	220815	A01147	1
BUYJOJZD	LB52_E06	211001	A01059	1
BVGLVFMX	LB52_H01	211001	A01059	1
BVLAKLGY	LB6_F06	210430	A01059	3
BVXZZRLF	LB44_A08	210921	A01059	3
BWEDQAOA	LB73_C06	211109	A01059	1
BWHUNCVV	LB11_B02	210430	A01059	3
BWLOGCCD	LB56_D04	210921	A01059	1
BWLTGFCA	LB37_E06	211109	A01059	2
BWOUMLWC	LB115_C05	220915	A01147	1
BWRTUODB	LB77_D12	211001	A01059	3
BWZARZQO	LB63_H02	211001	A01059	1
BXELTRML	LB20_B09	210430	A01059	1
BXQNWBCQ	LB132_A05	220915	A01147	4
BXSKWLPU	LB10_F04	210430	A01059	4
BXTGLFUG	LB81_B10	211001	A01059	2
BXTJEDLE	LB60_F02	211013	A01059	1
BXTZYSAC	LB80_F08	211013	A01059	3
BXYBERVW	LB87_E04	220815	A01147	3
BXYFAHIF	LB39_F04	211013	A01059	2
BYHDCMIE	LB6_B02	210430	A01059	3
BYIIWEIJ	LB22_B05	210921	A01059	2
BZCNTISD	LB126_C08	220915	A01147	2
BZIZNTZA	LB101_H08	220815	A01147	3
BZLLLLJY	LB82_D01	211013	A01059	4
BZOPAMXR	LB20_F12	210430	A01059	1
BZOPPTRE	LB56_C10	210921	A01059	1
BZSHCSRW	LB45_D04	210921	A01059	3
BZSIDWAJ	LB15_D09	210430	A01059	1
BZTCUWLD	LB131_C12	220915	A01147	3
CAAZEHND	LB15_A10	210505	A01059	1
CACMANUR	LB83_C01	211013	A01059	4
CAIOSYLF	LB77_F05	211001	A01059	3
CAKYVAUW	LB5_E08	210430	A01059	2
CAMPXWKJ	LB47_D05	210921	A01059	4
CAOLPJSU	LB6_A07	210430	A01059	3
CAWJOLZX	LB102_E05	220915	A01147	1
CBELHPUZ	LB9_B05	210430	A01059	4
CBGGOMUJ	LB126_C04	220915	A01147	2
CBMBQZLK	LB9_F05	210430	A01059	4
CBOHUHMP	LB108_A04	220815	A01147	4
CBPPMQUV	LB118_F03	220915	A01147	4
CBRXBKHJ	LB108_A05	220815	A01147	4
CBVBYDRV	LB83_G05	211013	A01059	4
CCCDMELG	LB52_E07	211001	A01059	1
CCDGTSQB	LB50_H06	211001	A01059	2
CCRYBTAU	LB87_F01	220815	A01147	3
CCUSLQGG	LB56_C12	210921	A01059	1
CCWALFPB	LB31_G07	211109	A01059	1
CDCUHIFL	LB27_B09	210921	A01059	3
CDDUBRJE	LB68_G02	211001	A01059	4
CDFKUFWX	LB99_F07	220815	A01147	3
CDIDSHVD	LB14_E05	210430	A01059	2
CDJZXUXO	LB75_H08	210921	A01059	2
CDKAKKOJ	LB20_C08	210430	A01059	1
CDOWNORQ	LB10_E02	210505	A01059	2
CEBWYKKJ	LB99_B06	220815	A01147	3
CEELMPBU	LB87_B10	220815	A01147	3
CEEMZYVK	LB10_A01	210505	A01059	2
CEQFZPQG	LB5_D07	210430	A01059	2
CEQRDXJM	LB6_F09	210430	A01059	3
CETBAAQO	LB24_H06	211013	A01059	4
CEYVOTAD	LB10_C03	210505	A01059	2
CFALZHOA	LB118_H05	220915	A01147	4
CFEFBEYD	LB29_E06	210921	A01059	3
CFHRMXGM	LB22_G07	210921	A01059	2
CFJFXMKB	LB5_D10	210430	A01059	2
CFLPDAWC	LB129_G12	220815	A01147	2
CFLQSBTX	LB63_B03	211109	A01059	1
CFNLMSIZ	LB92_H06	220815	A01147	1
CFPPHNQA	LB102_B04	220915	A01147	1
CGCKRKKL	LB47_A05	210921	A01059	4
CGIZBIVP	LB37_B06	211001	A01059	4
CGJFQYQV	LB115_F06	220915	A01147	1
CGKAAFZE	LB45_C07	210921	A01059	3
CGUMSZCX	LB118_H04	220915	A01147	4
CGUXCPSP	LB115_C09	220915	A01147	1
CGVWUGHO	LB63_G11	220915	A01147	1
CHCYKJYW	LB25_A08	211109	A01059	1
CHDYJXQU	LB63_E10	211001	A01059	1
CHEDFSVU	LB82_D03	211013	A01059	4
CHFLFDPK	LB81_B11	211001	A01059	2
CHJQNWFU	LB101_D08	220815	A01147	3
CHKSBMVG	LB111_F09	220915	A01147	4
CHNOJXWJ	LB84_D04	220815	A01147	1
CHZGZXZE	LB99_G08	220815	A01147	3
CIGQZACF	LB77_G09	211001	A01059	3
CIHDWKXH	LB37_G07	211001	A01059	4
CISKNHUK	LB17_C06	210921	A01059	1
CIUSTJZT	LB131_D10	220915	A01147	3
CIUUIJAS	LB126_A06	220915	A01147	2
CIZJLUML	LB56_B07	210921	A01059	1
CJICWHGK	LB52_D10	211001	A01059	1
CJQLFUOB	LB29_D07	210921	A01059	3
CJSZKJEB	LB31_G08	211001	A01059	3
CJWVGQOY	LB24_F05	211109	A01059	1
CJZRLIOK	LB75_F12	210921	A01059	2
CKCABBMF	LB27_C07	210921	A01059	3
CKMXDRFN	LB13_H01	210430	A01059	2
CKNOKSLV	LB15_H04	210430	A01059	1
CKOAUBYL	LB128_F01	220915	A01147	3
CKPPHJVT	LB54_C05	211013	A01059	4
CLKXDHZV	LB85_A06	220815	A01147	2
CLSMCYBA	LB99_D04	220815	A01147	3
CLVKEYVS	LB3_G02	210430	A01059	1
CMAYEVXR	LB75_E11	210921	A01059	2
CMSQOQAC	LB109_H06	220815	A01147	4
CMVHIYYM	LB9_A03	210505	A01059	2
CMWUNGTO	LB129_H03	220815	A01147	2
CNBJHMXW	LB97_H06	220815	A01147	4
CNBRKDDJ	LB87_A01	220815	A01147	3
CNKKBVLJ	LB101_B09	220815	A01147	3
CNLAQNLS	LB75_B12	210921	A01059	2
CNOPFAZY	LB50_E05	211001	A01059	2
CNSSFMAB	LB77_A02	211001	A01059	3
CNSSKHXW	LB13_D06	210430	A01059	2
COFUMMMD	LB12_G05	210430	A01059	3
COOIYQHX	LB109_H07	220815	A01147	4
COZGKJVW	LB115_C03	220915	A01147	1
CPECOUKK	LB73_C11	211013	A01059	2
CPEQETWC	LB6_H02	210430	A01059	3
CPJHUPCP	LB63_A02	211001	A01059	1
CPNMYUOI	LB87_C05	220815	A01147	3
CPNZPFRL	LB27_H08	210921	A01059	3
CPTLFEVF	LB87_B03	220815	A01147	3
CQBRCRRR	LB10_B01	210505	A01059	2
CQIESHVQ	LB52_G11	211001	A01059	1
CQLXZVDI	LB97_H09	220815	A01147	4
CQMJENON	LB60_E05	211013	A01059	1
CQRCKRLO	LB102_A08	220915	A01147	1
CQSTNMMF	LB126_A05	220915	A01147	2
CRAHBNCS	LB85_D07	220815	A01147	2
CRBLVQWQ	LB77_F07	211001	A01059	3
CRBUZAXF	LB115_D01	220915	A01147	1
CREXKHUS	LB122_F06	220815	A01147	1
CRGZHVRR	LB24_G05	211109	A01059	1
CRIMUTBS	LB60_D10	211013	A01059	1
CRLUORWT	LB129_F07	220815	A01147	2
CROLCBQD	LB96_F09	220815	A01147	4
CRROYPOP	LB54_G04	211013	A01059	4
CSGKTUSQ	LB15_B02	210430	A01059	1
CTBHVXLG	LB63_D03	211001	A01059	1
CTEGWSLR	LB81_D09	211001	A01059	2
CTNFSFAQ	LB13_E06	210430	A01059	2
CTTYCCSV	LB99_A05	220815	A01147	3
CTYYTBOQ	LB19_H05	210921	A01059	1
CUBGSNSM	LB31_H04	211109	A01059	2
CUCVVCOP	LB129_C02	220815	A01147	2
CUOSTUZS	LB118_D01	220915	A01147	4
CUOYUCWI	LB9_H01	210505	A01059	2
CUSUULWG	LB73_E10	211013	A01059	2
CUTMJHQG	LB2_B02	210430	A01059	1
CUXUTAZV	LB115_E11	220915	A01147	1
CVABRBDA	LB131_A01	220915	A01147	3
CVIHWDTT	LB52_B05	211001	A01059	1
CVLNMHIU	LB54_B07	211013	A01059	4
CVVYAFRM	LB50_B09	211001	A01059	2
CVXVYOXY	LB77_E09	211109	A01059	1
CWADJCAV	LB4_F04	210430	A01059	2
CWGPOPMN	LB6_A08	210430	A01059	3
CWQLISPX	LB87_F05	220815	A01147	3
CWROYXDR	LB37_E08	211001	A01059	4
CWXLWQKD	LB3_A04	210430	A01059	1
CXFMWQOS	LB109_A06	220815	A01147	4
CXGOLCSI	LB108_D05	220815	A01147	4
CXQEDECC	LB56_F09	210921	A01059	1
CXTZWTCV	LB81_B06	211001	A01059	2
CXVWNAZU	LB29_H05	210921	A01059	3
CYAHNUGQ	LB31_A06	211109	A01059	1
CYGZPYFT	LB77_E11	211001	A01059	3
CYJVMGHM	LB68_D08	211001	A01059	4
CYMDORKV	LB70_A11	211013	A01059	1
CYOJKCUR	LB115_D11	220915	A01147	1
CYQTGWHM	LB60_F11	211013	A01059	1
CYRMDWOK	LB4_A02	210430	A01059	2
CYUTQFAC	LB118_D03	220915	A01147	4
CYWIHVIJ	LB131_D07	220915	A01147	3
CYXGYUNJ	LB77_C02	211001	A01059	3
CZGYFCIX	LB20_F03	210430	A01059	3
CZIQKQDG	LB56_F06	210921	A01059	1
CZLUABIB	LB81_E04	211001	A01059	2
CZOXDWWS	LB102_C04	220915	A01147	1
CZTCDHGN	LB29_B04	210921	A01059	3
CZVDNGBF	LB22_C08	210921	A01059	2
DACXRKFF	LB99_A08	220815	A01147	3
DAECZFSW	LB29_C08	210921	A01059	3
DAFDEVVF	LB132_A09	220915	A01147	4
DAFQPDKH	LB52_E09	211001	A01059	1
DAJNVEVA	LB56_B02	210921	A01059	1
DANXYECL	LB115_B03	220915	A01147	1
DAPNYHHC	LB27_F05	210921	A01059	3
DARARBPH	LB39_A06	211013	A01059	2
DBCWTREC	LB73_B11	211013	A01059	2
DBOIBYEM	LB54_A05	211013	A01059	4
DBRKFBUL	LB3_B06	210430	A01059	1
DBTQDWEP	LB5_H09	210430	A01059	2
DCBQZDTX	LB63_C11	211001	A01059	1
DCBVMKKB	LB115_A11	220915	A01147	1
DCDLMTAO	LB118_E02	220915	A01147	4
DCKBDYRT	LB22_D07	210921	A01059	2
DCLUXFVV	LB3_C02	210430	A01059	1
DCRWPTOX	LB81_E10	211001	A01059	2
DDBUMWBI	LB128_C02	220915	A01147	3
DDHLGXDX	LB15_F03	210505	A01059	1
DDNEPNCD	LB52_B06	211001	A01059	1
DDNMMAYU	LB115_H11	220915	A01147	1
DDPVCYIY	LB118_D02	220915	A01147	4
DDTMFWHI	LB85_A03	220815	A01147	2
DDTTXPPT	LB70_B07	211013	A01059	1
DDYPFYXA	LB122_E04	220815	A01147	1
DDYTUUNJ	LB92_F05	220815	A01147	1
DDZRUYYY	LB68_F12	211001	A01059	4
DEASWTPO	LB12_B02	210430	A01059	3
DEFUSJTG	LB128_G06	220915	A01147	3
DEIRUYQF	LB15_D05	210430	A01059	1
DELDCKCR	LB130_E06	220915	A01147	2
DETQURGE	LB52_B02	211001	A01059	1
DEVXSQVR	LB10_G05	210430	A01059	4
DFAGNVYY	LB17_D05	210921	A01059	1
DFLCWQRN	LB6_G06	210430	A01059	3
DFPNGNRL	LB12_H05	210430	A01059	3
DFRGRPBO	LB68_B07	211001	A01059	4
DFUEINFU	LB68_D05	211001	A01059	4
DFURXYJW	LB42_E05	211013	A01059	2
DFYAIXTW	LB17_E04	210921	A01059	1
DGBGIGCJ	LB122_E10	220815	A01147	1
DGCGVCGC	LB115_F04	220915	A01147	1
DGEVTEWJ	LB25_C08	210921	A01059	2
DGKQMPRY	LB128_B03	220915	A01147	3
DGLKTPWC	LB42_C06	211013	A01059	2
DGNTJIZK	LB12_E06	210430	A01059	3
DGVRHNGW	LB126_G06	220915	A01147	2
DGWNICWL	LB56_B09	210921	A01059	1
DHGNLOGI	LB97_B08	220815	A01147	4
DHGUPTNG	LB31_A08	211001	A01059	3
DHIVUMVK	LB122_H10	220815	A01147	1
DHKAHNKJ	LB68_B02	220915	A01147	4
DHMUXSSD	LB70_H09	211013	A01059	1
DHQKDMVH	LB22_G08	210921	A01059	2
DHRNNYQF	LB126_E09	220915	A01147	2
DHUDUIOK	LB63_B02	211001	A01059	1
DHVXEQXK	LB51_A07	211001	A01059	2
DHZFFHTG	LB63_H09	220915	A01147	1
DIAOWPNY	LB22_H08	210921	A01059	2
DICBHIWW	LB63_A12	211001	A01059	1
DIDZEPTD	LB84_G04	220815	A01147	1
DIKDOEVB	LB132_E06	220915	A01147	4
DIWQWEFY	LB3_D06	210430	A01059	1
DJAWHCFR	LB82_C02	211013	A01059	4
DJCLWTOV	LB56_G12	210921	A01059	1
DJDIMPKD	LB104_E06	220915	A01147	1
DJHVVNKN	LB63_F05	211001	A01059	1
DJTWTUOL	LB47_E12	210921	A01059	4
DJWVYDIJ	LB24_E05	211013	A01059	4
DJXTDPTF	LB8_A08	210430	A01059	4
DJZYFZMX	LB14_F05	210430	A01059	2
DKBQMKLE	LB68_B08	211001	A01059	4
DKJVRONE	LB50_F08	211001	A01059	2
DKRPDHCH	LB56_C03	210921	A01059	1
DKTVAGQF	LB129_C08	220815	A01147	2
DKXKQOHS	LB80_G04	211013	A01059	3
DLANNPJP	LB83_D04	211013	A01059	4
DLBUQPCW	LB118_C06	220915	A01147	4
DLHBVNTE	LB83_D06	211013	A01059	4
DLJIJOLD	LB9_F03	210430	A01059	4
DLJSAREX	LB128_B07	220915	A01147	3
DLLWURCK	LB19_D08	210921	A01059	1
DLOOKDPV	LB31_E06	211001	A01059	3
DLSCFHUG	LB51_A06	211001	A01059	2
DLSMHFRZ	LB75_H04	210921	A01059	2
DLSPXKJU	LB77_E09	211001	A01059	3
DLTRBUVE	LB42_E08	211013	A01059	2
DLWXZYIS	LB84_E04	220815	A01147	1
DMOEVISA	LB56_A07	210921	A01059	1
DMPOINES	LB52_E03	211001	A01059	1
DMSFISGX	LB131_D05	220915	A01147	3
DNABFGKP	LB73_F07	211109	A01059	2
DNITZUXE	LB10_D02	210430	A01059	4
DNLQAMEQ	LB81_E03	211001	A01059	2
DNWXVFLH	LB25_G07	210921	A01059	2
DNZWCONL	LB12_A06	210430	A01059	3
DOGCOLMC	LB99_E09	220815	A01147	3
DOGSQARX	LB75_H01	210921	A01059	2
DOISDEJY	LB32_D09	210921	A01059	4
DOJZWPUM	LB9_G06	210430	A01059	4
DOREXPYO	LB15_H05	210430	A01059	1
DOUWAYJS	LB47_A07	210921	A01059	4
DOZKCMHU	LB83_A05	211013	A01059	4
DPDTZUHT	LB75_D07	210921	A01059	2
DPKAATJR	LB10_E04	210430	A01059	4
DPSPSNZI	LB85_B02	220815	A01147	2
DPWRKWTA	LB52_D02	211001	A01059	1
DQGCQNME	LB118_C05	220915	A01147	4
DQJPITXI	LB121_D09	220915	A01147	2
DQMYPXPJ	LB126_D08	220915	A01147	2
DQQMGLLJ	LB109_E08	220815	A01147	4
DQRXYTMN	LB52_F03	211001	A01059	1
DQVAJPTK	LB42_B09	211013	A01059	2
DQVNAZRO	LB37_E06	211001	A01059	4
DRNMAFQM	LB118_A01	220915	A01147	4
DSGITFHQ	LB15_C02	210505	A01059	1
DSKKLISC	LB82_E01	211013	A01059	4
DSOUALQH	LB131_B09	220915	A01147	3
DSTGFUTH	LB52_C07	211001	A01059	1
DTBXJOBJ	LB126_D04	220915	A01147	2
DTGJGCKC	LB99_G09	220815	A01147	3
DTGLELOF	LB56_A05	210921	A01059	1
DTGOKDLS	LB5_F08	210430	A01059	2
DTLBWDNU	LB87_A03	220815	A01147	3
DTMNRFZP	LB130_G12	220915	A01147	2
DTQWHLEM	LB85_C02	220815	A01147	2
DTRGDKLP	LB60_E01	211013	A01059	1
DUBTNZNE	LB81_A05	211001	A01059	2
DUDAFYYR	LB19_B08	210921	A01059	1
DULDYRSL	LB42_G05	211013	A01059	2
DUWPJDBC	LB63_C05	211001	A01059	1
DUXMRFPT	LB121_G09	220915	A01147	2
DVACNDHS	LB14_F04	210430	A01059	2
DVARVWLB	LB52_G03	211001	A01059	1
DVKJPKHR	LB6_G08	210430	A01059	3
DVKVQFEI	LB131_A11	220915	A01147	3
DVMVVLUR	LB104_B08	220915	A01147	1
DVPGHMYN	LB75_E10	210921	A01059	2
DVXRAHDG	LB126_G07	220915	A01147	2
DVZBVDQS	LB68_H08	211001	A01059	4
DWDZVZYH	LB10_C02	210505	A01059	2
DWFZIDVI	LB118_B11	220915	A01147	4
DWGMUCUW	LB37_H07	211001	A01059	4
DWSIWJHQ	LB45_G04	210921	A01059	3
DWYJRRCM	LB130_E07	220915	A01147	2
DXBHDQUQ	LB104_D06	220915	A01147	1
DXHZFNSM	LB92_A06	220815	A01147	1
DXIETLKR	LB92_F09	220815	A01147	1
DXOYBIAB	LB13_A01	210430	A01059	2
DXSQEECQ	LB73_C05	211013	A01059	2
DXVMHDVX	LB56_A06	210921	A01059	1
DXWCYAVL	LB4_H01	210430	A01059	2
DXZUCQJL	LB22_A09	210921	A01059	2
DYFAGRJD	LB10_E05	210430	A01059	4
DYVDYCTU	LB85_H08	220815	A01147	2
DYVXYPHB	LB9_D02	210430	A01059	4
DYZRUBXG	LB84_A08	220815	A01147	1
DZAAQGAD	LB15_B06	210505	A01059	1
DZHWZEHC	LB3_C05	210430	A01059	1
DZIEJVGT	LB13_B04	210430	A01059	2
EAAUYBZM	LB42_H07	211013	A01059	2
EAFWRCIG	LB31_H05	211001	A01059	3
EAGJIWXS	LB39_B09	211013	A01059	2
EAZUCBUK	LB121_F08	220915	A01147	2
EBFBTNKC	LB63_B05	211001	A01059	1
EBMLJPKG	LB4_E04	210430	A01059	2
EBXLDOWW	LB2_C02	210430	A01059	3
ECSSVUVU	LB128_C06	220915	A01147	3
ECWZUBKR	LB27_C04	210921	A01059	3
ECXPEDQM	LB99_H06	220815	A01147	3
ECZBEIDY	LB84_C09	220815	A01147	1
EDAXQDMH	LB77_A10	211001	A01059	3
EDGUSAOA	LB80_A02	211013	A01059	3
EDOKUJJM	LB33_E08	210921	A01059	4
EDUWRCGQ	LB51_H04	211001	A01059	2
EDYEIRGT	LB73_G08	211013	A01059	2
EEDQPIOK	LB6_H08	210430	A01059	3
EEKYNOBW	LB70_E05	211013	A01059	1
EELHIDXR	LB126_A04	220915	A01147	2
EEMHHQMP	LB73_E08	211013	A01059	2
EEPAWNKS	LB56_C05	210921	A01059	1
EEPJBYCW	LB73_E07	211013	A01059	2
EEVRUWXP	LB29_H07	210921	A01059	3
EFCVKRSU	LB77_D04	211001	A01059	3
EFEJBFXD	LB12_B01	210430	A01059	3
EFGOFKNA	LB5_E07	210430	A01059	2
EFHOSFMI	LB80_A11	211013	A01059	3
EFLGVQTW	LB8_B11	210430	A01059	4
EFZVLJGN	LB128_B01	220915	A01147	3
EGKQPFPK	LB39_B07	211013	A01059	2
EGLIBNIH	LB12_A01	210430	A01059	3
EGQOPOTQ	LB29_G08	210921	A01059	3
EGUOGTYL	LB128_F11	220915	A01147	3
EHBAEXLO	LB29_A08	210921	A01059	3
EHJVTNQU	LB70_F07	211013	A01059	1
EHUQGCEQ	LB37_B04	211001	A01059	4
EHZTJCIS	LB42_D08	211013	A01059	2
EIIFSNRN	LB128_C10	220915	A01147	3
EILOCCAV	LB6_F01	210430	A01059	3
EISNSYUU	LB73_F02	211013	A01059	2
EITMHAOZ	LB121_H09	220915	A01147	2
EIUCZOPV	LB19_F07	210921	A01059	1
EIVNWTGY	LB75_A08	210921	A01059	2
EIWIRRYT	LB51_G07	211001	A01059	2
EIWKFGEU	LB121_C07	220915	A01147	2
EIYLWDMO	LB54_B04	211013	A01059	4
EJJQVRVD	LB32_F08	210921	A01059	4
EJNQLMZE	LB129_F09	220815	A01147	2
EKJDMIIZ	LB20_G06	210430	A01059	1
EKLQLZSR	LB68_B10	211001	A01059	4
EKOVISTO	LB85_C04	220815	A01147	2
EKPFQLQV	LB11_A06	210430	A01059	3
EKZUMPMV	LB12_C05	210430	A01059	3
ELIEMIVA	LB75_A10	210921	A01059	2
ELJSQJLP	LB118_B01	220915	A01147	4
ELKZAYAD	LB84_E07	220815	A01147	1
ELSGYLCD	LB15_H03	210430	A01059	1
ELVYZDMQ	LB54_F07	211013	A01059	4
ELWIRXMP	LB115_A08	220915	A01147	1
ELXKXLWZ	LB31_B04	211001	A01059	3
ELXZXFTK	LB42_A05	211013	A01059	2
EMANLZAL	LB108_H08	220815	A01147	4
EMUCQBYY	LB32_A05	220915	A01147	1
EMZZMWOY	LB115_F05	220915	A01147	1
ENGQXDYX	LB22_A07	210921	A01059	2
ENIERIDQ	LB11_B06	210430	A01059	3
ENJBGPRP	LB3_B04	210430	A01059	1
ENPDCMAV	LB27_G07	210921	A01059	3
ENPGCZQK	LB75_G12	210921	A01059	2
ENVTILZW	LB2_G02	210430	A01059	3
ENXDNKTY	LB24_H05	211013	A01059	4
ENYPTKVT	LB108_H04	220815	A01147	4
EOAUXDAL	LB50_C09	211001	A01059	2
EOBVEEKS	LB73_F08	211013	A01059	2
EOEBKJAJ	LB56_B08	210921	A01059	1
EOFDKZDO	LB6_H01	210430	A01059	3
EOLPMDYF	LB68_H01	211001	A01059	4
EOOJPSGM	LB118_C01	220915	A01147	4
EOVYGGSX	LB81_C09	211001	A01059	2
EPGXUHKQ	LB129_A06	220815	A01147	2
EPHUYGYE	LB15_F08	210505	A01059	1
EPIQEFUZ	LB12_C01	210430	A01059	3
EPIURLHG	LB60_D08	211013	A01059	1
EPJFQAFP	LB70_H05	211013	A01059	1
EPMHVDWS	LB118_B12	220915	A01147	4
EPTFOBZC	LB109_C04	220815	A01147	4
EPUYOWML	LB9_H04	210430	A01059	4
EPZKQKKX	LB4_G03	210430	A01059	2
EQGQKLSN	LB132_A04	220915	A01147	4
EQLRBKTE	LB54_H09	211013	A01059	4
EQRANQDN	LB121_F04	220915	A01147	2
EQVGPJUV	LB19_F09	211109	A01059	1
EREQFWUV	LB37_B08	211109	A01059	2
ERJSZUDA	LB132_F04	220915	A01147	4
ERJYGJNP	LB44_F09	210921	A01059	3
ERLYBMUM	LB33_C07	210921	A01059	4
ERTRRRCE	LB19_D07	210921	A01059	1
ERWBIVJR	LB42_C07	211013	A01059	2
ERWYRPKB	LB111_E09	220915	A01147	4
ESJLBXQC	LB15_B08	210505	A01059	1
ESPHIMVR	LB73_B12	211013	A01059	2
ESULTFUP	LB101_A09	220815	A01147	3
ETQLFGCG	LB63_A11	211001	A01059	1
ETWSUPNC	LB14_C04	210430	A01059	2
EUATEUZC	LB8_D07	210430	A01059	4
EUAWPOBU	LB97_G06	220815	A01147	4
EUDHJTXQ	LB15_G09	210505	A01059	1
EUFXYLPW	LB63_G03	211001	A01059	1
EVDBXQOI	LB6_D02	210430	A01059	3
EVEPDQDZ	LB24_G08	211013	A01059	4
EVKAEOPV	LB60_G02	211013	A01059	1
EVKRWPWU	LB129_D10	220815	A01147	2
EVOGSRSC	LB15_E08	210505	A01059	1
EVWCWYWU	LB5_B10	210430	A01059	2
EWLSFRNK	LB45_B05	210921	A01059	3
EWMHXGBV	LB70_C04	211013	A01059	1
EWOUXMEQ	LB50_D08	211001	A01059	2
EWPEJBJS	LB29_C09	210921	A01059	3
EWTXAUSJ	LB108_D08	220815	A01147	4
EWUJEQCU	LB70_D07	211013	A01059	1
EWVEJRBF	LB97_B06	220815	A01147	4
EWWIRQQV	LB6_C10	210430	A01059	3
EWZLBAAM	LB99_C07	220815	A01147	3
EXDAPAYE	LB80_B07	211013	A01059	3
EXEFNVLE	LB104_C07	220915	A01147	1
EXIBFFDG	LB101_D07	220815	A01147	3
EXUQWYQH	LB4_G04	210430	A01059	2
EXXTMLXF	LB10_H04	210505	A01059	2
EXYSUSDG	LB84_C08	220815	A01147	1
EYGJLBUA	LB19_D05	210921	A01059	1
EYURFJVG	LB101_B07	220815	A01147	3
EZBAXLPA	LB29_B08	210921	A01059	3
EZBBZDRK	LB118_E05	220915	A01147	4
EZETVMBH	LB9_A03	210430	A01059	4
EZJLURYO	LB42_B05	211013	A01059	2
EZOBRBUX	LB19_B05	210921	A01059	1
FAGEENQA	LB99_F04	220815	A01147	3
FAOXRVSP	LB9_F05	210505	A01059	2
FAWKRKBQ	LB81_F09	211001	A01059	2
FBBFZGMG	LB122_E12	220815	A01147	1
FBZJTASX	LB130_G04	220915	A01147	2
FCEGBXAK	LB63_C04	211001	A01059	1
FCEXKHTK	LB39_E05	211013	A01059	2
FCHTLMYF	LB52_H10	211001	A01059	1
FCLVPDNA	LB115_D09	220915	A01147	1
FCPSCHVS	LB73_H07	211013	A01059	2
FCVUVVUA	LB83_G06	211013	A01059	4
FCVXVKCX	LB68_B09	211001	A01059	4
FCXMIUXE	LB87_E01	220815	A01147	3
FDHLHJBA	LB108_C06	220815	A01147	4
FDLTJBOD	LB84_H04	220815	A01147	1
FDPSMJOM	LB82_H01	211013	A01059	4
FDRCAFED	LB42_G09	211013	A01059	2
FDTXAJKM	LB102_F07	220915	A01147	1
FDVEZBWJ	LB10_F05	210430	A01059	4
FEICUEVD	LB77_F08	211001	A01059	3
FELLDGYW	LB45_F05	210921	A01059	3
FENHDKEZ	LB25_D04	210921	A01059	2
FEYMFSUU	LB37_D09	211001	A01059	4
FFOXACOA	LB130_E10	220915	A01147	2
FFTUVQCB	LB85_G11	220815	A01147	2
FFWUHMPM	LB108_H07	220815	A01147	4
FGGKIOOY	LB75_F01	210921	A01059	2
FGNROORS	LB63_A07	211109	A01059	2
FGQHNTSD	LB75_H02	210921	A01059	2
FGUZIAHB	LB70_H07	211013	A01059	1
FGXWMFIJ	LB87_C06	220815	A01147	3
FHIDPHUK	LB131_C09	220915	A01147	3
FHQPEVVL	LB8_D02	210505	A01059	1
FHRVCAQJ	LB128_E07	220915	A01147	3
FIQYYLQG	LB15_D01	210430	A01059	1
FIVGVEXP	LB20_D08	210430	A01059	1
FIXXOLAW	LB15_H01	210430	A01059	1
FJBCTTZJ	LB45_C05	210921	A01059	3
FJBSCVOH	LB132_C05	220915	A01147	4
FJFSSUTE	LB70_D02	211013	A01059	1
FJJSDLVL	LB31_C04	211001	A01059	3
FJKCJSZH	LB20_G01	210430	A01059	2
FJXBZRHG	LB96_B08	220815	A01147	4
FKFHIXVE	LB52_B03	211001	A01059	1
FKFJTPHJ	LB108_E06	220815	A01147	4
FKLXVGVT	LB68_H02	211001	A01059	4
FKSGGLOT	LB27_F09	210921	A01059	3
FKYRPLUF	LB92_H05	220815	A01147	1
FLCPFLAW	LB75_G04	210921	A01059	2
FLDHVDHP	LB25_H05	210921	A01059	2
FLMAIVUK	LB75_H10	210921	A01059	2
FLNLDUMJ	LB11_B04	210430	A01059	3
FLRHWTHJ	LB97_A08	220815	A01147	4
FLXXQBPQ	LB109_B07	220815	A01147	4
FLYOQUPF	LB15_C03	210505	A01059	1
FMAMMUZS	LB37_C08	211001	A01059	4
FMEIMKXH	LB81_E08	211001	A01059	2
FMMJBYWX	LB56_C07	210921	A01059	1
FMRNSMFO	LB129_G08	220815	A01147	2
FMXKEOVP	LB10_E05	210505	A01059	2
FMYPCDXQ	LB131_D02	220915	A01147	3
FNALOCVL	LB15_E02	210430	A01059	1
FNIZMMZZ	LB87_H06	220815	A01147	3
FNJYRXCJ	LB68_B06	211001	A01059	4
FNSAZHLN	LB101_H04	220815	A01147	3
FNSRFOBB	LB102_B05	220915	A01147	1
FONGBMJF	LB13_E05	210430	A01059	2
FORAAPMU	LB22_E05	210921	A01059	2
FORYBSKF	LB15_B09	210430	A01059	1
FOZULBJV	LB19_H09	210921	A01059	1
FPAXARXC	LB104_G09	220915	A01147	1
FPLRKXOT	LB80_A08	211013	A01059	3
FPOJLRAP	LB85_F04	220815	A01147	2
FPQAZRMN	LB101_G06	220815	A01147	3
FPYCLUFG	LB85_A12	220815	A01147	2
FQAHPFRD	LB15_D06	210505	A01059	1
FQDMPDWD	LB77_E06	211001	A01059	3
FQOANMQI	LB51_B06	211001	A01059	2
