seq.ID	lib.ID	date.seq.run	machine	lane
FQXCSAST	LB73_H11	211013	A01059	2
FRCAXKRC	LB126_E05	220915	A01147	2
FRHGIRKG	LB70_C02	211013	A01059	1
FRJNONNX	LB70_F01	211013	A01059	1
FRSCHDIX	LB82_F07	211001	A01059	3
FSCTBKDB	LB29_F07	210921	A01059	3
FSKXRNPG	LB60_E08	211013	A01059	1
FSMHLBGK	LB97_F05	220815	A01147	4
FSQDOTXE	LB31_B09	211109	A01059	1
FSVVXFBS	LB5_H08	210430	A01059	2
FSXHCYPE	LB131_B05	220915	A01147	3
FSXUXLNV	LB12_A05	210430	A01059	3
FTBAVFLE	LB68_C07	211001	A01059	4
FTEMCRAG	LB11_F02	210430	A01059	3
FTHWAVMY	LB80_D11	211013	A01059	3
FTJRNEJO	LB15_H09	210430	A01059	1
FTOUMXAS	LB14_E02	210430	A01059	2
FTSYSOPK	LB92_A08	220815	A01147	1
FTTSLXFP	LB122_A12	220815	A01147	1
FTWRTAAQ	LB92_D04	220815	A01147	1
FTWXEJTC	LB25_B08	210921	A01059	2
FUABAAYR	LB85_H05	220815	A01147	2
FUJCAYLH	LB9_G06	210505	A01059	2
FUUQGUGK	LB15_E01	210430	A01059	1
FUWXJGYG	LB44_C08	210921	A01059	3
FUZZLWYW	LB81_F06	211001	A01059	2
FVDWMFIV	LB83_A01	211013	A01059	4
FVEPSNNJ	LB31_F06	211001	A01059	3
FVODQLSD	LB63_C02	211001	A01059	1
FVQWJNUR	LB15_G01	210430	A01059	1
FVXKVUFN	LB63_G01	211109	A01059	2
FWCWMNZE	LB54_B08	211013	A01059	4
FWCYIQKB	LB20_B03	210430	A01059	4
FWGLAKOU	LB42_E04	211013	A01059	2
FWHDKHLB	LB70_F11	211013	A01059	1
FWKMREFN	LB115_A04	220915	A01147	1
FWUDRWUJ	LB15_E02	210505	A01059	1
FWWXSFVF	LB80_H01	211013	A01059	3
FWXHIFYX	LB68_A09	211001	A01059	4
FWYHVXZP	LB99_G05	220815	A01147	3
FXADUOOO	LB121_A04	220915	A01147	2
FXCBHBHS	LB20_G05	210430	A01059	1
FXKKCQIV	LB50_C07	211001	A01059	2
FXPHISOT	LB130_F12	220915	A01147	2
FXXTWPSV	LB130_E02	220915	A01147	2
FYBAFPWQ	LB122_D06	220815	A01147	1
FYEVJVJN	LB73_A04	211013	A01059	2
FYJTZYGV	LB122_B03	220815	A01147	1
FYMKEVEE	LB10_G04	210430	A01059	4
FYNUPOEX	LB132_C06	220915	A01147	4
FYPKNHTB	LB25_H06	210921	A01059	2
FYRLHOYE	LB6_H06	210430	A01059	3
FYSUDOQL	LB22_H04	210921	A01059	2
FYTRQJCB	LB10_C05	210505	A01059	2
FYYIUZGN	LB68_A08	211001	A01059	4
FZKMOQLD	LB104_C06	220915	A01147	1
FZNAMXQY	LB39_E09	211013	A01059	2
FZQLVPDQ	LB14_B04	210430	A01059	2
FZXNGPJX	LB20_E08	210430	A01059	1
GAKOSMIY	LB27_C09	210921	A01059	3
GATRHDYR	LB87_E09	220815	A01147	3
GBCXNCPU	LB47_C02	210921	A01059	4
GBHIFLSS	LB31_F05	211001	A01059	3
GBNZSDOA	LB22_C04	210921	A01059	2
GBVZAVTB	LB70_B11	211013	A01059	1
GBYMEVJR	LB104_G05	220915	A01147	1
GCAVQNIF	LB32_B08	210921	A01059	4
GCFZXOUB	LB87_B02	220815	A01147	3
GCGZAJQR	LB122_B10	220815	A01147	1
GCPKQDSR	LB15_A03	210430	A01059	1
GCRYUCTA	LB2_D02	210430	A01059	1
GDHPGZBD	LB45_A07	210921	A01059	3
GDKMRSAR	LB75_E05	210921	A01059	2
GDQVNPXQ	LB81_F04	211001	A01059	2
GDYPGWQP	LB81_C07	211001	A01059	2
GEAHGDPI	LB73_A11	211013	A01059	2
GEBXEHYI	LB75_F02	210921	A01059	2
GEIJNGSP	LB85_E03	220815	A01147	2
GEWNDKSP	LB130_G10	220915	A01147	2
GEZZAPZI	LB118_B04	220915	A01147	4
GFDVHYWP	LB108_C08	220815	A01147	4
GFGNQUJB	LB129_D12	220815	A01147	2
GFIFPUVS	LB60_F06	211013	A01059	1
GFLRXQAQ	LB77_A09	211001	A01059	3
GFVKCLNO	LB2_C01	210430	A01059	3
GFVMPPPU	LB118_D11	220915	A01147	4
GFVRAQPO	LB130_F11	220915	A01147	2
GFWOHKLI	LB104_F05	220915	A01147	1
GFYXWOEB	LB63_H10	211001	A01059	1
GGBWOGOG	LB128_G10	220915	A01147	3
GGCEZEXZ	LB56_D08	210921	A01059	1
GGKDLTUB	LB122_E11	220815	A01147	1
GGOTBEGU	LB47_C05	210921	A01059	4
GGPTDJVA	LB20_A11	210430	A01059	1
GGUFEQDY	LB70_E02	211013	A01059	1
GGXSIQHC	LB132_H09	220915	A01147	4
GHCHNYLR	LB32_A08	220915	A01147	1
GHCHPTMI	LB122_F11	220815	A01147	1
GHKEYYOH	LB50_E08	211001	A01059	2
GHWLFVXA	LB128_D11	220915	A01147	3
GIAAXEIK	LB6_B12	210430	A01059	3
GILHEUDA	LB85_D11	220815	A01147	2
GIOWJGIV	LB8_C02	210430	A01059	4
GIRLNWQO	LB70_G05	211013	A01059	1
GIWDLYHA	LB47_A08	210921	A01059	4
GIXUDPPH	LB47_B05	210921	A01059	4
GIXXBFUG	LB51_D07	211001	A01059	2
GIZLKISH	LB12_H04	210430	A01059	3
GJMIPTKZ	LB9_H03	210505	A01059	2
GJNKJJTJ	LB118_F09	220915	A01147	4
GJOOUMVF	LB10_G02	210505	A01059	2
GJTLMJDU	LB42_H06	211013	A01059	2
GJYYNMGE	LB22_E07	210921	A01059	2
GKCMBCKH	LB10_A02	210505	A01059	2
GKEBCUTU	LB80_G12	211013	A01059	3
GKNJWOLU	LB22_A04	210921	A01059	2
GKNQEQCV	LB131_D12	220915	A01147	3
GKPOWMJX	LB5_G07	210430	A01059	2
GKRVLPIQ	LB115_H08	220915	A01147	1
GKVCCIXP	LB6_G01	210430	A01059	3
GLARZWPN	LB60_C09	211013	A01059	1
GLIJWNKC	LB68_C08	211001	A01059	4
GLJBKVTC	LB101_E06	220815	A01147	3
GLLPSOPG	LB39_D06	211013	A01059	2
GLSEVOGI	LB96_H07	220815	A01147	4
GLTATOLT	LB128_H05	220915	A01147	3
GLTGTMOH	LB52_G06	211001	A01059	1
GLTKENZL	LB13_E02	210430	A01059	2
GMHAAZFC	LB115_E04	220915	A01147	1
GMMUFFME	LB52_D04	211001	A01059	1
GMNHYBAA	LB10_E02	210430	A01059	4
GMOWQSCB	LB70_C09	211013	A01059	1
GMTBBSFI	LB50_A07	211001	A01059	2
GMXDXJHX	LB115_H07	220915	A01147	1
GMZMGTVT	LB54_H05	211013	A01059	4
GNESLZHA	LB70_D01	211013	A01059	1
GNJJSHJE	LB77_A03	211001	A01059	3
GNMAJSKW	LB73_G02	211013	A01059	2
GNSRBRKI	LB13_G05	210430	A01059	2
GNVULXAG	LB129_C11	220815	A01147	2
GODEEAHW	LB37_H06	211001	A01059	4
GOJWALPX	LB77_A06	211001	A01059	3
GOMXNVDF	LB33_F08	210921	A01059	4
GOVIRYAP	LB44_G05	210921	A01059	3
GOXXFOLA	LB10_B02	210505	A01059	2
GOXYPTBI	LB84_F04	220815	A01147	1
GOYCBIWB	LB13_B01	210430	A01059	2
GOYGFUEQ	LB33_C09	211109	A01059	1
GPARBDMS	LB20_G02	210430	A01059	2
GPGNXKYW	LB60_D05	211013	A01059	1
GPOXXCLQ	LB22_A08	210921	A01059	2
GPQGPNQT	LB87_C07	220815	A01147	3
GPZDBDZL	LB101_H09	220815	A01147	3
GQANSVKK	LB29_G09	210921	A01059	3
GQEPUIXQ	LB14_C06	210430	A01059	2
GQKIXIZU	LB122_B04	220815	A01147	1
GQMXELHY	LB29_B07	210921	A01059	3
GQQOSBVK	LB10_C04	210430	A01059	4
GQSLFVVO	LB24_E08	211013	A01059	4
GQVIHGGC	LB75_H11	210921	A01059	2
GQYOMCNT	LB118_B06	220915	A01147	4
GRCIWUGP	LB77_H03	211001	A01059	3
GRCWBZOL	LB80_G08	211013	A01059	3
GRNHOXJP	LB60_G05	211013	A01059	1
GRQDADVL	LB97_D06	220815	A01147	4
GRYLJBVH	LB22_F09	210921	A01059	2
GSBUCQOM	LB68_A12	211001	A01059	4
GSCZBSRV	LB37_B08	211001	A01059	4
GSEYJNXJ	LB52_B09	211109	A01059	1
GSGJROSX	LB99_C05	220815	A01147	3
GSIUPXKQ	LB129_B07	220815	A01147	2
GSJPTUBT	LB70_C05	211013	A01059	1
GSLEBHVI	LB5_H11	210430	A01059	2
GSQLFXAM	LB10_A01	210430	A01059	4
GTBRCSVT	LB19_D04	210921	A01059	1
GTJYJRZZ	LB9_B01	210505	A01059	2
GTKGWYLA	LB80_H04	211013	A01059	3
GTXMAPTO	LB87_G07	220815	A01147	3
GUADHYYY	LB4_C03	210430	A01059	2
GUBQHUAT	LB9_C01	210505	A01059	2
GUDAEEAG	LB128_D08	220915	A01147	3
GUVLEPMF	LB102_B06	220915	A01147	1
GUWLOXSL	LB115_H05	220915	A01147	1
GUYFJPNT	LB101_C08	220815	A01147	3
GVDDITUP	LB87_E12	220815	A01147	3
GVEZPEEH	LB118_H09	220915	A01147	4
GVSSCMDY	LB126_B06	220915	A01147	2
GVZAKQJK	LB51_C05	211001	A01059	2
GWPUJZMW	LB104_B07	220915	A01147	1
GWRCRXIZ	LB87_E05	220815	A01147	3
GWUCHWGJ	LB63_G04	211001	A01059	1
GWVVIBDJ	LB37_B07	211001	A01059	4
GWWLXUZU	LB101_H05	220815	A01147	3
GXIGZOCE	LB19_F06	210921	A01059	1
GXKZIPNV	LB82_A06	211001	A01059	3
GXLPHDJT	LB5_H10	210430	A01059	2
GXMNDAYD	LB128_D12	220915	A01147	3
GXTYZQDU	LB10_B04	210430	A01059	4
GXZVRJDQ	LB99_C06	220815	A01147	3
GYESWPKJ	LB73_E06	211013	A01059	2
GYIAQFMO	LB25_C06	211109	A01059	1
GYIXTFXU	LB20_G11	210430	A01059	1
GZQFJFPG	LB80_A01	211013	A01059	3
GZZIUNWS	LB6_A04	210430	A01059	3
HAAWLMIH	LB82_E04	211013	A01059	4
HAFQAKAX	LB130_F07	220915	A01147	2
HAIISRPP	LB122_D02	220815	A01147	1
HAJYOMNL	LB19_F05	210921	A01059	1
HAPQCUIU	LB77_B01	211001	A01059	3
HAUENQPO	LB81_A10	211001	A01059	2
HAXYVSBD	LB15_C01	210430	A01059	1
HBDGXSDF	LB84_B06	220815	A01147	1
HBDYCKWU	LB15_C05	210505	A01059	1
HBVNYCZX	LB14_C05	210430	A01059	2
HBYTZASK	LB3_B05	210430	A01059	1
HBZNOFIG	LB68_G05	211001	A01059	4
HBZYQVOH	LB92_E09	220815	A01147	1
HCAGGNZW	LB85_A08	220815	A01147	2
HCPZORNJ	LB4_D02	210430	A01059	2
HCWLOOLW	LB68_G06	211001	A01059	4
HCXECNNN	LB47_A06	210921	A01059	4
HDAIFFYJ	LB20_F08	210430	A01059	1
HDGTIMJK	LB24_F08	211013	A01059	4
HDJDYDBE	LB128_B06	220915	A01147	3
HDJFKXPA	LB4_E01	210430	A01059	2
HDNOEHUJ	LB115_H10	220915	A01147	1
HDOWHNNC	LB39_G05	211013	A01059	2
HDTVJVEH	LB44_E05	210921	A01059	3
HEPUTAIF	LB25_C06	210921	A01059	2
HEVNPUXY	LB6_E09	210430	A01059	3
HEXVLACG	LB115_F11	220915	A01147	1
HFAMRMOS	LB96_C07	220815	A01147	4
HFNNLVEV	LB5_D11	210430	A01059	2
HFWUNSRW	LB128_E09	220915	A01147	3
HGLANDYC	LB99_G04	220815	A01147	3
HGNXTMQQ	LB12_G02	210430	A01059	3
HGQIJKUE	LB13_C02	210430	A01059	2
HHHXKPFV	LB128_B04	220915	A01147	3
HHTQBPOF	LB129_G05	220815	A01147	2
HHUWMTCN	LB108_A06	220815	A01147	4
HHWYPBOR	LB63_B06	211001	A01059	1
HHZLBWPK	LB6_D11	210430	A01059	3
HIFCMEEZ	LB104_D07	220915	A01147	1
HIGEJYSH	LB63_G10	211001	A01059	1
HIHPRLNJ	LB63_B03	211001	A01059	1
HJFMMRFO	LB37_F07	211001	A01059	4
HJJIQERY	LB80_D06	211013	A01059	3
HJTSKPLV	LB17_F04	210921	A01059	1
HJWBFPOL	LB4_C04	210430	A01059	2
HKAPYLAH	LB17_F05	210921	A01059	1
HKLFTATS	LB47_D09	210921	A01059	4
HKMIZKXI	LB115_G10	220915	A01147	1
HKMREWXN	LB85_C03	220815	A01147	2
HKPEUTLL	LB77_B12	211001	A01059	3
HKQZBNGU	LB54_D08	211013	A01059	4
HLAADTEN	LB29_F04	210921	A01059	3
HLUAYWZY	LB31_C03	211001	A01059	3
HMDUKGTP	LB85_B07	220815	A01147	2
HMEWRZMZ	LB15_B10	210430	A01059	1
HMGBWCLV	LB14_A01	210430	A01059	2
HMJSSUQY	LB37_C04	211109	A01059	2
HMJWYZYL	LB50_D04	211001	A01059	2
HMMWGSZR	LB37_C07	211001	A01059	4
HMRCLFKP	LB63_D06	211001	A01059	1
HMTIVMVL	LB54_A08	211013	A01059	4
HMYKXRBD	LB80_B04	211013	A01059	3
HNDXRQPA	LB4_E02	210430	A01059	2
HNFESYFJ	LB111_E04	220915	A01147	4
HNRNSAPQ	LB75_F03	210921	A01059	2
HNYCCEPT	LB128_H01	220915	A01147	3
HOGOGLVU	LB25_B06	210921	A01059	2
HOHIHERB	LB6_G04	210430	A01059	3
HOJCKOWY	LB14_G01	210430	A01059	2
HOONRNTB	LB70_A07	211013	A01059	1
HOYTZNHZ	LB25_B07	210921	A01059	2
HPDITHYA	LB15_A03	210505	A01059	1
HPDSLOAK	LB99_H08	220815	A01147	3
HPSTTMCZ	LB10_F04	210505	A01059	2
HPXYPSJU	LB73_A10	211013	A01059	2
HQDFDKSY	LB80_D04	211013	A01059	3
HQIBBXEZ	LB15_D04	210430	A01059	1
HQNLJFCD	LB84_C07	220815	A01147	1
HQXFAPRY	LB130_C06	220915	A01147	2
HQYOQZPY	LB42_H04	211013	A01059	2
HRENPCDU	LB82_D04	211013	A01059	4
HRFIOFDH	LB118_D07	220915	A01147	4
HRHMDKKW	LB32_A07	210921	A01059	4
HRISEZFX	LB96_H04	220815	A01147	4
HRKDJAHB	LB129_A04	220815	A01147	2
HRKNUSOC	LB73_B03	211013	A01059	2
HRMIHGYG	LB5_E11	210430	A01059	2
HRODOFEC	LB31_G06	211001	A01059	3
HRZEXAIO	LB118_E06	220915	A01147	4
HSCLUUMI	LB6_C12	210430	A01059	3
HSEFBFGK	LB12_E01	210430	A01059	3
HSHZJKMN	LB29_F09	210921	A01059	3
HSKZPGMY	LB73_A06	211013	A01059	2
HTBWAMJY	LB83_A02	211013	A01059	4
HTBYDEKY	LB68_H07	211001	A01059	4
HTGYLEQV	LB128_G07	220915	A01147	3
HTNWGNKV	LB60_H04	211013	A01059	1
HTYIIWTL	LB129_F01	220815	A01147	2
HTYUXCGQ	LB99_B07	220815	A01147	3
HUJLPBIW	LB31_G03	211001	A01059	3
HUPHZSJN	LB10_C06	210505	A01059	2
HUQWURAL	LB85_H04	220815	A01147	2
HUSCXZXZ	LB75_B07	210921	A01059	2
HVJFGJZJ	LB129_F02	220815	A01147	2
HVKFWBYP	LB118_F05	220915	A01147	4
HVKVELLE	LB25_A08	210921	A01059	2
HVMKATIH	LB85_E12	220815	A01147	2
HVSZAWEQ	LB37_H08	211001	A01059	4
HVWRTFMO	LB75_A11	210921	A01059	2
HVXZZKPX	LB20_A09	210430	A01059	1
HWJGIOAU	LB115_D04	220915	A01147	1
HWOITFUQ	LB6_B03	210430	A01059	3
HWPSIVMH	LB10_G06	210505	A01059	2
HWQPDLBM	LB44_C09	210921	A01059	3
HWRCROIY	LB29_A05	210921	A01059	3
HWRKRSGD	LB12_G01	210430	A01059	3
HWXGSHVM	LB17_A06	210921	A01059	1
HWXHJTKA	LB83_F05	211013	A01059	4
HXBXQGVW	LB47_D02	210921	A01059	4
HXDJQXJY	LB15_A06	210505	A01059	1
HXJGZEYU	LB31_F09	211001	A01059	3
HXNJBTPO	LB68_H10	211001	A01059	4
HXTYRTTL	LB77_C03	211001	A01059	3
HXXUXRJS	LB63_E05	211001	A01059	1
HYHLYXHU	LB10_C01	210430	A01059	4
HYUWIMFN	LB31_D03	211001	A01059	3
HZCEPYAY	LB33_B05	210921	A01059	4
HZCTBVHQ	LB20_F09	210430	A01059	1
HZLLWNNS	LB92_D07	220815	A01147	1
IADHPOKM	LB4_D03	210430	A01059	2
IARESRKX	LB37_G09	211001	A01059	4
IATBLXRG	LB87_E07	220815	A01147	3
IAYXQIJC	LB80_F02	211013	A01059	3
IBAGTQDI	LB87_B09	220815	A01147	3
IBCJHPMZ	LB11_F05	210430	A01059	3
IBEZDXEH	LB122_A03	220815	A01147	1
IBFBXJAE	LB81_H04	211001	A01059	2
IBFJKTOV	LB63_D09	211001	A01059	1
IBFLJQCC	LB44_A06	210921	A01059	3
IBINREWF	LB122_B12	220815	A01147	1
IBKMACXQ	LB131_C03	220915	A01147	3
IBVHLLMZ	LB2_B05	210430	A01059	3
ICFVQCYO	LB73_H05	211013	A01059	2
ICHCTMCZ	LB14_E04	210430	A01059	2
ICVPWMIQ	LB118_F04	220915	A01147	4
ICXLBMEE	LB24_A07	211013	A01059	4
ICYIOVXT	LB118_F02	220915	A01147	4
ICZDCNRR	LB5_B12	210430	A01059	2
IDDIGPBD	LB15_F01	210430	A01059	1
IDKQRSQA	LB128_E08	220915	A01147	3
IDRGGNBL	LB73_H08	211013	A01059	2
IDTBKCAS	LB128_A08	220915	A01147	3
IEHQOYTY	LB15_E08	210430	A01059	1
IELBNQAF	LB130_G03	220915	A01147	2
IEMTEMGX	LB9_C06	210430	A01059	4
IEVEARSB	LB128_H10	220915	A01147	3
IFAGITNZ	LB50_H09	211001	A01059	2
IFHMNXQJ	LB9_E05	210505	A01059	2
IFHTMDUR	LB10_B02	210430	A01059	4
IFIWORWZ	LB33_A04	210921	A01059	4
IFJDPMWY	LB5_F12	210430	A01059	2
IFNMWJXF	LB54_G05	211013	A01059	4
IFOQYTNZ	LB128_F08	220915	A01147	3
IFPVGTJJ	LB122_A04	220815	A01147	1
IFXEJTHS	LB44_D05	210921	A01059	3
IFYUJDAB	LB70_E10	211013	A01059	1
IGGXAPEH	LB109_H09	220815	A01147	4
IGLDVTGT	LB15_A06	210430	A01059	1
IGOZAJBM	LB8_C09	210505	A01059	1
IGXLOLKZ	LB83_E03	211013	A01059	4
IHGACMOL	LB37_E09	211001	A01059	4
IHHWZGHE	LB126_A09	220915	A01147	2
IHJSMPEZ	LB96_F05	220815	A01147	4
IHKWWYWX	LB42_F04	211013	A01059	2
IHOVERRL	LB63_B01	211001	A01059	1
IHSJXUQB	LB87_G05	220815	A01147	3
IIMUIKAT	LB77_A12	211001	A01059	3
IITBKJNO	LB3_C04	210430	A01059	1
IIZYESLR	LB70_A08	211013	A01059	1
IJBNLSTN	LB6_H04	210430	A01059	3
IJEGQIBT	LB45_C04	210921	A01059	3
IJGGMFNG	LB15_F04	210430	A01059	1
IJJOCYHJ	LB85_D08	220815	A01147	2
IJMLVWGM	LB80_B06	211013	A01059	3
IJNFCKZD	LB9_B03	210505	A01059	2
IJUAPENB	LB85_C08	220815	A01147	2
IJUSSPFF	LB19_B04	210921	A01059	1
IKCMSLGL	LB54_F08	211013	A01059	4
IKHRLJJE	LB132_F08	220915	A01147	4
IKJJTLEK	LB27_G06	210921	A01059	3
IKNMDOIT	LB17_G05	210921	A01059	1
IKQSWFYN	LB130_F08	220915	A01147	2
IKRRRXWK	LB87_B11	220815	A01147	3
IKSXJAGS	LB20_F02	210430	A01059	3
IKURXQDX	LB82_G07	211001	A01059	3
IKWAKOSS	LB126_E08	220915	A01147	2
ILDSBNLM	LB56_D12	210921	A01059	1
ILKOEMLK	LB15_D02	210430	A01059	1
ILMKOWRM	LB29_H08	210921	A01059	3
ILTPSSCQ	LB92_D05	220815	A01147	1
ILVTKKVM	LB31_H07	211109	A01059	2
IMCRDJTO	LB92_A05	220815	A01147	1
IMEIWXAI	LB92_E07	220815	A01147	1
IMGNSXGU	LB122_C10	220815	A01147	1
IMGRMUYA	LB75_B01	210921	A01059	2
IMHKHZIT	LB68_E12	211001	A01059	4
INAJCGJI	LB77_H01	211001	A01059	3
INATUDJH	LB17_H02	210921	A01059	1
INHDRHXA	LB115_F08	220915	A01147	1
INPSLSFA	LB128_C09	220915	A01147	3
INSJIYGF	LB102_A06	220915	A01147	1
INUTSFPL	LB118_A10	220915	A01147	4
INVBAQOD	LB77_D09	211001	A01059	3
INVCRFKI	LB12_A03	210430	A01059	3
IOFOXDCP	LB77_D11	211001	A01059	3
IOUYBSPK	LB11_F06	210430	A01059	3
IOZRLIRV	LB132_G06	220915	A01147	4
IPBPAMJX	LB31_A06	211001	A01059	3
IPHBKJMU	LB99_G07	220815	A01147	3
IPOUOVCL	LB75_B11	210921	A01059	2
IPPYQSZX	LB68_G08	211001	A01059	4
IPZIEHMA	LB63_F01	211109	A01059	2
IQATGYEL	LB92_H07	220815	A01147	1
IQBMEWKU	LB70_G03	211013	A01059	1
IQFUMAZJ	LB11_G06	210430	A01059	3
IQIOFFZJ	LB15_E06	210505	A01059	1
IQJDVARM	LB20_G04	210505	A01059	1
IQNLCFDZ	LB5_A10	210430	A01059	2
IQRJAXMH	LB5_A11	210430	A01059	2
IQSFDCEE	LB24_A04	211013	A01059	4
IRMOBMBU	LB85_G06	220815	A01147	2
IRNPAOPL	LB130_G01	220915	A01147	2
IRRRLPNH	LB97_F09	220815	A01147	4
IRSSYXMV	LB121_D08	220915	A01147	2
IRZDIUIH	LB31_H04	211001	A01059	3
ISFUPWWG	LB85_E04	220815	A01147	2
ISIPEBRK	LB4_B03	210430	A01059	2
ISSGWCGR	LB6_G07	210430	A01059	3
ISSTQTFS	LB70_D11	211013	A01059	1
ISTITIIU	LB15_F08	210430	A01059	1
ISXGFEKC	LB5_B07	210430	A01059	2
ISYBRCTQ	LB68_F09	211001	A01059	4
ITEDQJAF	LB51_G06	211001	A01059	2
ITEJVQRZ	LB122_A07	220815	A01147	1
ITLJAVCJ	LB81_E11	211001	A01059	2
ITYJLULV	LB37_D08	211109	A01059	2
ITYNWAUZ	LB15_H08	210430	A01059	1
ITZEGKPG	LB10_C06	210430	A01059	4
IUAWWBFZ	LB39_B05	211013	A01059	2
IUDSMNXD	LB130_E08	220915	A01147	2
IUFWGFQW	LB19_H04	210921	A01059	1
IUGLYSUM	LB68_E10	211001	A01059	4
IUIIXZNH	LB81_B09	211001	A01059	2
IULBDAGF	LB50_E06	211001	A01059	2
IUOLUWBQ	LB115_G01	220915	A01147	1
IUONPHXI	LB77_B09	211001	A01059	3
IUTGMAID	LB10_D04	210430	A01059	4
IVEHVPVE	LB80_D07	211013	A01059	3
IVMYIJKZ	LB25_C07	210921	A01059	2
IWBPVFSW	LB33_B07	210921	A01059	4
IWDHVVLE	LB19_C05	210921	A01059	1
IWDUCOCU	LB52_D01	211001	A01059	1
IWRBHWFU	LB37_F06	211001	A01059	4
IWWBJZAL	LB15_B08	210430	A01059	1
IXKDOLEY	LB80_E07	211013	A01059	3
IXKNLVPL	LB70_H11	211013	A01059	1
IXYCLRIV	LB20_B01	210430	A01059	4
IYVWEZTZ	LB68_B04	220915	A01147	4
IYXRWXVK	LB51_H08	211001	A01059	2
IZCXWQHN	LB32_B05	210921	A01059	4
IZHTSHBJ	LB47_C01	210921	A01059	4
IZKFDISQ	LB92_A09	220815	A01147	1
IZLDFSGY	LB11_F03	210430	A01059	3
IZMLAKGD	LB9_H02	210505	A01059	2
IZQCIJSU	LB37_B07	211109	A01059	2
IZZQHLIJ	LB56_D05	210921	A01059	1
JAOBZTLW	LB20_G03	210430	A01059	1
JBHIYKZQ	LB70_E11	211013	A01059	1
JBRITJNB	LB131_A02	220915	A01147	3
JCACNAPP	LB80_G07	211013	A01059	3
JCANTGCH	LB75_B02	210921	A01059	2
JCBTXDNU	LB83_B02	211013	A01059	4
JCDILZST	LB83_E02	211013	A01059	4
JCGUWTWJ	LB3_E04	210430	A01059	1
JCMOQAXJ	LB68_G10	211001	A01059	4
JCQWELRT	LB45_D06	210921	A01059	3
JCSHHGPR	LB2_E02	210430	A01059	1
JCXZJEUH	LB111_G05	220915	A01147	4
JDATVDUD	LB115_H04	220915	A01147	1
JDBTLYVF	LB87_F10	220815	A01147	3
JDCYIXNP	LB60_F03	211013	A01059	1
JDDBGUHQ	LB132_F07	220915	A01147	4
JDFGIYNJ	LB68_D09	211001	A01059	4
JDHUZYMO	LB118_A11	220915	A01147	4
JDJLDQRL	LB24_F07	211013	A01059	4
JDNLSFRQ	LB17_B01	210921	A01059	1
JEASQLDW	LB15_D10	210505	A01059	1
JEBCEITN	LB82_G01	211013	A01059	4
JEGEEJJS	LB96_F08	220815	A01147	4
JEKKXFXI	LB85_G12	220815	A01147	2
JEPJTQIC	LB68_C02	211001	A01059	4
JEPOSCKW	LB8_B03	210430	A01059	4
JEXCONRU	LB83_E06	211013	A01059	4
JFEOSNJS	LB60_C10	211013	A01059	1
JFESGTIJ	LB15_C08	210505	A01059	1
JFIOTRSS	LB128_B12	220915	A01147	3
JFKPJAQT	LB126_C09	220915	A01147	2
JFQXWXDZ	LB15_H02	210430	A01059	1
JFRHVUHO	LB54_B06	211013	A01059	4
JFTQKPQQ	LB104_B09	220915	A01147	1
JGASCLZC	LB14_B02	210430	A01059	2
JGFCVHIX	LB54_G08	211013	A01059	4
JGJISNBC	LB54_F05	211013	A01059	4
JGXRDYAF	LB81_F08	211001	A01059	2
JHADNCDO	LB96_G04	220815	A01147	4
JHFTBAPN	LB63_A03	211001	A01059	1
JICTEWJZ	LB15_G02	210505	A01059	1
JICYWRJQ	LB102_D09	220915	A01147	1
JIDTEKRB	LB121_B04	220915	A01147	2
JIGJNLIA	LB68_D06	211001	A01059	4
JIPQBLUU	LB52_G07	211001	A01059	1
JIVILUDZ	LB47_D03	210921	A01059	4
JJOWRHHX	LB29_D04	210921	A01059	3
JJWRSLMW	LB29_D06	210921	A01059	3
JKIUJKNX	LB70_A09	211013	A01059	1
JKKPQMPM	LB68_F07	211001	A01059	4
JKQCRFZO	LB92_B04	220815	A01147	1
JKSVHXEH	LB70_C01	211013	A01059	1
JLHQGUDB	LB68_B01	211001	A01059	4
JLMKCDRP	LB9_E05	210430	A01059	4
JLSESMCG	LB2_B03	210430	A01059	1
JLTOIFJX	LB9_H04	210505	A01059	2
JLXVKPTI	LB97_E06	220815	A01147	4
JMBXZUBY	LB111_D05	220915	A01147	4
JMGHGZTP	LB39_H09	211013	A01059	2
JMKUJOMG	LB102_D04	220915	A01147	1
JMMZWKDI	LB118_C09	220915	A01147	4
JMNUTISQ	LB118_E11	220915	A01147	4
JMNVAKQG	LB13_D04	210430	A01059	2
JMRBPARX	LB129_E05	220815	A01147	2
JMYVBJEA	LB31_H06	211109	A01059	2
JNHFHDMJ	LB92_C07	220815	A01147	1
JNPKYSQD	LB81_C11	211109	A01059	2
JNXMFAMH	LB108_E05	220815	A01147	4
JNZCBLJA	LB27_D05	210921	A01059	3
JOTKBZLQ	LB80_A05	211013	A01059	3
JOZRPDGW	LB33_H05	210921	A01059	4
JPHYVMEY	LB9_B02	210505	A01059	2
JPIALWDF	LB50_C08	211001	A01059	2
JPJQCVXT	LB45_E04	210921	A01059	3
JPRNFPST	LB75_H12	210921	A01059	2
JPSGDZYF	LB52_C05	211001	A01059	1
JPZPNUAA	LB111_G08	220915	A01147	4
JQFSUCIG	LB102_B07	220915	A01147	1
JQGOULIJ	LB75_B08	210921	A01059	2
