feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
GLUCARDEGPWY	age	age	0.0623048144787595	0.0160004150766681	4101	2548	0.000100212533079127	0.000352708817405948
PWY6936	age	age	-0.0618247416545129	0.0159584956040678	4101	2248	0.000108695734271376	0.000378852122363338
PWY01415	age	age	0.0623713365909067	0.016124350530681	4101	2301	0.000111382733367252	0.000384484627681188
PWY5861	age	age	0.0618083960949493	0.016009557253576	4101	2671	0.000114822750626719	0.000392584452142781
PWY5863	age	age	0.0619580957769794	0.0161132673816615	4101	2684	0.000122333313992448	0.000410445417974661
PWY66399	age	age	0.0601857146068122	0.0156441088845399	4101	2850	0.000121302791388095	0.000410445417974661
PWY7254	age	age	0.0605223164116107	0.0158465761444422	4101	2070	0.000135831832824591	0.000451515073926187
PWY7312	age	age	-0.0630931364087877	0.0165585026406802	4101	1598	0.000140834490404821	0.000463849376654412
PWY6823	age	age	0.0624464555960914	0.016418746300957	4101	1750	0.000144839560206261	0.000472703655582252
PWY5838	age	age	0.0606511865849357	0.0160041862970097	4101	2685	0.000153024444890864	0.000494916898340721
NONMEVIPPPWY	age	age	-0.06032278179613	0.0159412360059025	4101	2752	0.000156492168420885	0.000501613289849086
PWY5189	age	age	0.0640958124166564	0.0169688643323901	4101	2438	0.00016082845441133	0.000510950576404136
TCAGLYOXBYPASS	age	age	0.059662406129238	0.015806265096624	4101	2027	0.000162532797757517	0.000511835740306567
PWY7197	age	age	0.0643506850357977	0.0171792553394104	4101	2209	0.000182531932721601	0.000569817076930911
PWY6545	age	age	0.0654513407270964	0.0175032910888765	4101	2362	0.000187842749165112	0.000581340921985131
PWY7229	age	age	0.0616987506013277	0.0165693366921639	4101	2257	0.000199018829054121	0.000610664612225891
PWY5747	age	age	0.0574683115357278	0.0155441911960998	4101	1857	0.000220937175522022	0.000672173271291576
PWY5897	age	age	0.0591123780203182	0.0160304636917084	4101	2694	0.000229444057432263	0.000680747244778366
PWY5898	age	age	0.0591123780203182	0.0160304636917084	4101	2694	0.000229444057432263	0.000680747244778366
PWY5899	age	age	0.0591123780203182	0.0160304636917084	4101	2694	0.000229444057432263	0.000680747244778366
GLYCOLYSISTCAGLYOXBYPASS	age	age	0.0583308162600298	0.0158482792989733	4101	2038	0.000235705756524477	0.00069359316878924
PWY6628	age	age	0.0613776974790338	0.0168126523687248	4101	2419	0.000264842445468345	0.000772995430269398
PWY6126	age	age	0.0594124403772406	0.0163516810608002	4101	2350	0.000283164099727715	0.000819805740340723
ANAGLYCOLYSISPWY	age	age	-0.0551499914983612	0.0152844594523854	4101	2592	0.000311961378459389	0.000891320216736311
PWY7237	age	age	-0.0614585757924694	0.0170361413153038	4101	2467	0.000312831050999374	0.000891320216736311
PWY561	age	age	0.0574191265075285	0.0159398652919833	4101	1894	0.000319244893343414	0.000899198996862785
PWY6285	age	age	0.057417320617881	0.0159442771005173	4101	1667	0.000320605770469182	0.000899198996862785
PWY5005	age	age	-0.0631764781420007	0.017598494008828	4101	2818	0.000336624829147645	0.000936808633054299
PWY7184	age	age	0.0600769120221446	0.0167789924209114	4101	2243	0.000347084810470945	0.00095117135083259
RIBOSYN2PWY	age	age	-0.0564368282609896	0.0157606054323243	4101	2072	0.000346414178063766	0.00095117135083259
ENTBACSYNPWY	age	age	0.0577746081337072	0.0162556278521254	4101	1403	0.000383523878061672	0.00104306872897076
PWY5173	age	age	0.0592980449034765	0.0167635770469747	4101	2511	0.000408747686319736	0.00110331142397583
PWY66409	age	age	0.0559707496144937	0.0158936095166878	4101	2455	0.000433645121914487	0.00116178058781568
Uniqueness	age	age	0.0495521517593644	0.0141109183736699	4101	1859	0.000450189412328181	0.0011971703631542
PWY1042	age	age	-0.0597627366321479	0.0170560797377347	4101	2209	0.000463471015489508	0.00122342716588775
PWY7269	age	age	0.0543657596873034	0.0155534212300937	4101	1255	0.000478330276951403	0.00125343481332521
PWY7094	age	age	0.0560932980598296	0.0161080063785435	4101	1470	0.000502291891124827	0.00130668687618705
PWY7220	age	age	0.0559899059574704	0.0162737461051574	4101	2403	0.000586449643105905	0.00150382444196443
PWY7222	age	age	0.0559899059574704	0.0162737461051574	4101	2403	0.000586449643105905	0.00150382444196443
PWY0881	age	age	0.0575916718986159	0.0167822996456522	4101	1653	0.000605809052581621	0.00154244999912626
PWY6608	age	age	0.0562548116780897	0.0164095527739153	4101	2280	0.000613727469075115	0.00155160677040821
NADBIOSYNTHESISII	age	age	0.0577153436990203	0.0168905452019628	4101	2630	0.000639396731966133	0.00160519878864225
PWY5464	age	age	0.0564944330577304	0.0165740969697532	4101	2738	0.000659433220530887	0.00164400365396242
PWY042	age	age	0.0531436947996695	0.0156677712048293	4101	1617	0.000700643624400467	0.00173469697351564
TCA	age	age	0.0549159235650149	0.0163780828864071	4101	2421	0.000806704622071346	0.00198360931043571
PWY5994	age	age	-0.0527456133365654	0.0160929648608876	4101	2066	0.00105584743043591	0.0025785661736496
PWY5690	age	age	0.0523990532736207	0.0160660853790665	4101	2406	0.00111749791815765	0.00271068751769322
PWY5656	age	age	0.0531194521431446	0.0162995358454968	4101	1610	0.00112740322774114	0.00271636079704073
PWY6168	age	age	-0.0529114090270782	0.0163781085557949	4101	2519	0.00124499011070339	0.00297967633161677
PWY6263	age	age	0.0505250697966975	0.0156579645940739	4101	2576	0.00126175975255095	0.00299981292162776
PWY5723	age	age	0.0514851917729963	0.016113087668322	4101	2103	0.00140778596476405	0.00332496816677824
P105PWY	age	age	0.050892335196954	0.016037041910671	4101	1971	0.00151770066147253	0.00354773876521705
PWY5104	age	age	0.0494482657352594	0.0155859210236698	4101	2298	0.0015218712251906	0.00354773876521705
PWY5862	age	age	0.04991821580438	0.015803964426106	4101	2466	0.00159698167402929	0.00369881561920332
PWY5695	age	age	-0.0433667163157745	0.0137733562277392	4101	2081	0.00165236426252873	0.00380255621953726
PWY5845	age	age	0.0490831209843846	0.0157973983342932	4101	2469	0.0019027656812537	0.00435091006095591
PANTOSYNPWY	age	age	-0.0508582293125788	0.016722990407462	4101	2389	0.0023711690556158	0.00538765627193717
PWY5659	age	age	0.0475254077272783	0.0156780192822039	4101	2361	0.00244992590805249	0.00553159371692356
HISDEGPWY	age	age	0.0422501478433552	0.0140118663442968	4101	2370	0.00258288743656598	0.00579535368579493
DAPLYSINESYNPWY	age	age	-0.045297822298889	0.0150474523480188	4101	2336	0.00262552654820795	0.00585443497395437
PWY7315	age	age	0.0528812161123291	0.0176850546547953	4101	2344	0.00280855399203238	0.00622389434036806
PWY6737	age	age	-0.0425508301503567	0.0148223814316686	4101	2594	0.00411643577816919	0.00906626039486342
PWY5121	age	age	-0.0463852004480096	0.0163477673696077	4101	2879	0.00457063894760161	0.0100052401352986
PWY724	age	age	-0.044199144014867	0.015754860452026	4101	2691	0.00504868148056726	0.0109847069789312
PWY6606	age	age	0.0415916104442123	0.0149299792155309	4101	2490	0.00536449784616341	0.0116015344986305
PWY7204	age	age	0.0443958065960776	0.0161608260705186	4101	1584	0.00603838248954966	0.0129807144535828
HCAMHPDEGPWY	age	age	0.0422464857503376	0.015579036041407	4101	1376	0.00672079220674226	0.0141946683394799
PWY6690	age	age	0.0422464857503376	0.015579036041407	4101	1376	0.00672079220674226	0.0141946683394799
PWY7221	age	age	-0.0463779477371975	0.0171027948267934	4101	2158	0.00672170924153644	0.0141946683394799
COLANSYNPWY	age	age	0.0413097885666488	0.0153011343878772	4101	2515	0.00696689767252284	0.0145424344939892
PWY5920	age	age	0.0448751852927849	0.0166218027149401	4101	1766	0.00696740594140989	0.0145424344939892
PWY6478	age	age	-0.0426580532939286	0.0158965797350563	4101	1427	0.00731555624145381	0.0151808363623232
PWY5177	age	age	0.0426334500523957	0.0160203462031318	4101	2439	0.00781653532052066	0.0161272194256719
PWY841	age	age	0.0436362259854912	0.0166606711474496	4101	2232	0.00884886761771164	0.0181528198557627
PWY6163	age	age	-0.0435425237218519	0.0167824692123647	4101	2527	0.00950611530892908	0.0193837922225344
PWY7234	age	age	0.0435215327563354	0.0167862281330035	4101	2420	0.00955691148576208	0.0193837922225344
PWY4702	age	age	0.0424140010514729	0.0163788965115373	4101	1799	0.00964422397906532	0.0194509910589014
COBALSYNPWY	age	age	-0.0352963226244668	0.0140398149108666	4101	2457	0.011974517603442	0.024015931953272
METHACETATEPWY	age	age	-0.0266382988055738	0.0107551437524334	4101	2651	0.0132968955352262	0.02651991942859
PWY6386	age	age	-0.0416395954918452	0.0169266007407282	4101	2275	0.0139345926542613	0.0275607078432585
PWY7046	age	age	0.0418396517434974	0.0170145915489313	4101	2643	0.0139722808564709	0.0275607078432585
PWY7198	age	age	-0.0409251408022606	0.0166923174242031	4101	2421	0.0142589311988274	0.0279724387998855
CENTFERMPWY	age	age	0.0366097560774781	0.0149603715310603	4101	2724	0.0144421712864483	0.028177932020842
PWY01277	age	age	0.0375263981523801	0.0156275922372812	4101	1329	0.0163816257475695	0.0317892088831213
THREOCATPWY	age	age	0.0370522356354183	0.0155549483253369	4101	987	0.0172632150450873	0.0333198612967008
HEXITOLDEGSUPERPWY	age	age	0.0372479688427526	0.0157024136741645	4101	2543	0.0177324089783011	0.033914235906408
PWY6590	age	age	0.0353892351401197	0.0149224727172692	4101	2733	0.0177601012546092	0.033914235906408
DENOVOPURINE2PWY	age	age	0.0399372598711209	0.0169565704316156	4101	2238	0.0185574010058267	0.0352492431803798
X1CMET2PWY	age	age	-0.0400938194003223	0.0170499762576945	4101	2211	0.0187428330436402	0.0354140898035097
ARGORNPROSTPWY	age	age	0.0388059325423957	0.0166137808305484	4101	2828	0.0195514931766625	0.0365572190126137
PWY5686	age	age	-0.0397565554698126	0.0170173552698252	4101	2200	0.0195271976753133	0.0365572190126137
PWY7115	age	age	-0.0365404484998515	0.0157083781256661	4101	2574	0.0200577872741203	0.0373095628570424
PWY01061	age	age	-0.0375141594561642	0.0164406162015646	4101	2484	0.022553036788391	0.0417347433352184
PWY7003	age	age	0.0322827877073521	0.0143195093820146	4101	2827	0.0242197057355312	0.0445890992772087
METSAMPWY	age	age	0.033681276819568	0.0149884027374408	4101	2421	0.024683096905055	0.0452103662699731
HOMOSERMETSYNPWY	age	age	0.0342804062947932	0.0153139493710852	4101	2334	0.0252414682223838	0.0459984116336842
ARGSYNBSUBPWY	age	age	0.0282413361730358	0.0127260426259592	4101	2587	0.0265293067161451	0.0481011167227076
LPSSYNPWY	age	age	0.0353730844503866	0.0161296208250805	4101	1035	0.0283597498887459	0.0511615588445216
GLYCOGENSYNTHPWY	age	age	-0.0251183086859397	0.0115111829275523	4101	2118	0.0291603633552999	0.0523428522227634
PWY5188	age	age	0.0298123626453775	0.0138670095018443	4101	2322	0.0316232996955458	0.056481415874134
METSYNPWY	age	age	0.0324742913839516	0.0151876561782278	4101	2409	0.0325593114548738	0.0578653109519786
PWY1861	age	age	-0.0287847298955161	0.0134759180085913	4101	2571	0.0327374979656708	0.0578953781757429
COMPLETEAROPWY	age	age	-0.0332710085418451	0.0156465214355049	4101	2546	0.0335283404572183	0.0587526232632162
TRNACHARGINGPWY	age	age	0.0364818816815132	0.0171584746895122	4101	2123	0.0335495481029508	0.0587526232632162
P162PWY	age	age	0.0335177268176234	0.0158223940313109	4101	2341	0.0342039845543474	0.0596079148301492
PWY6353	age	age	0.0318248788782573	0.0150674175190961	4101	2607	0.0347325942435571	0.0599471217953702
PWY7199	age	age	0.0311459059827397	0.0147365419446016	4101	2250	0.034617004975229	0.0599471217953702
PWY6609	age	age	0.0359716004794809	0.0171191024769775	4101	2233	0.035680077166944	0.0612877880523105
PWY6125	age	age	0.0334797124125907	0.0159896577361065	4101	2119	0.0363361806439565	0.0621175659580019
PWY7392	age	age	-0.034853515434003	0.0168273357913935	4101	2895	0.0383988612353353	0.0653326596373714
PWY7385	age	age	0.0338202387122176	0.0167436240040468	4101	1808	0.0434605922524202	0.0735960029180134
GLYCOLYSISED	age	age	0.03337944078345	0.0167363495260835	4101	2672	0.0461723412680552	0.0778209883344216
TRPSYNPWY	age	age	-0.0316119684918645	0.0158721520222783	4101	2447	0.0464743936920519	0.0779640529693768
PWY7210	age	age	0.0318852722822389	0.0161013615718073	4101	2816	0.0477407362486869	0.0797159270385051
PWY7228	age	age	0.0306688407603293	0.0155667296052061	4101	2085	0.0488882014544994	0.081254001491506
P621PWY	age	age	0.0324701696404628	0.0165069962762538	4101	1461	0.0492465274356761	0.0814723656654733
COAPWY1	age	age	-0.0334325125730806	0.0170720858085447	4101	2396	0.0502611894646208	0.0827695734761415
PWY6387	age	age	-0.0326606840513394	0.0169225029315031	4101	2150	0.0536743514700608	0.0879867222728395
FUCRHAMCATPWY	age	age	0.031397122782724	0.0164786529864398	4101	2694	0.0568090654337242	0.0927020658668499
PWY5347	age	age	0.0289479443999692	0.0153023675523558	4101	2436	0.0585975208603732	0.0951878280039547
PWY01479	age	age	0.0312200010958588	0.0167756991251254	4101	2228	0.0628123656532873	0.10157495166455
PWY5676	age	age	0.0265442122774704	0.0143349452733362	4101	2523	0.0641388343114753	0.103254894698743
PWY7456	age	age	0.0297184937576465	0.0162536369292247	4101	2469	0.0675590644319691	0.108275464870879
PANTOPWY	age	age	-0.0299787655414692	0.0164390989033199	4101	2331	0.0682815737213454	0.108947044293169
PWY7208	age	age	0.0299032666893082	0.016438096487506	4101	2058	0.0689641979229119	0.109549323249227
PWY4041	age	age	0.0286566405026399	0.0159295046175359	4101	2389	0.072098178572679	0.113523009243823
PWY5941	age	age	-0.0273181631583148	0.0151806061912794	4101	2609	0.0720062436111548	0.113523009243823
METHGLYUTPWY	age	age	0.0298205238843456	0.016742360532323	4101	2734	0.0749646571339518	0.117521012712178
ALLANTOINDEGPWY	age	age	0.030001917755385	0.01707198258131	4101	1918	0.0789332612614636	0.123204525186372
PWY5384	age	age	-0.0277024014831913	0.0158142290715484	4101	2281	0.0798938307715847	0.124164005398264
ARGSYNPWY	age	age	0.0224333853138179	0.0129974721905784	4101	2579	0.084426306356976	0.130081733828989
PWY621	age	age	0.0271445634947254	0.0157200004681003	4101	2389	0.0842873278534127	0.130081733828989
PWY7288	age	age	-0.0282367794522014	0.0165753283007637	4101	2057	0.08854292385464	0.135841494289811
NAGLIPASYNPWY	age	age	0.0244617274242024	0.0145015714901718	4101	2488	0.0917117236773795	0.14010429276672
PPGPPMETPWY	age	age	0.0243015454439246	0.0144413546516237	4101	2423	0.0924948841290468	0.140701963569186
P4PWY	age	age	-0.0251189278912695	0.0151611737113081	4101	2486	0.0976378712105054	0.147898716306209
PWY7400	age	age	0.0213590823091284	0.0130433227618527	4101	2583	0.101592583784925	0.153242594868857
PWY5138	age	age	0.0269128016365185	0.0165462454564105	4101	2385	0.103917931896828	0.156094299376407
P164PWY	age	age	0.0214616615443318	0.0133903423230264	4101	2565	0.109062166498789	0.163138824054438
PWY5100	age	age	-0.0192438315491045	0.0120556473334743	4101	2218	0.110510056102485	0.164618714277146
PWY66400	age	age	0.0255033562594012	0.0161559541239214	4101	2535	0.114512481618192	0.169875954136078
ANAEROFRUCATPWY	age	age	-0.0248191622578058	0.0159182199384804	4101	2494	0.119034450114286	0.175857479798472
PWY66391	age	age	-0.0257402816564625	0.016557097812134	4101	2056	0.120110256827723	0.176719599185052
PENTOSEPPWY	age	age	-0.024357959563009	0.0156894046207929	4101	2613	0.120617413388409	0.176741434311995
PWY7282	age	age	0.023310712739954	0.0152321915618	4101	2787	0.126005423664641	0.183885963803277
PWY6470	age	age	0.0215313828013977	0.0141560487423414	4101	2784	0.128336432500545	0.186529470719415
PWY6121	age	age	0.0242127561039254	0.0160708431020048	4101	2344	0.131983637139873	0.191056958601672
PWY6147	age	age	-0.021875653268017	0.0146270600368677	4101	2263	0.134845296316972	0.193637845511172
PWY7539	age	age	-0.0215823847520531	0.0144211813989388	4101	2264	0.134580828512429	0.193637845511172
GLUCONEOPWY	age	age	0.0252303962421124	0.0169267636460931	4101	2702	0.136155002744977	0.194739625440027
PWY6572	age	age	-0.0200311619727195	0.0134793065807867	4101	2168	0.137338133646025	0.195652341186202
