feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
GGB79594	Age	Age	-0.202554910956452	0.0463304130104671	573	352	3.69205545380563e-05	0.000186818005962565
GGB79926	Age	Age	-0.188223243668737	0.0438449075533337	573	377	4.54161484529173e-05	0.00022529971683506
GGB28851	Age	Age	-0.192930558357046	0.044434248624514	573	342	4.76208447734386e-05	0.000231693725532307
GGB28981	Age	Age	-0.214533893604752	0.0509256204020477	573	364	5.69114192732145e-05	0.000271671492002326
GGB75927	Age	Age	0.218836165225514	0.0527397143915727	573	80	9.13734669895183e-05	0.000428101613858299
GGB28439	Age	Age	-0.164943806011919	0.0401354799952028	573	375	0.000106272642873047	0.000488854157216014
GGB28980	Age	Age	-0.166509612484908	0.041437669209277	573	378	0.000132363292541875	0.000597998446662399
GGB28916	Age	Age	-0.200314672715549	0.0504105205705705	573	276	0.000150488007736876	0.000667955543112798
Oscillospiraceae_unclassified	Age	Age	-0.169841345486135	0.0425118227960239	573	364	0.000160665255138492	0.000700832923276526
GGB28954	Age	Age	-0.183966013099953	0.0465760762121362	573	380	0.000170487508096289	0.00073107355166714
GGB31793	Age	Age	-0.175579701504068	0.0443607858867704	573	243	0.000178218010050844	0.000739166500702681
GGB79989	Age	Age	-0.197997049107395	0.0496448268426941	573	366	0.000175517426931705	0.000739166500702681
GGB28828	Age	Age	-0.187122625463186	0.0477234574520585	573	397	0.000235148633642427	0.000959558134057002
GGB42619	Age	Age	0.167532550619092	0.0425190380915614	573	326	0.000241520269286432	0.000969914732213765
Acetatifactor	Age	Age	-0.162767133040198	0.0425611461976903	573	307	0.000248499805716241	0.000982350794472014
GGB5207	Age	Age	-0.179961261073185	0.0470036499951276	573	376	0.000262059539665291	0.00102001636208182
GGB24102	Age	Age	-0.160439891757281	0.0424644109139321	573	309	0.000308461364629296	0.00118243523107897
GGB28901	Age	Age	-0.169179258266271	0.0452159808859184	573	381	0.000324928307625586	0.00122696808700408
GGB27918	Age	Age	-0.200576683769757	0.052723752212577	573	339	0.000333052075722561	0.00123914963467365
GGB28933	Age	Age	-0.16550086972316	0.0441131273460885	573	398	0.000343238831965452	0.00124163437459415
GGB31171	Age	Age	-0.17751445789801	0.0468199982062185	573	319	0.000343535202456879	0.00124163437459415
GGB28829	Age	Age	-0.201477840741923	0.0543221640530828	573	360	0.000367411058646803	0.00130922532165692
GGB28927	Age	Age	-0.163052141741792	0.0445533586032387	573	323	0.00042917810375473	0.00150808417013815
GGB28356	Age	Age	-0.146890305170742	0.0401293203470264	573	424	0.000452468310008987	0.00156814359496265
GGB28883	Age	Age	-0.186725027174737	0.0519821987406129	573	286	0.000537642943733977	0.00183815763195535
GGB31439	Age	Age	-0.145154701850923	0.0393352350161416	573	330	0.000564268315758406	0.00190346511849169
GGB75064	Age	Age	-0.163140976922051	0.0459645363914238	573	336	0.00063853040794814	0.00212563412119578
GGB79854	Age	Age	-0.155181765208745	0.0430875847401776	573	355	0.000674146659337121	0.00221505330925054
GGB28776	Age	Age	-0.182224345062496	0.0522204000043234	573	360	0.000787403445490252	0.00255401373985941
Shannon	Age	Age	-0.171797594527628	0.0492730599448895	573	334	0.000809706174450243	0.00259310964729002
GGB28766	Age	Age	0.163979761580161	0.0486500828958315	573	376	0.00118177612747253	0.00373736700313186
GGB28784	Age	Age	-0.15281040510657	0.0457182299248068	573	329	0.00132029703988423	0.00412389075420631
Parabacteroides	Age	Age	-0.160003254259972	0.048153173509702	573	233	0.00134148333190019	0.00413896686549692
Schaedlerella	Age	Age	-0.16321639828516	0.0497851633520863	573	348	0.00156215652578715	0.00476175422920661
Blautia	Age	Age	-0.153674978177151	0.0469451632891668	573	339	0.00168333883130652	0.00507005624191129
Enterococcus	Age	Age	0.142391729418202	0.0438186613482764	573	70	0.00172686777298934	0.00513997113607414
GGB30300	Age	Age	-0.161904089014332	0.0501593271706176	573	379	0.00178641170916949	0.00525537398162653
GGB30408	Age	Age	-0.158794545907874	0.0494787970490374	573	381	0.00190988397380118	0.00555403040657125
GGB29001	Age	Age	0.169749745824844	0.0543099065306862	573	125	0.00225305031051526	0.00647751964273138
GGB28437	Age	Age	-0.141099873909395	0.0450449677824032	573	387	0.00245597965984275	0.00698160510045186
GGB70852	Age	Age	-0.153209583756325	0.0496996857814032	573	365	0.00301566652987136	0.00847737368952725
GGB28790	Age	Age	-0.162559780953559	0.0536382640127281	573	326	0.00314421159582668	0.00874159927191375
GGB28869	Age	Age	-0.146140668175784	0.0480119512582839	573	348	0.00324156267519017	0.00891429735677297
GGB28836	Age	Age	-0.122817034618196	0.0401507101846496	573	403	0.0034184011106298	0.00929952130096063
GGB28991	Age	Age	0.150131316941643	0.0504748107725774	573	106	0.00378674005788885	0.0101919705813391
GGB31256	Age	Age	-0.113998855704066	0.0379100732148411	573	291	0.00384815621767749	0.0102482476112885
GGB28932	Age	Age	-0.146631491218683	0.0494610705175448	573	321	0.00401420502969707	0.0105791028386808
Escherichia	Age	Age	0.122715103497754	0.0413668973992538	573	104	0.00410132170989083	0.010697261779406
GGB28436	Age	Age	-0.125040706980048	0.0424635868357841	573	327	0.00432225259489044	0.0111584684337478
GGB30087	Age	Age	-0.115439510582182	0.0392475830975961	573	69	0.00458919853159424	0.011727951802963
GGB28946	Age	Age	-0.101775211924437	0.034498419980975	573	322	0.00476190430520345	0.0120476178921647
GGB28989	Age	Age	-0.153170124744019	0.0532181766025467	573	416	0.00495363128317593	0.0123290464607151
GGB42328	Age	Age	-0.132717253269186	0.045820148013962	573	350	0.00497060371143455	0.0123290464607151
GGB75095	Age	Age	0.134869923501738	0.0468538050413343	573	343	0.0051238619514022	0.0124647795548534
InvSimpson	Age	Age	-0.147093179097212	0.0511642225502364	573	278	0.00511183457722719	0.0124647795548534
GGB28394	Age	Age	0.116663881326806	0.0406014303166041	573	73	0.00549029865276379	0.0132290053252308
GGB1559	Age	Age	-0.137375355497288	0.0484452568624429	573	208	0.00577078184523409	0.0137736585551342
GGB28859	Age	Age	-0.129048013287839	0.0455092128438253	573	315	0.00584636991287225	0.0138236597005297
GGB3583	Age	Age	0.141652049866078	0.0508285509334356	573	290	0.00666232957951428	0.0156071239223807
GGB28769	Age	Age	-0.128629919205712	0.0466459809342249	573	333	0.0074157014207254	0.0172125913710415
GGB29531	Age	Age	-0.157633137283994	0.0585441715902372	573	373	0.00859457923994922	0.0197675322518832
Muribaculum	Age	Age	0.14442293661077	0.0541791469502028	573	367	0.00899687010484366	0.0205063796083373
GGB28433	Age	Age	0.122986485875711	0.0461670538960496	573	84	0.00933373109898099	0.0210842318575196
GGB28854	Age	Age	0.119157779573597	0.0447689870147878	573	73	0.00959489542786364	0.0214823764889336
GGB27876	Age	Age	-0.108918100043822	0.0409557262858762	573	420	0.00981970080521543	0.0217928447694693
GGB28807	Age	Age	-0.130403197358475	0.0492864445559972	573	381	0.0105618131643833	0.0232359889616432
GGB28909	Age	Age	-0.122577829017398	0.0469754043941764	573	175	0.0109558433555104	0.0238950721460701
GGB28875	Age	Age	-0.131851453716304	0.0528038206641191	573	379	0.0144967841751648	0.0313477469770657
GGB20145	Age	Age	-0.111155243461759	0.0442803682086393	573	367	0.0149966525824201	0.0321538398589177
GGB42644	Age	Age	0.12258915377866	0.0495298374996331	573	211	0.0159025292528145	0.0338095789996813
GGB80167	Age	Age	-0.113902818269697	0.0469619081830706	573	359	0.0177185987868676	0.0373567124423126
GGB30861	Age	Age	0.148779273157839	0.0622510096813186	573	391	0.018551333152868	0.0387891511378149
GGB28888	Age	Age	0.112553073488951	0.0470610064223628	573	349	0.0191108356453881	0.0396314870351081
GGB30145	Age	Age	-0.119640918483508	0.0505391331221914	573	374	0.0209056562185259	0.0430010652299761
Methanomethylovorans	Age	Age	-0.109192669234901	0.0465257929585979	573	173	0.02228674701212	0.0454721531779544
Eubacteriales_unclassified	Age	Age	-0.113515369791946	0.0489877398656284	573	381	0.0228898605512666	0.0463290777557637
GGB30451	Age	Age	-0.109835317874893	0.0483943611790602	573	388	0.0260556355360153	0.052318061830253
GGB28963	Age	Age	-0.0996866160100732	0.0439717922379275	573	365	0.0263329557355016	0.0524585653628496
GGB47144	Age	Age	-0.103553746857016	0.0458028946785345	573	128	0.0265929529233988	0.0525626335126555
GGB28951	Age	Age	-0.103982759022384	0.0462347354663551	573	394	0.0278149835937757	0.0545518670482577
Bacteria_unclassified	Age	Age	-0.104418433506838	0.0472931103104526	573	282	0.0302102077221596	0.0587937119515876
GGB28961	Age	Age	-0.0810567395696308	0.0367526361733285	573	317	0.0311713250923348	0.059295828935043
GGB30473	Age	Age	-0.0887542879190954	0.0409710349034317	573	338	0.030726684031274	0.059295828935043
Lactobacillus	Age	Age	-0.0940672646181691	0.042887088697712	573	347	0.03101588842582	0.059295828935043
Adlercreutzia	Age	Age	0.11130141096686	0.0509962041963021	573	292	0.0317926507589772	0.060026422701651
GGB75106	Age	Age	0.112934160543055	0.0521311872143924	573	223	0.0329473494817437	0.0617457734731938
GGB28870	Age	Age	0.116637577674213	0.0547033501986845	573	355	0.0358115872241964	0.0666200850567771
GGB30449	Age	Age	-0.0975352510352592	0.046029982870134	573	372	0.0372202999508457	0.068735298449372
Simpson	Age	Age	-0.101947800228808	0.0482705065708583	573	377	0.0375724969498823	0.0688829110747841
GGB30296	Age	Age	-0.080035220445697	0.0382507318957986	573	323	0.0400933891937996	0.0727347218481206
GGB74408	Age	Age	0.0988205934476421	0.0474022347909024	573	346	0.0402484626827545	0.0727347218481206
Candidatus_Metaruminococcus	Age	Age	-0.0981573257849598	0.0472012037980464	573	276	0.041494224410366	0.0740203333278132
GGB28898	Age	Age	-0.101438040645323	0.0488723067604004	573	348	0.0415450092195631	0.0740203333278132
GGB27905	Age	Age	0.108050390891086	0.0523733880596728	573	327	0.0421092615634158	0.0745010012275817
GGB28396	Age	Age	-0.0778813769948626	0.0376169552931792	573	183	0.0430140881366214	0.0750521675763119
GGB29005	Age	Age	-0.0909974262539668	0.0442865883892046	573	350	0.0429613041364882	0.0750521675763119
Observed	Age	Age	-0.0922404759741225	0.0456747885770668	573	345	0.0463693549026144	0.0803523752764482
GGB28904	Age	Age	-0.103760926511969	0.0514551045613984	573	300	0.0468868058548261	0.0806963393283741
GGB30457	Age	Age	-0.0803198508773372	0.0399238092247813	573	385	0.0479648680314894	0.0819939973781542
GGB29546	Age	Age	-0.0933025448551936	0.0465952558203876	573	332	0.0488503692723188	0.0827927312791375
Lachnospiraceae_unclassified	Age	Age	-0.1072457059912	0.0538325977845648	573	302	0.0490865995726112	0.0827927312791375
GGB45977	Age	Age	-0.0884537690411483	0.0460050759624456	573	391	0.0580849881903813	0.0973212053785859
Clostridium	Age	Age	0.0824805356274873	0.0447469576383906	573	125	0.0690285665514352	0.114896232483639
GGB74395	Age	Age	-0.0916762258586759	0.0499517481612123	573	308	0.070218020072622	0.116112150839042
GGB31853	Age	Age	-0.0774722439756012	0.0423794245746264	573	408	0.0717061252196426	0.117802920003699
GGB27903	Age	Age	-0.0663257269170474	0.0364385307646473	573	360	0.0734739277030477	0.119928411024975
GGB75314	Age	Age	-0.0662492393725628	0.0370462351130525	573	342	0.0791366305337188	0.128343381570711
GGB25041	Age	Age	0.0976919670758764	0.0551205279316485	573	126	0.080764331227918	0.130148890450084
GGB30295	Age	Age	0.0819762289212657	0.0465772358850652	573	361	0.0827081017478803	0.132437656596289
Oscillibacter	Age	Age	-0.082660220711101	0.0484116242139355	573	351	0.0914331225809028	0.145487924609864
Limosilactobacillus	Age	Age	-0.0762357663827254	0.0446512976878357	573	357	0.0921976041989931	0.145787461639658
GGB28853	Age	Age	-0.0803106046054644	0.0473755793352756	573	236	0.0939874957418498	0.147694636165764
Enterorhabdus	Age	Age	0.0858298506128194	0.0518526164488392	573	357	0.100945139581897	0.157648890828518
GGB28778	Age	Age	-0.0787928488971812	0.0480714712170427	573	383	0.104696018888897	0.162503636680312
GGB28849	Age	Age	0.0728440442554043	0.0445150200207868	573	378	0.105356851841041	0.162532216559654
GGB28844	Age	Age	-0.0767308502793065	0.0470503906934126	573	349	0.106832872477863	0.163810404466057
Desulfovibrio	Age	Age	0.0799200576416254	0.0491473592789665	573	344	0.108702348704166	0.165672856759964
GGB29003	Age	Age	-0.0812188731057137	0.0501887966505207	573	393	0.110148486898196	0.166871659791878
GGB28381	Age	Age	-0.0757361843326222	0.0476678203944565	573	196	0.115860910780712	0.174481014449525
Duncaniella	Age	Age	0.0817142222551604	0.0526022008165712	573	333	0.123593143748998	0.184448767754051
GGB28793	Age	Age	-0.0701804332485636	0.0451610305040922	573	395	0.123937907186517	0.184448767754051
GGB30463	Age	Age	-0.0662257256554514	0.0441168471409078	573	332	0.137984296737428	0.20415220511444
GGB31823	Age	Age	-0.0714293794317285	0.0499588944730958	573	199	0.156636504620094	0.230401370167929
GGB28958	Age	Age	0.0634745470436493	0.0451181455496471	573	346	0.164052259856123	0.239914576552596
GGB28798	Age	Age	-0.0665728164766828	0.0474565662050791	573	348	0.165303436829539	0.240354997229158
Anaerotruncus	Age	Age	0.0567276110211566	0.040936070296102	573	365	0.169931749719387	0.242913974652566
GGB28632	Age	Age	0.057037877700615	0.0411660870420841	573	274	0.16994376882808	0.242913974652566
GGB30414	Age	Age	-0.0637752338769106	0.0459142339603009	573	359	0.168924930878517	0.242913974652566
GGB75036	Age	Age	-0.0605361095739693	0.0439357810502223	573	390	0.172012337061102	0.244489445373364
GGB28782	Age	Age	0.0686379317911335	0.0505975221406781	573	294	0.178932651861261	0.252904809613961
GGB28330	Age	Age	0.0625965873450407	0.046385788904137	573	388	0.18104401391347	0.254467419556155
GGB28934	Age	Age	0.0671362170104778	0.0503889647072941	573	370	0.185867053710539	0.259803119274953
GGB75053	Age	Age	-0.0658090712489713	0.0496707135619033	573	371	0.18879921450875	0.262451655333593
GGB28881	Age	Age	0.0664495778933596	0.0507185890527348	573	288	0.193973985261831	0.268171684542313
Clostridiaceae_unclassified	Age	Age	0.0617579257448205	0.0474241241040902	573	392	0.196672724350338	0.270424995981715
Neglectibacter	Age	Age	-0.0610312591327781	0.0471238150705085	573	354	0.198858670645928	0.271952668504972
GGB31184	Age	Age	-0.064677239799225	0.0525657161111413	573	354	0.222480111729363	0.302620797137251
GGB42601	Age	Age	-0.0499843387935317	0.0408502890615485	573	408	0.224840360949492	0.304195782461077
GGB3661	Age	Age	-0.0523432208954188	0.042981658052256	573	363	0.227238283129871	0.305804710807752
GGB79804	Age	Age	-0.0521311086051922	0.0430093483323449	573	344	0.229418807941328	0.307105600048445
GGB28422	Age	Age	0.0506622196763326	0.0426146924346886	573	399	0.238338807567335	0.317366938497557
GGB79680	Age	Age	0.0558442782776271	0.047395632934001	573	255	0.242337100892496	0.321001500135087
GGB45624	Age	Age	-0.0531606246435047	0.0462406327472134	573	382	0.25416319592582	0.334912961298086
GGB28955	Age	Age	-0.0592716580846222	0.0521197830102214	573	265	0.258737002933838	0.339173376902906
GGB28889	Age	Age	-0.0540983523836338	0.048994904875497	573	380	0.272854383125355	0.354011071439564
Zoogloea	Age	Age	0.0527845593502414	0.0477595338080763	573	360	0.272477514609762	0.354011071439564
GGB62427	Age	Age	-0.045774875504594	0.0420521158552504	573	342	0.27992738009263	0.361334832466507
GGB28420	Age	Age	-0.0435862924108733	0.0402592034473274	573	355	0.282703336012303	0.363065705640165
GGB79760	Age	Age	-0.053258621087415	0.0499164419350291	573	360	0.28888798573168	0.36741127179507
GGB80101	Age	Age	-0.0587978235692328	0.0551323172649243	573	342	0.288991474653039	0.36741127179507
GGB28956	Age	Age	-0.043789928862076	0.0416007212942201	573	360	0.295705538534091	0.374067506245625
GGB42343	Age	Age	0.0491678487787928	0.0472988115042316	573	353	0.301529807651421	0.378659271743962
GGB42579	Age	Age	0.0496302920797813	0.0477921692274291	573	314	0.302328746609804	0.378659271743962
GGB42586	Age	Age	0.0471255516250349	0.0458949252882402	573	358	0.308625350171808	0.382755948987586
Sporofaciens	Age	Age	0.0494057962123551	0.0480895210796522	573	225	0.307218277859533	0.382755948987586
GGB28924	Age	Age	0.0540539916925616	0.0530354411163197	573	384	0.311444862110503	0.384368537141255
GGB28948	Age	Age	-0.0476516307499861	0.0478800363012676	573	381	0.322722407650797	0.394438498239863
GGB79776	Age	Age	-0.0412062940078639	0.0413246902099327	573	172	0.322417801058765	0.394438498239863
GGB28791	Age	Age	0.0489011773824042	0.0509345206225629	573	356	0.339730193752057	0.411252339805121
GGB28841	Age	Age	0.0387245050042293	0.0401598731345804	573	233	0.338893318471173	0.411252339805121
GGB28818	Age	Age	0.0585796040191808	0.0617976407232281	573	418	0.345282330767035	0.415982998495523
GGB28893	Age	Age	-0.0359730551014091	0.03958328852967	573	224	0.365994720827981	0.438846750566253
GGB30450	Age	Age	0.0364795732455222	0.0411246402826056	573	253	0.377906497308262	0.450992187825426
GGB30301	Age	Age	-0.0387585530028181	0.045840154795175	573	355	0.400357715251575	0.475542262716659
GGB30297	Age	Age	-0.0454012331943712	0.0556260498908082	573	374	0.417025125475094	0.493025031519621
GGB29004	Age	Age	-0.0409266692223025	0.050342030818051	573	413	0.418988676868577	0.493042489524419
GGB28944	Age	Age	0.0274565311920968	0.0364035418859868	573	132	0.453539550016215	0.531229195157881
GGB28879	Age	Age	-0.0355783635084155	0.0480206911350353	573	338	0.461116632225488	0.537615244023265
Candidatus_Metalachnospira	Age	Age	0.0400618877240655	0.0544307154562022	573	140	0.464178650506329	0.538702745771106
GGB42949	Age	Age	-0.0297846260929462	0.0423436396953085	573	320	0.484085998839012	0.559240902768356
GGB28392	Age	Age	-0.0339897446109642	0.0490993576452032	573	396	0.49059602536109	0.564185429165253
GGB45536	Age	Age	-0.0322133273573079	0.0483884286764282	573	374	0.507306426940691	0.580762561158347
GGB2126	Age	Age	0.0258239817017609	0.0401086359253673	573	188	0.521453417167058	0.594268984429124
GGB20149	Age	Age	-0.0340069591345602	0.0533594981782199	573	393	0.525882065142293	0.595472761110957
GGB28949	Age	Age	-0.0313641621805806	0.0494142666517289	573	390	0.527216990074524	0.595472761110957
Streptococcus	Age	Age	-0.0254196616796627	0.0409637800248543	573	289	0.53678510790518	0.603585032444491
GGB28846	Age	Age	0.0288730041039516	0.0484703283603928	573	358	0.552967107046359	0.619029549038624
GGB28892	Age	Age	-0.0300627006143003	0.0524612778512978	573	291	0.568168851958063	0.633245460552378
GGB31822	Age	Age	0.0260834068155707	0.0475925045098906	573	78	0.585206578780613	0.649045201368188
GGB75055	Age	Age	-0.0192154622319799	0.0352416747250742	573	352	0.587475696100059	0.649045201368188
GGB30468	Age	Age	0.0308829206904871	0.0587781791753244	573	372	0.600649105873635	0.659972554155705
GGB5213	Age	Age	0.02181273414333	0.0416951060361521	573	349	0.602583636403035	0.659972554155705
Erysipelatoclostridium	Age	Age	-0.02528687928365	0.0502501945032233	573	327	0.616313859609329	0.672100890005001
GGB31173	Age	Age	-0.0215496937544086	0.0477026878396633	573	257	0.652619509814016	0.705609982833103
GGB68806	Age	Age	0.0210368978896357	0.0462966809484854	573	276	0.650918451239791	0.705609982833103
GGB30090	Age	Age	-0.0219569566871668	0.0501483555005399	573	113	0.662798803120584	0.713566371019182
GGB28411	Age	Age	-0.0206291198933965	0.0483473845614231	573	124	0.670853340192392	0.719177521477437
Barnesiella	Age	Age	-0.018644910577056	0.0468344181370397	573	341	0.691594563339383	0.738284491666092
Akkermansia	Age	Age	-0.0211202362701847	0.0544592256829672	573	351	0.6991180470607	0.74318010885024
GGB29002	Age	Age	-0.0180243989775942	0.0485066570865941	573	139	0.711143349680038	0.752800282297279
GGB30466	Age	Age	-0.0146816654667057	0.0417589830104235	573	344	0.726002870312789	0.765328025788065
GGB79948	Age	Age	-0.0147149765225377	0.0440221111307294	573	384	0.73912502175858	0.77592792740631
GGB75109	Age	Age	-0.0152831806156584	0.0491537962780585	573	317	0.756851832049305	0.791254188051546
GGB31762	Age	Age	-0.0151346733962791	0.0513200533441851	573	98	0.768790807008094	0.800428288777975
GGB28988	Age	Age	-0.0137531073286633	0.0496907970745633	573	300	0.782807234182009	0.811681271508395
GGB25052	Age	Age	-0.0103947436118846	0.0423724165721769	573	173	0.807467651635576	0.833833942301227
GGB28967	Age	Age	-0.00995460735116218	0.0417591085440032	573	341	0.812217252771736	0.835329125818087
GGB28792	Age	Age	0.00981687723608805	0.0531478430013392	573	343	0.853936679370967	0.87468008048929
GGB28645	Age	Age	-0.00817499896749467	0.0463329502311427	573	74	0.860535696982383	0.877885207002189
GGB30290	Age	Age	0.00742274320761826	0.0518317204233196	573	74	0.886463503124745	0.900703880684982
GGB79698	Age	Age	0.0068141351554719	0.0498071768918028	573	388	0.891579724288606	0.902278680980069
GGB30413	Age	Age	0.0052817493662585	0.0411317097185325	573	417	0.898146601051014	0.905303147672934
GGB29011	Age	Age	-0.0055893099596745	0.0475861918160387	573	298	0.906838718005147	0.910437284346437
GGB45514	Age	Age	-0.00389559055398878	0.0491517997651235	573	337	0.936994803451634	0.936994803451634
