feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY5973	Age	Age	0.122042533507147	0.0841848608211473	141	75	0.149395585525168	0.198628221664144
GLUCUROCATPWY	Age	Age	-0.119404046795906	0.0840522376176726	141	95	0.157700470547113	0.208485367841946
HISDEGPWY	Age	Age	-0.112971988039942	0.083854923332392	141	82	0.180125136960649	0.236793719375235
P122PWY	Age	Age	-0.11289455450715	0.0842501835601524	141	71	0.182458678026674	0.238521400325372
PWY5913	Age	Age	0.111015963736055	0.0831401612745447	141	89	0.183994413655106	0.239192737751638
KETOGLUCONMETPWY	Age	Age	-0.103162741614259	0.0787667270007235	141	28	0.19248030208329	0.248841937499944
PWY5121	Age	Age	0.0780322125146317	0.0598269273370469	141	37	0.194318489595999	0.249838058051999
PWY6386	Age	Age	0.105984501104355	0.0820554363562934	141	71	0.198661885806207	0.254026673653839
NAGLIPASYNPWY	Age	Age	-0.100584727432438	0.0839737134937304	141	91	0.233054164983904	0.29478202489856
PWY8073	Age	Age	-0.100584727432438	0.0839737134937304	141	91	0.233054164983904	0.29478202489856
ILEUSYNPWY	Age	Age	-0.098567693239735	0.0837230288910203	141	68	0.241110807653402	0.301710850218696
PWY7883	Age	Age	0.0981066703258105	0.0833310405848184	141	45	0.241109646939304	0.301710850218696
PANTOPWY	Age	Age	-0.0954097446932017	0.0824346795867922	141	72	0.249121974217215	0.310077350887385
PWY6549	Age	Age	0.0972915321104956	0.0844165058436203	141	79	0.251086560480738	0.310869074880914
PWY7242	Age	Age	-0.0947355034443395	0.0843498791521293	141	93	0.263342381841469	0.324326933425809
METHACETATEPWY	Age	Age	-0.0936931002818745	0.0844457853819472	141	20	0.26912781939796	0.329716804916873
HEMEBIOSYNTHESISII	Age	Age	-0.0905682176661555	0.0840842370630514	141	32	0.283319394834636	0.345295512454713
PWY6606	Age	Age	0.0863239225283011	0.0837446156902125	141	83	0.304448338239665	0.367444996941869
PWY7328	Age	Age	0.084310749450148	0.0818228218850734	141	86	0.304633886353515	0.367444996941869
ARGPOLYAMINESYN	Age	Age	-0.0848578001079611	0.0845129573208389	141	21	0.317084613240627	0.376638576133537
PWY6609	Age	Age	0.0854145995837562	0.0845089219323751	141	67	0.31390808448928	0.376638576133537
PWY7663	Age	Age	0.0850465146918121	0.0845115925954112	141	74	0.316005672771748	0.376638576133537
PWY821	Age	Age	-0.0808531759323532	0.0841177845673713	141	27	0.338147043549408	0.399628324194755
PWY5022	Age	Age	0.0799649419721005	0.0842662348086268	141	22	0.344310067464446	0.404867114505932
PWY6588	Age	Age	-0.0758052429017188	0.0845305929143132	141	38	0.371405642000629	0.434544601140736
GALACTUROCATPWY	Age	Age	-0.0715395605797009	0.0846015668712182	141	92	0.399226067473266	0.464770645715145
GLYCOGENSYNTHPWY	Age	Age	-0.0691693795734543	0.0839748151622843	141	70	0.411543751949614	0.474390334759654
PWY5265	Age	Age	-0.069782248419283	0.0846121255067721	141	27	0.410937343310455	0.474390334759654
PWY7117	Age	Age	-0.0674699912948621	0.0827902502841438	141	53	0.416513740966466	0.477765761696829
PWY1861	Age	Age	-0.0666280732734569	0.0842845477741941	141	35	0.430591609780942	0.488863819162538
PWY5005	Age	Age	-0.0668507154006644	0.0846291521557868	141	28	0.430916846442032	0.488863819162538
PWY01479	Age	Age	-0.0666281040316553	0.0846304151218207	141	82	0.432456455413014	0.488863819162538
X1CMET2PWY	Age	Age	-0.0650249998806751	0.0841667226819798	141	85	0.441102806548654	0.490185867762475
COMPLETEAROPWY	Age	Age	-0.0631490006880046	0.0811029088340395	141	81	0.437541036331767	0.490185867762475
PWY7200	Age	Age	-0.065416991125519	0.0846372121250118	141	37	0.440887669109726	0.490185867762475
PWY66389	Age	Age	-0.0652574528167891	0.0846380981639165	141	35	0.442005205546505	0.490185867762475
AROPWY	Age	Age	-0.0574688164832007	0.0809535136980653	141	70	0.478972845208564	0.52867757442832
GLUDEGIPWY	Age	Age	0.0535626859982992	0.0771280745634733	141	60	0.488566898734748	0.536735466215639
GALACTGLUCUROCATPWY	Age	Age	-0.0577724638240284	0.0846772264502517	141	37	0.496205609141211	0.542579965135717
PWY241	Age	Age	-0.0556242297546545	0.0827257816925135	141	53	0.502465204635122	0.546869106440086
PWY7688	Age	Age	-0.0562959335699328	0.0846843809277639	141	18	0.507296766526313	0.549571497070172
SALVADEHYPOXPWY	Age	Age	0.0555766144994344	0.084687799055015	141	82	0.512746309441819	0.552915375158459
PWY6507	Age	Age	-0.0541437604523633	0.0846357346287015	141	84	0.52341510563038	0.559265455331091
PWY7356	Age	Age	-0.0523467684807829	0.0817854759841306	141	100	0.523208638656224	0.559265455331091
PWY5941	Age	Age	-0.0503378467661268	0.0831839992292324	141	83	0.546086937452887	0.580837924381707
FASYNELONGPWY	Age	Age	-0.0493992755940482	0.0845965104526639	141	28	0.560218564120629	0.592606334532548
PWY01261	Age	Age	-0.0489042941629096	0.0841775885113603	141	85	0.562216266094981	0.592606334532548
UDPNAGSYNPWY	Age	Age	-0.0483621293589863	0.0840407495916029	141	83	0.565922272771824	0.593837721204514
COBALSYNPWY	Age	Age	0.0386857595542375	0.0834116977858727	141	17	0.64353136094623	0.672260439559901
PWY6607	Age	Age	0.0307884974093394	0.0846371990924901	141	84	0.716588730570575	0.741954703334135
PWY724	Age	Age	0.0306576998836047	0.0838090938661492	141	85	0.715074918854516	0.741954703334135
P164PWY	Age	Age	-0.0260098547814854	0.0846586563967461	141	45	0.759131902394701	0.78254125621304
PWY5136	Age	Age	-0.0193338777739109	0.0800395472050094	141	59	0.809486768533079	0.830789051915528
TCA	Age	Age	-0.0181622585035842	0.0848049023103668	141	15	0.830732087022146	0.848870342197302
PWY7977	Age	Age	-0.0164503178113743	0.0840715366472225	141	79	0.845157539352569	0.85985593134131
PWY6700	Age	Age	-0.0139181780607187	0.0848106771953102	141	74	0.869883888541686	0.88118108189937
PWY5675	Age	Age	0.00537036072322085	0.084817669837904	141	18	0.949605412165813	0.957791665718967
PWY7323	Age	Age	0.00410968518302073	0.0848181766901045	141	79	0.961424864544806	0.965551151517102
PWY6143	Age	Age	-0.000449371453830564	0.084178979197611	141	69	0.995748437981255	0.995748437981255
