PCoA1,PCoA2,Diet.5mo.as.AL,age.approx.months
 0.38489111,-0.08227444,2D,16
 0.36414836,-0.04875407,2D,16
 0.19678992,-0.02991142,2D,16
-0.04012250, 0.11804014,2D,16
 0.06154123, 0.12145377,2D,16
 0.35796883,-0.12724089,2D,16
 0.09082978,-0.12872966,2D,16
 0.25383791,-0.00595486,2D,16
 0.18315528,-0.13545667,2D,16
 0.14256184, 0.03262876,2D,16
 0.24223564, 0.04883145,2D,16
-0.14221626,-0.06606132,2D,16
 0.19003261, 0.02510656,2D,16
-0.19042298, 0.07849525,2D,16
 0.18871568,-0.08220004,2D,16
-0.03869175, 0.00232028,2D,16
-0.21213377, 0.02964887,2D,16
 0.30127942,-0.00343528,2D,16
-0.06221324,-0.00587548,2D,16
 0.35178183,-0.03934305,2D,16
 0.27020474,-0.01407789,2D,16
-0.13218431,-0.14409549,2D,16
-0.30137404, 0.06214428,2D,16
 0.12054691,-0.02485417,2D,16
 0.42918394,-0.08622691,2D,16
 0.08324957,-0.01253070,2D,16
-0.24540532,-0.01122104,2D,16
 0.19662380, 0.01319074,2D,16
-0.07818765,-0.12440613,2D,16
 0.25139676, 0.03890883,40,16
 0.16901769, 0.11375617,40,16
-0.26605055, 0.05951658,40,16
 0.26162647, 0.07935919,40,16
 0.37738808,-0.01439250,40,16
-0.07787553, 0.08028700,40,16
 0.15493988, 0.09360724,40,16
-0.02993508, 0.04712909,40,16
 0.11968014, 0.09423622,40,16
 0.14640625, 0.08822460,40,16
 0.14200619, 0.05719675,40,16
 0.01578739, 0.14377610,40,16
 0.08480032, 0.08566430,40,16
 0.00696627, 0.17018240,40,16
-0.09017390, 0.14379101,40,16
 0.21413933,-0.00459939,40,16
-0.09197749, 0.09500084,40,16
-0.06797791, 0.07518278,40,16
-0.16792615, 0.11231249,40,16
-0.22408156,-0.01862731,40,16
-0.04858174, 0.07858258,40,16
 0.24744657, 0.03678693,40,16
 0.24572015,-0.01035742,40,16
 0.08324483, 0.07307512,40,16
-0.08500425, 0.10629443,40,16
-0.03433177, 0.12740723,40,16
 0.40715505, 0.02394339,40,16
 0.08779372, 0.11204736,40,16
 0.17087906, 0.07173535,40,16
 0.39885301,-0.02967903,40,16
 0.38468694,-0.00385496,40,16
-0.15742943, 0.28244056,40,16
 0.32069285, 0.07094752,40,16
 0.21751459, 0.04810164,40,16
 0.39914803, 0.00117567,40,16
 0.10449215, 0.04958168,40,16
-0.10160185, 0.18727576,40,16
 0.18724352, 0.06473340,40,16
 0.23952145, 0.04152356,40,16
-0.15010443, 0.13784396,40,16
-0.17379699, 0.17558452,40,16
 0.00691346, 0.17996203,40,16
 0.09303840, 0.07789475,40,16
-0.03413015, 0.19517323,40,16
 0.37051924,-0.02155848,40,16
 0.14788168, 0.12256227,40,16
 0.21795628, 0.06483590,40,16
-0.01090664, 0.06250362,40,16
-0.18713757,-0.05242001,40,16
-0.19549407, 0.08755833,40,16
 0.03609060, 0.17412278,40,16
-0.05925663, 0.15094296,40,16
 0.14664424, 0.09899813,40,16
 0.22125463, 0.03981983,40,16
-0.08656028, 0.12866412,40,16
 0.11422221, 0.11848250,40,16
 0.10441386, 0.02090104,40,16
-0.10954187, 0.19513386,40,16
-0.01425890,-0.05181995,40,16
 0.14291104,-0.00456310,40,16
-0.11885874, 0.01614453,40,16
-0.09981131,-0.01606467,40,16
-0.14547840, 0.01227826,40,16
-0.23155494,-0.03279055,40,16
-0.03358147,-0.03133846,40,16
 0.18383133, 0.05961526,40,16
 0.02575233, 0.14279396,40,16
-0.05633840, 0.17701028,40,16
 0.16896786, 0.11115062,40,16
 0.25703831, 0.01743375,40,16
 0.24990463, 0.09983750,40,16
 0.11887116, 0.04056906,40,16
 0.49521706,-0.03599382,40,16
 0.45235020,-0.07316114,40,16
 0.26962975, 0.04142733,40,16
 0.31570167, 0.01547983,40,16
 0.30064849, 0.07362135,40,16
 0.04976770, 0.11840588,40,16
 0.18876637, 0.12309874,40,16
 0.05091747, 0.06857754,40,16
 0.01227664, 0.08067595,40,16
 0.19930460, 0.01575504,40,16
-0.07963640, 0.21118886,40,16
 0.35133317, 0.04054950,40,16
-0.14605415, 0.22928107,40,16
 0.12553573, 0.05976289,40,16
 0.24168119, 0.06885394,40,16
-0.00126727, 0.15187424,40,16
-0.01018846, 0.10902635,40,16
-0.12561293, 0.16677165,40,16
 0.14794708,-0.02900834,40,16
 0.27707336, 0.03984179,40,16
 0.27019282, 0.02641554,40,16
-0.13049792, 0.10913421,40,16
 0.02129339, 0.07496607,40,16
 0.22743312, 0.02951654,40,16
 0.33112867, 0.01371373,40,16
 0.18111947, 0.05921569,40,16
 0.30769200, 0.01107541,40,16
 0.28882731, 0.00021315,40,16
 0.21467024,-0.03937697,40,16
 0.09886483, 0.03336169,40,16
 0.36964096, 0.01182251,40,16
-0.03206403, 0.11715170,40,16
 0.03031694, 0.07487803,40,16
 0.29733325, 0.04657914,40,16
 0.06972928, 0.05820659,40,16
 0.15887904, 0.13566771,40,16
 0.01996913, 0.21229946,40,16
-0.01100582, 0.12490727,40,16
 0.18793349, 0.10889445,40,16
 0.24107528, 0.02218352,40,16
-0.04341106, 0.10141037,40,16
 0.40229376, 0.02206769,40,16
 0.20893421, 0.08432130,40,16
-0.04363406, 0.17470398,40,16
 0.14190614, 0.15448937,40,16
-0.00519697, 0.13481187,40,16
 0.04605555, 0.16235984,40,16
 0.09589869, 0.14329442,40,16
 0.24797613, 0.11627205,40,16
 0.09099612, 0.16636188,40,16
 0.20998385, 0.10467202,40,16
 0.28197502, 0.10343778,40,16
 0.25592166, 0.07940079,40,16
-0.22870471, 0.15952260,AL,16
 0.12935960,-0.05262816,AL,16
-0.31149371, 0.02727865,AL,16
 0.03011251,-0.03386415,AL,16
 0.12948526,-0.09610778,AL,16
 0.00846779,-0.00485638,AL,16
-0.28465396, 0.05114135,AL,16
-0.27358114,-0.04838951,AL,16
-0.25824215,-0.02771735,AL,16
-0.27711229, 0.00418577,AL,16
-0.34116544,-0.03865992,AL,16
-0.27907137,-0.02061339,AL,16
-0.15144115,-0.04724812,AL,16
-0.27039638,-0.07697152,AL,16
-0.09355689,-0.07453080,AL,16
-0.11911072,-0.01792027,AL,16
-0.01401103,-0.07316440,AL,16
 0.03259258,-0.06428110,AL,16
-0.22870442, 0.03366577,AL,16
-0.08527816,-0.13938220,AL,16
-0.17633865, 0.02954825,AL,16
-0.32325646,-0.02728837,AL,16
-0.15838020,-0.12763718,AL,16
-0.23863317, 0.04748487,AL,16
 0.05969344,-0.22925180,AL,16
-0.16153374,-0.05471217,AL,16
-0.28127683,-0.04951418,AL,16
-0.23553604,-0.01057876,AL,16
 0.04629002,-0.07877628,AL,16
 0.03912450, 0.01320933,AL,16
 0.04135761,-0.06409685,AL,16
-0.12539148,-0.06913815,AL,16
-0.22416496, 0.01665424,AL,16
-0.31693964,-0.00942098,AL,16
-0.04297067,-0.13682732,AL,16
 0.07107252,-0.13504975,AL,16
 0.00196714, 0.00021173,AL,16
-0.29699841,-0.02814761,AL,16
-0.22976217,-0.06611934,AL,16
 0.05588004,-0.32632104,AL,16
 0.13106238,-0.19999134,AL,16
-0.29247243,-0.08031852,AL,16
 0.09907346,-0.07585988,AL,16
 0.27751509,-0.11630431,AL,16
 0.13850771,-0.04570176,AL,16
-0.28240148,-0.02396679,AL,16
-0.23712643, 0.00504017,AL,16
 0.13585605,-0.05473111,AL,16
-0.30795676,-0.04125126,AL,16
 0.19410218,-0.03918633,AL,16
-0.22916570,-0.28195186,AL,16
 0.14020187,-0.11977925,AL,16
-0.26667808,-0.07633733,AL,16
-0.05054466,-0.08040908,AL,16
 0.06973530,-0.05018154,AL,16
 0.02129729, 0.01709361,AL,16
-0.17191131, 0.07652063,AL,16
-0.16345600, 0.09471735,AL,16
-0.22729542,-0.12904534,AL,16
-0.30650939,-0.11102824,AL,16
 0.03310955,-0.01758534,AL,16
-0.32293027, 0.11475617,AL,16
-0.25814369, 0.11654051,AL,16
 0.04615194,-0.02850729,AL,16
-0.27292916,-0.09869836,AL,16
 0.05741612, 0.03975692,AL,16
-0.10927548, 0.03888254,AL,16
-0.05825459,-0.09054209,AL,16
-0.11133812,-0.03954983,AL,16
-0.04925408,-0.11553642,AL,16
-0.27011841,-0.24097645,AL,16
-0.05404766,-0.03057122,AL,16
 0.04379637, 0.00433762,AL,16
 0.23894629,-0.10514185,AL,16
 0.09256537,-0.02499751,AL,16
 0.20110479,-0.03766280,AL,16
 0.07799473,-0.24627461,AL,16
 0.22610262,-0.05724322,AL,16
 0.03415621,-0.10053304,AL,16
 0.15741982,-0.05252075,AL,16
-0.12261511, 0.01068333,AL,16
-0.12585200,-0.01004350,AL,16
 0.45778984,-0.08317448,AL,16
 0.05925575, 0.01636586,AL,16
-0.14786441,-0.12805627,AL,16
-0.07527140,-0.08553163,AL,16
-0.17440545,-0.08719349,AL,16
 0.23971909,-0.12767600,AL,16
 0.23034464,-0.09238527,AL,16
-0.33725296,-0.01942248,AL,16
 0.10399786,-0.07273413,AL,16
-0.28715151,-0.10434349,AL,16
 0.40640470,-0.10443674,AL,16
-0.23512558,-0.09051563,AL,16
-0.26516509,-0.06033727,AL,16
-0.27635781,-0.05892574,AL,16
 0.05327874, 0.04421627,AL,16
 0.06016304,-0.09658278,AL,16
 0.02711016,-0.13041367,AL,16
-0.19095458,-0.14443879,AL,16
 0.02437719,-0.27315649,AL,16
-0.23525105,-0.11684903,AL,16
-0.07206050, 0.06376279,AL,16
-0.16982934, 0.01963866,AL,16
-0.27011310, 0.08369517,AL,16
-0.30412830, 0.10054985,AL,16
-0.20577206, 0.15770418,AL,16
 0.04677122,-0.05587310,AL,16
 0.01587765, 0.01879048,AL,16
-0.12645170,-0.07989064,AL,16
 0.09173297,-0.04094772,AL,16
 0.09231523,-0.08978162,AL,16
 0.13560443,-0.12313094,AL,16
 0.01452981,-0.05179874,AL,16
-0.33311439,-0.16844948,AL,16
-0.31422733,-0.07882957,AL,16
-0.15894133,-0.05886352,AL,16
-0.31745031,-0.03546579,AL,16
 0.09904617,-0.05821976,AL,16
-0.25265659,-0.06644631,AL,16
-0.06245308,-0.00712841,AL,16
-0.13208653, 0.04151121,AL,16
-0.08558339, 0.11469282,AL,16
-0.29338203,-0.22437339,AL,16
-0.03656710,-0.00266951,AL,16
 0.23931949,-0.04522493,AL,16
 0.05274750,-0.03211258,AL,16
-0.12534035,-0.05064672,AL,16
-0.03509717,-0.03292839,AL,16
-0.20037053, 0.11194098,AL,16
 0.10822453,-0.28653907,AL,16
 0.06189974, 0.02603896,AL,16
-0.14519830, 0.08201321,AL,16
-0.27086370,-0.00155572,AL,16
 0.17521877,-0.08978892,AL,16
-0.19195218, 0.21586059,AL,16
-0.09903686, 0.00480567,AL,16
-0.29397776,-0.02843084,AL,16
-0.16806090, 0.01444616,AL,16
-0.09606863, 0.01209465,AL,16
 0.01919107, 0.13099994,1D,10
-0.15120656, 0.18209856,1D,10
-0.00730011, 0.07876692,1D,10
 0.15338466, 0.05897594,1D,10
-0.17083513, 0.00408200,1D,10
 0.13658775, 0.10526857,1D,10
-0.13554344, 0.06030857,1D,10
-0.24371966,-0.04720616,1D,10
 0.18756161,-0.05196095,1D,10
 0.09705583, 0.05238407,1D,10
-0.07928034, 0.08347411,1D,10
 0.27258987, 0.01939021,1D,10
-0.05264714,-0.03997877,1D,10
-0.23918199, 0.04709852,1D,10
-0.18245175, 0.04057502,1D,10
-0.13457050, 0.06959212,1D,10
-0.14645992, 0.05729438,1D,10
-0.18765779,-0.02884276,1D,10
-0.27986309, 0.04340388,1D,10
-0.31115233, 0.09926266,1D,10
-0.05158297,-0.05900349,1D,10
 0.05145156,-0.02971387,1D,10
-0.09027331,-0.15409242,1D,10
-0.02885986, 0.03204965,1D,10
-0.01269672,-0.08832946,1D,10
 0.03628355, 0.01780791,1D,10
 0.05618316,-0.09609048,1D,10
-0.01214857,-0.07021931,1D,10
 0.05694985,-0.11231726,1D,10
 0.10654630,-0.06699465,1D,10
 0.11096449,-0.03932185,1D,10
 0.19033384,-0.08041272,1D,10
-0.01127965,-0.10196349,1D,10
-0.13792209,-0.04139682,1D,10
 0.06003604, 0.03243565,1D,10
 0.02776836, 0.02645370,1D,10
-0.03260012,-0.01635437,1D,10
-0.11541085, 0.03387034,1D,10
 0.07943587,-0.09787568,1D,10
-0.26559202, 0.07236963,1D,10
-0.24345207, 0.05604803,1D,10
-0.17869083, 0.05036723,1D,10
-0.08129795,-0.07245180,1D,10
 0.08588744,-0.02906337,1D,10
-0.14081167,-0.09910761,1D,10
 0.25913433,-0.10401386,1D,10
 0.41751319,-0.09254531,1D,10
-0.12466550,-0.02288017,1D,10
 0.00604325, 0.07814290,1D,10
 0.04988441,-0.04851967,1D,10
 0.15091093,-0.02720151,1D,10
 0.16293672, 0.00092718,1D,10
-0.12945568, 0.09760769,1D,10
 0.22440039,-0.12038907,1D,10
-0.04033770, 0.03767602,1D,10
-0.17413113,-0.00685961,1D,10
 0.08892180, 0.07388851,1D,10
 0.20127837, 0.07607087,1D,10
-0.05250346,-0.06796370,1D,10
-0.16334598,-0.06538225,1D,10
 0.20560109, 0.04994395,1D,10
 0.05841698, 0.10142506,1D,10
 0.13031301, 0.12782565,1D,10
-0.06961180, 0.14299644,1D,10
-0.01296038, 0.07161704,1D,10
-0.03721240, 0.15746556,1D,10
-0.12814817, 0.01818386,1D,10
 0.26190143,-0.04490988,1D,10
-0.28205288, 0.03997275,1D,10
-0.19068345, 0.08498693,1D,10
-0.05655302,-0.00052951,1D,10
-0.09177118,-0.02466673,1D,10
-0.18924923,-0.04483273,1D,10
-0.35852975,-0.04356560,1D,10
-0.08883344, 0.06948550,1D,10
-0.16426481,-0.03507684,1D,10
-0.07639400, 0.02985245,1D,10
 0.15163172, 0.03610193,1D,10
-0.13458365, 0.03173236,1D,10
 0.20277819,-0.00854660,1D,10
-0.18837537,-0.01549911,1D,10
-0.03954551,-0.13139346,1D,10
-0.13612070,-0.01635744,1D,10
 0.05844118, 0.07481196,1D,10
-0.13312233, 0.12617755,1D,10
-0.08410240,-0.20139673,1D,10
-0.15009614,-0.11302353,1D,10
-0.05489683, 0.15891924,1D,10
-0.29017490,-0.03993935,1D,10
-0.03035223,-0.09235703,1D,10
-0.17354955, 0.12620776,1D,10
-0.31184322,-0.16163526,1D,10
-0.14291390,-0.13373733,1D,10
 0.23359421,-0.02466483,1D,10
-0.19933728, 0.07185538,1D,10
-0.18288874,-0.03455790,20,10
-0.07870921, 0.04594951,20,10
 0.14246167,-0.02368847,20,10
-0.07450114,-0.17476518,20,10
-0.01174656, 0.01661896,20,10
 0.17274856,-0.08678583,20,10
-0.29551256,-0.05599718,20,10
-0.23119461, 0.01709878,20,10
-0.21636943, 0.04725778,20,10
-0.30570802,-0.06911063,20,10
-0.17538933,-0.03190912,20,10
-0.04733996, 0.07881374,20,10
-0.29948493,-0.18053223,20,10
-0.10047034,-0.04702599,20,10
 0.05856433,-0.06556557,20,10
-0.28487260,-0.06030948,20,10
 0.05234698,-0.03202773,20,10
-0.26683806, 0.10641862,20,10
-0.06563054,-0.14084110,20,10
-0.15618132,-0.11720849,20,10
-0.18971984,-0.03690579,20,10
 0.12393299,-0.06690584,20,10
-0.21818247,-0.00020333,20,10
-0.19365470, 0.12851080,20,10
-0.24269404,-0.03240566,20,10
-0.21927836, 0.02197276,20,10
-0.14730818, 0.01966622,20,10
 0.14512531,-0.06563276,20,10
-0.33678529, 0.02659086,20,10
 0.12937061, 0.01182038,20,10
 0.01915591, 0.07804241,20,10
 0.04940646,-0.06240873,20,10
 0.15510330,-0.06820372,20,10
-0.06031992,-0.00483249,20,10
-0.15972060,-0.09379115,20,10
 0.01826390, 0.06739320,20,10
 0.13013875,-0.07869324,20,10
-0.10084972,-0.12427460,20,10
-0.17954337,-0.03102031,20,10
 0.05205401,-0.00663038,20,10
-0.30568553, 0.00100367,20,10
-0.10646454,-0.09775167,20,10
 0.19589179,-0.04174716,20,10
 0.15387342,-0.03243731,20,10
 0.03351421,-0.09808588,20,10
 0.02128927, 0.06721472,20,10
 0.23821491,-0.09495051,20,10
-0.10889581, 0.01528465,20,10
-0.01161058, 0.04772424,20,10
 0.00297136, 0.04541183,20,10
-0.00119862, 0.00105778,20,10
-0.03123838, 0.02441358,20,10
-0.05795992,-0.02574673,20,10
 0.03846044,-0.00969393,20,10
-0.11035473,-0.02365012,20,10
 0.11841544,-0.08555121,20,10
 0.06885954,-0.12722723,20,10
-0.20577440,-0.07455742,20,10
 0.12537033,-0.02104382,20,10
 0.11378532,-0.18022198,20,10
-0.02027458,-0.11752105,20,10
-0.03686983,-0.13383111,20,10
-0.21331464,-0.15425596,20,10
 0.00660571,-0.07296654,20,10
 0.31390622,-0.11600815,20,10
-0.03478797,-0.07783879,20,10
-0.08964406,-0.09919778,20,10
-0.20639989,-0.16307486,20,10
-0.28173403,-0.04602967,20,10
 0.06923003,-0.11211117,20,10
-0.00460577, 0.06461669,20,10
-0.08858022,-0.07137319,20,10
-0.03918411,-0.00161063,20,10
-0.32562300, 0.01830592,20,10
-0.29132379,-0.04364297,20,10
-0.21580117,-0.20189604,20,10
-0.29808946, 0.09742703,20,10
 0.12022161,-0.09044933,20,10
 0.27488256,-0.10927675,20,10
-0.25337170,-0.01519761,20,10
-0.08986214, 0.08835650,20,10
 0.17631592, 0.01268201,20,10
-0.01758026,-0.06689437,20,10
-0.11558029,-0.11917687,20,10
 0.03119850, 0.01374965,20,10
 0.08108343,-0.15170535,20,10
-0.09945086, 0.13214223,20,10
 0.30004746,-0.04063445,20,10
-0.27510008, 0.07053055,20,10
-0.23495304,-0.05796352,20,10
 0.06530258, 0.03809113,20,10
 0.05475329,-0.05598616,20,10
 0.27928869,-0.05630681,20,10
-0.00180452, 0.14186582,20,10
-0.17344879, 0.10729827,20,10
-0.01367050, 0.02572280,20,10
 0.01081149, 0.10514825,20,10
 0.14436384, 0.00813220,20,10
 0.07091977,-0.10297556,20,10
 0.15176436,-0.00930817,20,10
-0.03811413, 0.04655226,20,10
-0.13876513, 0.15394763,20,10
-0.06568440,-0.04571838,20,10
 0.22876975, 0.03640213,20,10
 0.29041904,-0.01577175,20,10
-0.15962230,-0.06456485,20,10
-0.06684546, 0.12700001,20,10
 0.11012803, 0.02169070,20,10
 0.13913513,-0.00625921,20,10
-0.00076236, 0.10788262,20,10
 0.22511327,-0.03759736,20,10
-0.09534656, 0.00780756,20,10
 0.16672751,-0.05225886,20,10
 0.08428964, 0.13219680,20,10
 0.23800469, 0.03074748,20,10
 0.26450555,-0.00223866,20,10
 0.01734216, 0.08454552,20,10
-0.02936329, 0.01053710,20,10
 0.04354155, 0.17432967,2D,10
 0.02446626, 0.18876479,2D,10
-0.05175175, 0.03204073,2D,10
 0.16374570, 0.14058617,2D,10
 0.13137355,-0.02907923,2D,10
 0.01515937,-0.05106516,2D,10
 0.11732826, 0.08080784,2D,10
 0.18392170, 0.03584452,2D,10
 0.18702883, 0.03559309,2D,10
 0.18890596, 0.09038995,2D,10
 0.15192019, 0.09400025,2D,10
-0.08586259, 0.17652703,2D,10
 0.08411663, 0.03735456,2D,10
-0.11553412, 0.07488090,2D,10
 0.16816381, 0.12409234,2D,10
-0.28352653, 0.03593219,2D,10
-0.28217452, 0.11688914,2D,10
-0.14772671, 0.26452668,2D,10
 0.04488735, 0.16062105,2D,10
 0.04028630, 0.00485338,2D,10
 0.14358179, 0.13306670,2D,10
-0.23021501, 0.17101840,2D,10
-0.18943264,-0.07504514,2D,10
 0.04362369,-0.10042678,2D,10
 0.24095042,-0.04224316,2D,10
-0.05056110, 0.02182576,2D,10
-0.33035078, 0.01597748,2D,10
 0.15825006,-0.06202220,2D,10
 0.06961405,-0.05336952,2D,10
-0.02950911,-0.01260650,2D,10
-0.01771883, 0.01996128,2D,10
-0.14618869,-0.04992950,2D,10
-0.13150559, 0.01690225,2D,10
-0.28931525, 0.10106552,2D,10
-0.25614730, 0.02437470,2D,10
-0.32154315,-0.07877119,2D,10
 0.08814634, 0.06277490,2D,10
 0.09548176,-0.13132087,2D,10
-0.18654034,-0.07560849,2D,10
-0.30392422, 0.02816294,2D,10
-0.19091713, 0.08061739,2D,10
-0.24609204, 0.09981239,2D,10
 0.20718439, 0.03314310,2D,10
 0.30641662,-0.09253161,2D,10
 0.18726427,-0.00601195,2D,10
 0.05959486, 0.04625130,2D,10
-0.20580313,-0.03126062,2D,10
-0.22416680, 0.15082745,2D,10
 0.28175322,-0.07491855,2D,10
 0.10179746, 0.14534952,2D,10
 0.00090568, 0.03405358,2D,10
-0.03681344,-0.00406343,2D,10
 0.12771074, 0.01477418,2D,10
 0.28327535,-0.09351876,2D,10
-0.26566424,-0.03320927,2D,10
 0.04086081, 0.00993498,2D,10
 0.17078956, 0.03725372,2D,10
-0.24961974, 0.00649185,2D,10
-0.23033781, 0.00173272,2D,10
-0.13299781, 0.16453183,2D,10
 0.09541594, 0.05739420,2D,10
-0.13272144, 0.13745250,2D,10
 0.20008403, 0.00550821,2D,10
 0.24888010,-0.02336207,2D,10
-0.18562482, 0.04441283,2D,10
 0.12242387, 0.09084067,2D,10
-0.04917321, 0.09720307,2D,10
 0.25192988,-0.03626391,2D,10
-0.00503690, 0.03467286,2D,10
 0.20256109,-0.04183923,2D,10
 0.00118686, 0.02507599,2D,10
-0.06209315,-0.08658573,2D,10
 0.14436121, 0.05421214,2D,10
 0.10278175, 0.07967888,2D,10
-0.05675175, 0.10645585,2D,10
-0.22026267, 0.12190402,2D,10
 0.11195329,-0.01188995,2D,10
-0.15752634, 0.06053953,2D,10
 0.20538081, 0.02264169,2D,10
 0.02341131, 0.05286981,2D,10
 0.06199686, 0.01692547,2D,10
 0.00094522, 0.01809774,2D,10
 0.13512874, 0.08936196,2D,10
 0.16019557, 0.12831388,2D,10
 0.07368436, 0.01869683,2D,10
-0.04774791, 0.03007315,2D,10
-0.05203390, 0.12667537,2D,10
 0.09174769, 0.17000400,2D,10
 0.13579609, 0.12645262,2D,10
-0.05439743,-0.12914284,2D,10
-0.17423431,-0.16997996,2D,10
-0.16772080,-0.01317521,2D,10
-0.16683489, 0.09351118,2D,10
 0.02209434,-0.16222830,2D,10
-0.27663705,-0.08211010,2D,10
 0.26974087,-0.09928760,2D,10
 0.38379414,-0.12751974,2D,10
-0.06810389, 0.17800819,2D,10
 0.15120934, 0.10374445,2D,10
 0.01342102, 0.16196884,2D,10
 0.10328013, 0.18792738,2D,10
 0.12557285, 0.11974211,2D,10
 0.04894236, 0.13142005,2D,10
 0.14165041, 0.05801742,40,10
 0.05294661, 0.07203901,40,10
-0.25680597, 0.05008313,40,10
-0.20570327,-0.06181794,40,10
 0.34692250,-0.10676357,40,10
 0.21726023,-0.02868861,40,10
-0.08760353, 0.09140517,40,10
 0.06549334, 0.06313200,40,10
 0.15218323, 0.06855968,40,10
 0.07655653, 0.11279540,40,10
 0.07501198, 0.03823268,40,10
 0.28610251, 0.00347278,40,10
-0.00087686, 0.08216226,40,10
-0.06477370, 0.11267635,40,10
 0.02316163, 0.01472305,40,10
 0.14125410,-0.00834223,40,10
 0.02867715, 0.05999633,40,10
-0.05145247, 0.06505424,40,10
 0.05260169, 0.05246313,40,10
 0.12706053, 0.02274092,40,10
-0.04613958, 0.17101094,40,10
 0.07850399, 0.03005846,40,10
-0.22948753, 0.12868858,40,10
 0.09559494, 0.02401031,40,10
 0.02986025, 0.00486929,40,10
-0.10916580, 0.08973469,40,10
 0.09274093,-0.03848214,40,10
 0.24327175,-0.05025430,40,10
 0.32500881,-0.10660619,40,10
-0.08345957,-0.08612758,40,10
-0.16232088, 0.19012540,40,10
 0.00782395, 0.05442186,40,10
-0.09093010, 0.09242812,40,10
 0.10107011, 0.12174681,40,10
 0.30183943,-0.06131915,40,10
 0.15609627, 0.01847130,40,10
-0.04159728, 0.04955774,40,10
-0.17533733, 0.06390086,40,10
 0.11716150, 0.00367927,40,10
 0.13673337, 0.03971438,40,10
-0.15176742, 0.10953886,40,10
 0.27833875,-0.00300183,40,10
 0.03865165, 0.07657523,40,10
 0.15015872, 0.05377085,40,10
-0.04018757, 0.08789907,40,10
-0.16468389, 0.02293951,40,10
 0.00295601, 0.06535609,40,10
-0.13243713, 0.02023605,40,10
 0.29760975,-0.08195919,40,10
 0.05964870, 0.02359143,40,10
-0.00946541, 0.01909787,40,10
-0.07724574,-0.00040947,40,10
 0.22260486,-0.01237121,40,10
 0.09111002, 0.02380145,40,10
 0.14023540,-0.06868820,40,10
 0.13178983,-0.05471672,40,10
 0.09817019, 0.04053988,40,10
 0.28536333, 0.01919921,40,10
 0.20189742,-0.04885468,40,10
 0.23580168,-0.01193870,40,10
-0.03843292, 0.09145757,40,10
 0.14293897, 0.07410459,40,10
-0.03270719, 0.07297944,40,10
 0.07726041, 0.00075124,40,10
-0.01684918, 0.06612248,40,10
 0.39008090,-0.02624550,40,10
 0.23235373, 0.00011144,40,10
 0.18223962, 0.01056287,40,10
 0.15796709, 0.04396976,40,10
 0.14978502, 0.07256731,40,10
 0.33106640, 0.02539265,40,10
 0.17525494, 0.02882586,40,10
 0.18545678, 0.02359436,40,10
 0.40585646,-0.03613986,40,10
 0.41144670,-0.06029203,40,10
-0.09087671, 0.13616651,40,10
 0.29282635,-0.02803776,40,10
 0.30253260,-0.04805485,40,10
 0.00195804, 0.07600715,40,10
 0.27918790, 0.00585879,40,10
 0.05090595,-0.05363314,40,10
-0.12305499, 0.05983415,40,10
 0.05085569, 0.01995020,40,10
 0.25005313, 0.02261505,40,10
 0.29784136,-0.02683987,40,10
 0.40064485,-0.02313494,40,10
 0.19864465, 0.00861652,40,10
 0.20485471, 0.05666808,40,10
 0.09879213, 0.13176178,40,10
 0.02127173, 0.09857429,40,10
 0.31927180,-0.07376012,40,10
-0.22921388, 0.08911220,AL,10
-0.26772973,-0.02636402,AL,10
-0.06184892,-0.04277028,AL,10
 0.34340507,-0.10642682,AL,10
-0.05925449, 0.02641557,AL,10
-0.20795484, 0.07631183,AL,10
-0.33769306,-0.03863290,AL,10
-0.22529854,-0.13336489,AL,10
-0.11877881, 0.03666612,AL,10
 0.02389329,-0.11267961,AL,10
-0.31449659,-0.03914739,AL,10
-0.25779196,-0.07144153,AL,10
 0.25452491,-0.12612244,AL,10
-0.24784231,-0.15312228,AL,10
-0.11147485, 0.17800862,AL,10
-0.26543774,-0.03956848,AL,10
-0.05243510, 0.04238118,AL,10
-0.10829267,-0.11046068,AL,10
-0.33283502,-0.10088280,AL,10
-0.15606760, 0.06890776,AL,10
-0.21998952, 0.08562582,AL,10
-0.28994240, 0.00215560,AL,10
-0.35202664,-0.05080847,AL,10
-0.11575946,-0.04993765,AL,10
-0.28143055, 0.02523174,AL,10
-0.33510505,-0.01639372,AL,10
-0.06284419, 0.00823006,AL,10
 0.16627205,-0.05357702,AL,10
-0.33318567,-0.10239890,AL,10
-0.29540209,-0.12596798,AL,10
-0.25320683,-0.05256611,AL,10
-0.33931917,-0.08475172,AL,10
-0.25511979,-0.08761385,AL,10
-0.16628650,-0.10708342,AL,10
-0.31707563,-0.01962998,AL,10
 0.16949479,-0.01956589,AL,10
-0.22837816,-0.13119016,AL,10
-0.08192413,-0.03993991,AL,10
-0.20680848, 0.06308646,AL,10
-0.32797292,-0.10533647,AL,10
-0.00417429,-0.08104818,AL,10
-0.28379569, 0.01678568,AL,10
-0.15665180, 0.01843741,AL,10
-0.19111988, 0.03835431,AL,10
-0.29114597, 0.06869057,AL,10
-0.32550640,-0.08050667,AL,10
 0.07597188,-0.00894415,AL,10
-0.02255416,-0.06722480,AL,10
 0.11037801,-0.15779446,AL,10
-0.09997721, 0.00591395,AL,10
-0.14733427,-0.11950284,AL,10
