actual.age.approx.months,pred.age.months,is.AL
 4.608295, 9.298434,TRUE
 4.608295, 8.090138,TRUE
15.898618,19.459325,TRUE
 4.608295, 7.963161,TRUE
15.898618,20.312182,TRUE
22.119816,22.018770,TRUE
 4.608295, 7.712121,TRUE
15.898618,17.592595,TRUE
 4.838710, 8.927879,TRUE
10.138249, 7.733394,TRUE
15.668203,18.228546,TRUE
10.138249,10.280383,TRUE
15.668203,18.058704,TRUE
21.889401,21.717374,TRUE
 4.838710, 8.240309,TRUE
10.138249, 9.602586,TRUE
15.668203,16.929311,TRUE
10.138249,11.283209,TRUE
15.668203,20.383507,TRUE
21.889401,19.764487,TRUE
27.649770,20.667320,TRUE
15.668203,16.401893,TRUE
21.889401,18.926608,TRUE
 4.838710, 8.164908,TRUE
10.138249, 8.912682,TRUE
15.668203,17.448361,TRUE
 4.838710, 8.686853,TRUE
10.138249, 9.063654,TRUE
15.668203,19.896908,TRUE
21.889401,19.065419,TRUE
27.649770,19.897841,TRUE
 4.838710,10.175312,TRUE
10.138249,10.433891,TRUE
21.889401,22.683357,TRUE
 4.838710, 8.418316,TRUE
10.138249, 8.564641,TRUE
 4.838710, 9.046629,TRUE
15.668203,10.272511,TRUE
 4.838710, 8.105145,TRUE
15.668203,13.205406,TRUE
21.889401,18.061071,TRUE
 4.838710, 9.329800,TRUE
15.668203,13.175012,TRUE
21.889401,19.649873,TRUE
 4.838710, 8.681314,TRUE
15.668203,12.874069,TRUE
21.889401,22.228601,TRUE
27.649770,23.912982,TRUE
15.668203,10.077748,TRUE
27.649770,24.800926,TRUE
 4.838710, 7.403164,TRUE
15.668203,11.775352,TRUE
21.889401,20.135218,TRUE
 4.838710, 7.204997,TRUE
15.668203,10.411899,TRUE
21.889401,19.672419,TRUE
22.119816,21.623689,TRUE
 5.069124, 8.251717,TRUE
 5.069124, 8.434429,TRUE
15.898618,18.697560,TRUE
22.119816,20.238073,TRUE
 5.069124, 8.944918,TRUE
10.138249, 8.829593,TRUE
15.898618,20.239368,TRUE
22.119816,22.279279,TRUE
 5.069124, 8.787802,TRUE
15.898618,19.162666,TRUE
22.119816,16.902346,TRUE
 5.069124, 8.537115,TRUE
15.898618,17.185237,TRUE
 5.069124, 9.411583,TRUE
15.898618,18.778958,TRUE
22.119816,19.938773,TRUE
 5.069124, 8.400240,TRUE
 5.069124, 9.091238,TRUE
15.898618,21.525495,TRUE
22.119816,21.904288,TRUE
 5.069124, 7.484990,TRUE
15.898618,19.977574,TRUE
22.119816,22.147687,TRUE
27.880184,24.745633,TRUE
15.898618,19.198149,TRUE
22.119816,20.423561,TRUE
27.880184,22.261145,TRUE
10.138249, 7.211430,TRUE
15.898618,18.617155,TRUE
22.119816,20.913510,TRUE
15.898618,20.013954,TRUE
 5.069124, 6.950407,TRUE
15.898618,19.772002,TRUE
10.138249,17.383833,TRUE
15.898618,18.229790,TRUE
22.119816,20.052311,TRUE
 4.608295, 8.660704,TRUE
10.138249,20.219904,TRUE
15.898618,23.114150,TRUE
22.119816,23.976695,TRUE
27.880184,23.922690,TRUE
10.138249,20.715882,TRUE
15.898618,23.413478,TRUE
10.138249,17.825698,TRUE
15.898618,18.861218,TRUE
10.138249,21.100650,TRUE
15.898618,25.072604,TRUE
 4.608295, 6.024889,TRUE
10.138249,18.842295,TRUE
15.898618,21.539228,TRUE
22.119816,23.475915,TRUE
 4.608295,16.455866,TRUE
10.138249,21.098753,TRUE
15.898618,19.081231,TRUE
22.119816,23.123512,TRUE
 4.608295, 9.727735,TRUE
10.138249,18.021474,TRUE
15.898618,20.771501,TRUE
22.119816,20.569004,TRUE
10.138249,19.328275,TRUE
15.898618,20.888071,TRUE
22.119816,21.855777,TRUE
27.880184,24.663733,TRUE
 4.608295, 8.830820,TRUE
10.138249,12.530196,TRUE
15.898618,22.255401,TRUE
22.119816,22.521236,TRUE
27.880184,23.584793,TRUE
 4.608295, 8.308190,TRUE
10.138249,11.566039,TRUE
27.880184,24.088048,TRUE
 4.608295, 6.406790,TRUE
10.138249,12.837088,TRUE
15.898618,18.780782,TRUE
22.119816,17.183210,TRUE
 4.608295, 7.896202,TRUE
10.138249, 9.339005,TRUE
 4.608295, 9.017763,TRUE
10.138249,19.236452,TRUE
 4.608295, 7.994720,TRUE
10.138249,10.488047,TRUE
 4.608295, 7.009875,TRUE
10.138249,11.546217,TRUE
15.898618,18.327482,TRUE
22.119816,18.476498,TRUE
27.880184,21.906126,TRUE
 4.838710, 9.999088,TRUE
15.898618,18.702744,TRUE
22.119816,22.075449,TRUE
15.898618,20.010057,TRUE
22.119816,21.294478,TRUE
27.649770,20.985905,TRUE
 4.838710, 7.700820,TRUE
15.898618,21.989627,TRUE
10.138249,10.369200,TRUE
15.898618,18.784399,TRUE
22.119816,23.013504,TRUE
27.649770,23.495291,TRUE
 4.838710,15.363847,TRUE
10.138249,10.934368,TRUE
15.898618,19.083830,TRUE
22.119816,21.824425,TRUE
27.649770,22.716463,TRUE
10.138249, 9.924482,TRUE
15.898618,18.486644,TRUE
22.119816,23.971847,TRUE
27.649770,22.657978,TRUE
 4.838710,17.227873,TRUE
 4.838710, 9.659829,TRUE
10.138249,12.441677,TRUE
15.898618,19.497348,TRUE
 4.838710,19.301606,TRUE
10.138249,10.972250,TRUE
15.898618,19.898326,TRUE
22.119816,21.120286,TRUE
27.649770,23.413635,TRUE
 4.838710,18.187055,TRUE
10.138249,10.548327,TRUE
22.119816,21.156826,TRUE
 4.838710,12.421167,TRUE
 4.838710, 6.809655,TRUE
10.138249,12.008735,TRUE
15.898618,18.950207,TRUE
22.119816,19.705800,TRUE
27.649770,21.712940,TRUE
 4.838710, 7.350708,TRUE
10.138249,11.197235,TRUE
 4.838710, 7.100996,TRUE
10.138249,11.289197,TRUE
15.898618,18.213840,TRUE
22.119816,20.963188,TRUE
 4.838710, 9.649821,TRUE
10.138249,10.004269,TRUE
15.898618,19.341868,TRUE
22.119816,18.519896,TRUE
27.649770,22.199605,TRUE
 4.838710,10.270020,TRUE
 4.838710,11.254415,TRUE
10.138249,11.859907,TRUE
15.898618,19.318474,TRUE
 4.838710, 8.160821,TRUE
15.898618,17.593466,TRUE
22.119816,12.702551,TRUE
 4.838710, 8.529346,TRUE
10.138249, 9.579071,TRUE
15.898618,17.824240,TRUE
 4.838710, 8.353992,TRUE
10.138249,11.723796,TRUE
15.898618,20.328383,TRUE
27.880184,14.499041,TRUE
 4.838710,10.164933,TRUE
10.138249,11.273571,TRUE
15.898618,12.608004,TRUE
22.119816,16.987496,TRUE
 4.838710, 9.324897,TRUE
 4.838710,11.026626,TRUE
10.138249,12.017389,TRUE
27.880184,25.037492,TRUE
 4.838710, 9.479615,TRUE
10.138249,12.738920,TRUE
15.898618,11.088097,TRUE
 4.838710,13.810370,TRUE
15.898618,14.985105,TRUE
10.138249,15.989367,TRUE
15.898618, 9.592286,TRUE
22.119816,20.327141,TRUE
 4.838710, 8.382649,TRUE
10.138249,11.409279,TRUE
15.898618,12.286952,TRUE
22.119816,19.521545,TRUE
27.880184,21.480807,TRUE
10.138249,10.956465,TRUE
15.898618,11.514568,TRUE
10.138249,11.754746,TRUE
15.898618,12.754743,TRUE
27.880184,18.372361,TRUE
 4.838710, 8.174072,TRUE
10.138249, 9.831247,TRUE
15.898618,10.444074,TRUE
27.880184,24.819619,TRUE
10.138249,12.179475,TRUE
15.898618,14.597046,TRUE
 4.838710, 8.137378,TRUE
10.138249,13.588844,TRUE
15.898618,14.987436,TRUE
22.119816,18.329577,TRUE
 4.838710, 8.863113,TRUE
 4.838710,10.271625,TRUE
15.898618,21.107932,TRUE
22.119816,20.381738,TRUE
 4.838710, 8.988905,TRUE
15.898618,19.265523,TRUE
10.138249,10.307593,TRUE
15.898618,13.991872,TRUE
22.119816,17.981690,TRUE
15.898618,19.862680,TRUE
22.119816,19.566093,TRUE
 4.838710,10.849905,TRUE
 4.838710, 8.184135,TRUE
15.898618,19.180529,TRUE
10.138249,19.808841,TRUE
15.898618,22.015054,TRUE
22.119816,22.368610,TRUE
 4.838710,10.540276,TRUE
15.898618,19.649656,TRUE
 4.838710, 7.617018,TRUE
10.138249,17.412005,TRUE
10.138249,13.181141,TRUE
22.119816,21.519499,TRUE
10.138249,18.157117,TRUE
 4.838710,10.686325,TRUE
15.898618,20.956833,TRUE
 4.838710,12.504587,TRUE
 4.838710,10.033957,TRUE
15.898618,10.977465,TRUE
22.350230,14.007503,TRUE
 4.838710,13.708183,TRUE
10.138249,11.482258,TRUE
22.350230, 9.465619,TRUE
27.880184,11.479856,TRUE
 4.838710, 8.667396,TRUE
10.138249,10.450958,TRUE
10.138249,10.590188,TRUE
22.350230,14.240114,TRUE
 4.838710, 9.071956,TRUE
 4.838710,10.968686,TRUE
22.350230,11.229655,TRUE
 4.838710, 9.548256,TRUE
22.350230,12.120797,TRUE
 4.838710,10.143413,TRUE
 4.838710,10.279270,TRUE
10.138249,11.250490,TRUE
15.898618,13.508490,TRUE
 4.838710, 9.056649,TRUE
10.138249,10.308552,TRUE
 4.838710, 9.417814,TRUE
10.138249, 9.999569,TRUE
15.898618,10.326639,TRUE
 4.838710, 7.620430,TRUE
10.138249,11.026395,TRUE
15.898618,10.280677,TRUE
22.350230,12.815580,TRUE
27.880184,18.085956,TRUE
 4.838710, 9.415805,TRUE
10.138249, 9.907523,TRUE
15.898618,11.399687,TRUE
22.350230,19.316334,TRUE
27.880184,22.006744,TRUE
 4.838710, 8.332551,TRUE
15.898618, 9.355099,TRUE
 4.838710,10.186502,TRUE
10.138249,12.982042,TRUE
22.350230,21.658857,TRUE
27.880184,19.964626,TRUE
 4.838710,11.172064,TRUE
10.138249,10.748251,TRUE
15.898618,12.188745,TRUE
22.350230,19.544909,TRUE
 4.838710, 8.408540,TRUE
15.898618,24.199659,TRUE
22.119816,25.491276,TRUE
 4.838710, 8.955916,TRUE
 4.838710, 8.151229,TRUE
15.898618,19.910276,TRUE
22.119816,22.885247,TRUE
28.110599,23.059633,TRUE
 4.838710, 8.058422,TRUE
15.898618,23.083909,TRUE
22.119816,24.099301,TRUE
28.110599,24.424144,TRUE
 4.838710, 9.036015,TRUE
15.898618,19.555272,TRUE
22.119816,22.700255,TRUE
28.110599,23.347548,TRUE
 4.838710, 8.332826,TRUE
15.898618,23.094016,TRUE
 4.838710, 7.973392,TRUE
15.898618,21.916017,TRUE
 4.838710, 8.182147,TRUE
15.898618,17.685416,TRUE
22.119816,21.125276,TRUE
28.110599,18.246183,TRUE
 4.838710, 8.587974,TRUE
15.898618,13.242083,TRUE
22.119816,18.084657,TRUE
28.110599,20.522948,TRUE
 4.838710,10.195277,TRUE
15.898618,18.811064,TRUE
 4.838710, 8.459425,TRUE
 4.838710, 9.677361,TRUE
28.110599,26.357366,TRUE
 4.838710,10.240057,TRUE
15.898618,17.481187,TRUE
 4.838710, 8.631458,TRUE
10.138249,15.992950,TRUE
 4.838710,10.016305,TRUE
10.138249,19.132709,TRUE
10.138249,18.360253,FALSE
15.898618,18.854985,FALSE
22.350230,19.831490,FALSE
10.138249,11.827281,FALSE
15.898618,20.473971,FALSE
22.350230,19.368172,FALSE
10.138249,15.478072,FALSE
15.898618,13.553011,FALSE
22.350230,20.337865,FALSE
27.880184,23.799685,FALSE
10.138249,19.101152,FALSE
15.898618,20.150906,FALSE
10.138249,17.460430,FALSE
15.898618,17.074086,FALSE
10.138249,20.635637,FALSE
15.898618,18.540023,FALSE
10.138249,10.626183,FALSE
10.138249, 9.756252,FALSE
15.898618,17.952942,FALSE
22.350230,18.005184,FALSE
27.880184,20.666382,FALSE
10.138249,11.028702,FALSE
15.898618,20.504654,FALSE
27.880184,20.930084,FALSE
10.138249,10.349178,FALSE
15.898618,20.416045,FALSE
10.138249, 9.577412,FALSE
15.898618,20.796751,FALSE
22.350230,21.970937,FALSE
10.138249,15.669708,FALSE
15.898618,20.323126,FALSE
22.350230,20.597120,FALSE
27.880184,22.981198,FALSE
10.138249,10.485576,FALSE
15.898618,19.351613,FALSE
 9.907834, 9.655492,FALSE
15.898618,18.231459,FALSE
22.350230,21.216720,FALSE
15.898618,19.143318,FALSE
22.350230,12.407519,FALSE
15.898618,19.138687,FALSE
22.350230,21.189455,FALSE
27.880184,22.800883,FALSE
 9.907834, 9.546444,FALSE
15.898618,18.672481,FALSE
15.898618,18.884585,FALSE
22.350230,21.498195,FALSE
27.880184,22.333886,FALSE
 9.907834, 8.902104,FALSE
27.880184,22.245315,FALSE
 9.907834,10.248472,FALSE
15.898618,19.393118,FALSE
22.350230,21.360806,FALSE
27.880184,20.134178,FALSE
 9.907834, 9.861982,FALSE
15.898618,19.941659,FALSE
22.350230,20.943856,FALSE
27.880184,20.644608,FALSE
 9.907834, 9.866275,FALSE
15.898618,16.610806,FALSE
22.350230,22.432788,FALSE
 9.907834, 9.592773,FALSE
15.898618,17.112650,FALSE
22.350230,18.114186,FALSE
 9.907834, 9.328180,FALSE
15.898618,16.784770,FALSE
22.350230,14.418349,FALSE
15.898618,19.018487,FALSE
27.880184,19.320998,FALSE
 9.907834, 7.956874,FALSE
15.898618,17.647127,FALSE
22.350230,20.967258,FALSE
 5.299539, 8.869962,FALSE
 5.299539, 8.739954,FALSE
10.138249, 8.460753,FALSE
15.898618,19.853180,FALSE
22.119816,20.148963,FALSE
 5.299539, 7.630576,FALSE
10.138249, 8.297688,FALSE
15.898618,18.991045,FALSE
22.119816,22.090983,FALSE
 5.299539, 9.012258,FALSE
10.138249, 8.999816,FALSE
15.898618,18.683026,FALSE
22.119816,21.832588,FALSE
27.880184,20.699447,FALSE
 5.299539, 9.542389,FALSE
10.138249, 7.589624,FALSE
15.898618,18.957704,FALSE
22.119816,23.606613,FALSE
27.880184,21.029547,FALSE
10.138249, 9.645906,FALSE
15.898618,19.219155,FALSE
22.119816,23.096790,FALSE
27.880184,19.918587,FALSE
 5.299539, 7.522634,FALSE
10.138249, 7.812020,FALSE
15.898618,16.906728,FALSE
22.119816,18.037296,FALSE
27.880184,20.490853,FALSE
 5.299539, 9.314324,FALSE
10.138249, 7.605023,FALSE
15.898618,18.686290,FALSE
 5.299539, 8.566052,FALSE
10.138249, 8.898472,FALSE
15.898618,17.574862,FALSE
 5.299539, 8.490591,FALSE
10.138249, 8.928679,FALSE
15.898618,19.089101,FALSE
22.119816,22.140753,FALSE
27.880184,23.298648,FALSE
 5.299539, 9.879040,FALSE
10.138249, 8.844078,FALSE
15.898618,17.714094,FALSE
22.119816,15.387949,FALSE
27.880184,14.142081,FALSE
 5.299539, 9.544032,FALSE
15.898618,20.151682,FALSE
22.119816,24.135376,FALSE
27.880184,22.845515,FALSE
 5.299539, 8.692389,FALSE
10.138249, 9.496805,FALSE
 5.299539,10.341544,FALSE
22.119816,22.350937,FALSE
27.880184,13.816767,FALSE
 5.299539, 8.583940,FALSE
10.138249, 8.286528,FALSE
15.898618,19.677642,FALSE
22.119816,21.775707,FALSE
 4.608295, 8.786728,FALSE
15.898618,17.166352,FALSE
22.119816,21.321068,FALSE
 4.608295, 8.115561,FALSE
10.138249,11.745684,FALSE
22.119816,23.901390,FALSE
 4.608295, 8.776651,FALSE
15.898618,19.242043,FALSE
27.880184,23.069455,FALSE
 4.608295, 8.020031,FALSE
15.898618,19.138794,FALSE
22.119816,21.400369,FALSE
22.119816,19.108226,FALSE
 4.608295, 7.757366,FALSE
22.119816,19.791091,FALSE
27.880184,21.905929,FALSE
 4.608295, 7.979631,FALSE
22.119816,20.285553,FALSE
27.880184,21.543226,FALSE
 4.608295, 9.573756,FALSE
22.119816,24.174002,FALSE
27.880184,26.123057,FALSE
 4.608295, 8.528487,FALSE
22.119816,18.288088,FALSE
 4.608295, 8.492458,FALSE
22.119816,20.465806,FALSE
27.880184,22.847596,FALSE
22.119816,20.626521,FALSE
27.880184,22.475799,FALSE
 4.608295, 9.012527,FALSE
22.119816,19.962035,FALSE
15.898618,18.844363,FALSE
22.119816,21.915661,FALSE
27.880184,22.889270,FALSE
 4.838710, 8.276736,FALSE
15.668203,16.531743,FALSE
21.889401,24.532112,FALSE
 4.838710, 8.698594,FALSE
15.668203,15.922619,FALSE
21.889401,20.441382,FALSE
27.649770,22.293095,FALSE
 4.838710, 7.294677,FALSE
15.668203,14.762888,FALSE
21.889401,19.796436,FALSE
15.668203,19.755054,FALSE
21.889401,20.550492,FALSE
15.668203,21.781528,FALSE
 4.838710, 7.635038,FALSE
15.668203,21.320983,FALSE
21.889401,22.487174,FALSE
 4.838710, 8.458710,FALSE
21.889401,20.016935,FALSE
27.649770,25.583502,FALSE
 4.838710, 7.609409,FALSE
15.668203,20.602235,FALSE
21.889401,23.469800,FALSE
 4.838710, 9.621567,FALSE
 4.838710, 7.964885,FALSE
15.668203,18.131121,FALSE
21.889401,20.428210,FALSE
 4.838710,11.129240,FALSE
10.138249,18.721014,FALSE
15.668203,21.498272,FALSE
21.889401,23.709962,FALSE
27.649770,23.226966,FALSE
 4.838710, 8.132512,FALSE
15.668203,21.507097,FALSE
 4.838710, 7.607381,FALSE
 4.838710, 8.743395,FALSE
 4.838710, 7.569462,FALSE
10.138249,11.135661,FALSE
15.668203,19.017849,FALSE
21.889401,21.434278,FALSE
 5.069124, 7.718994,FALSE
 5.069124, 7.044662,FALSE
15.898618,19.881167,FALSE
 5.069124, 9.077650,FALSE
15.898618,20.268994,FALSE
22.119816,20.743095,FALSE
27.880184,22.616329,FALSE
15.898618,22.959386,FALSE
 5.069124, 9.957005,FALSE
15.898618,23.913541,FALSE
 5.069124, 7.995269,FALSE
 5.069124, 8.100676,FALSE
15.898618,21.249846,FALSE
22.119816,21.103410,FALSE
 5.069124, 8.584616,FALSE
10.138249,16.740722,FALSE
15.898618,19.309171,FALSE
22.119816,20.671022,FALSE
27.880184,21.974547,FALSE
 5.069124, 7.674416,FALSE
10.138249,16.970399,FALSE
22.119816,18.706974,FALSE
27.880184,23.274201,FALSE
10.138249,18.295983,FALSE
15.898618,22.881275,FALSE
22.119816,20.497527,FALSE
27.880184,21.657972,FALSE
15.898618,18.431083,FALSE
22.119816,18.612435,FALSE
27.880184,22.717373,FALSE
10.138249,18.981190,FALSE
15.898618,22.037028,FALSE
27.880184,23.506029,FALSE
 5.069124, 7.657542,FALSE
10.138249,15.938564,FALSE
15.898618,17.667189,FALSE
22.119816,19.240407,FALSE
27.880184,24.893786,FALSE
10.138249,16.705138,FALSE
15.898618,18.389862,FALSE
 4.608295,10.096751,FALSE
10.138249,11.091321,FALSE
15.898618,18.448065,FALSE
22.119816,23.748141,FALSE
 4.608295, 9.105046,FALSE
10.138249,12.428786,FALSE
15.898618,22.095008,FALSE
22.119816,22.645998,FALSE
 4.608295, 8.235960,FALSE
10.138249,10.269101,FALSE
 4.608295, 9.866720,FALSE
10.138249,12.178280,FALSE
15.898618,20.739447,FALSE
 4.608295, 9.884670,FALSE
10.138249,14.396513,FALSE
15.898618,21.905868,FALSE
22.119816,20.683379,FALSE
27.880184,25.032849,FALSE
 4.608295, 9.081344,FALSE
22.119816,22.836605,FALSE
27.880184,23.141045,FALSE
 4.838710,10.689693,FALSE
10.138249,13.068733,FALSE
15.898618,20.313587,FALSE
22.119816,24.105860,FALSE
27.880184,21.835269,FALSE
 4.838710, 8.935054,FALSE
10.138249,12.103280,FALSE
22.119816,22.840945,FALSE
27.880184,22.422089,FALSE
 4.608295,13.104002,FALSE
10.138249,20.188464,FALSE
15.898618,21.863065,FALSE
 4.608295,12.851528,FALSE
10.138249,20.505968,FALSE
15.898618,24.010722,FALSE
22.119816,15.898310,FALSE
 4.608295, 9.804892,FALSE
 4.608295,11.188018,FALSE
15.898618,18.450084,FALSE
10.138249,19.576075,FALSE
15.898618,19.608356,FALSE
27.880184,23.681221,FALSE
 4.838710,13.012389,FALSE
10.138249,19.261475,FALSE
15.898618,18.179677,FALSE
22.119816,18.028464,FALSE
15.898618,22.609086,FALSE
27.880184,24.853003,FALSE
 4.838710, 7.288356,FALSE
10.138249,19.787005,FALSE
15.898618,26.432442,FALSE
 4.838710, 7.024724,FALSE
10.138249,19.484793,FALSE
15.898618,20.979155,FALSE
22.119816,24.021621,FALSE
27.649770,23.257849,FALSE
15.898618,23.945730,FALSE
10.138249,22.433971,FALSE
15.898618,22.794777,FALSE
22.119816,22.678740,FALSE
27.649770,23.241682,FALSE
 4.838710, 7.705991,FALSE
15.898618,22.930422,FALSE
27.649770,24.191175,FALSE
10.138249,26.059401,FALSE
15.898618,24.517197,FALSE
22.119816,25.548095,FALSE
27.649770,22.479654,FALSE
10.138249,19.252258,FALSE
22.119816,25.448449,FALSE
27.649770,24.423441,FALSE
 4.838710, 7.597988,FALSE
10.138249,13.512235,FALSE
15.898618,23.270530,FALSE
22.119816,24.522634,FALSE
27.649770,24.075853,FALSE
 4.838710,10.268994,FALSE
15.898618,22.151590,FALSE
22.119816,21.706536,FALSE
 4.838710, 9.980300,FALSE
10.138249,19.399547,FALSE
15.898618,24.444255,FALSE
22.119816,23.480530,FALSE
10.138249,12.250338,FALSE
22.119816,21.798187,FALSE
27.649770,22.581697,FALSE
 4.838710, 9.505668,FALSE
10.138249,11.774908,FALSE
15.898618,21.018909,FALSE
22.119816,22.904025,FALSE
27.649770,22.126382,FALSE
 4.838710, 9.715806,FALSE
10.138249,16.978249,FALSE
 4.838710,10.016121,FALSE
 4.838710,10.712250,FALSE
10.138249,11.563257,FALSE
 4.838710, 9.980530,FALSE
10.138249,19.531206,FALSE
15.898618,23.596943,FALSE
22.119816,22.723656,FALSE
15.898618,17.106252,FALSE
 4.838710,17.600284,FALSE
15.898618,19.725760,FALSE
27.880184,23.120284,FALSE
 4.838710,17.265361,FALSE
15.898618,20.588310,FALSE
15.898618,26.226951,FALSE
 4.838710,18.797404,FALSE
15.898618,24.761651,FALSE
27.880184,24.409455,FALSE
15.898618,20.051152,FALSE
27.880184,23.063710,FALSE
 4.838710,20.051851,FALSE
15.898618,22.168556,FALSE
27.880184,26.229639,FALSE
 4.838710,21.256237,FALSE
15.898618,20.213510,FALSE
27.880184,24.303879,FALSE
 4.838710,19.726260,FALSE
15.898618,19.645461,FALSE
22.119816,23.772473,FALSE
 4.838710,16.833203,FALSE
10.138249,13.621935,FALSE
15.898618,22.067819,FALSE
22.119816,22.501198,FALSE
 4.838710,18.062857,FALSE
 4.838710,17.855814,FALSE
