taxon.ID	phylum	class	order	family	genus	species
1052	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC129547
1058	Firmicutes_B	Peptococcia	Peptococcales	Peptococcaceae	UBA7185	MGBC129548
1059	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	MGBC129633
1060	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC129690
1061	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	MGBC129708
1062	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	MGBC129722
1063	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC129725
1065	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	An181	MGBC129736
1066	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC129764
1067	Firmicutes	Bacilli	RF39	CAG-1000	CAG-776	
1068	Firmicutes	Bacilli	RF39	CAG-1000	CAG-776	MGBC129856
1069	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	MGBC129914
1070	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	MGBC129933
1071	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC129937
1072	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC129972
1073	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	MGBC129998
1074	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC130208
1075	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-303	MGBC130214
1076	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC130266
1078	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	sp000435675
1079	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC130483
1080	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC130490
1081	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	MGBC130525
1082	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC130580
1083	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	MGBC130615
1084	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	
1085	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	MGBC130616
1086	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC130773
1087	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	MGBC130809
1088	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC130908
1089	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC131033
1091	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	ilealis
1092	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	MGBC131109
1093	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_Q	MGBC131118
1094	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC131161
1095	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC131258
1096	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	sp000403315
1097	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	MGBC131384
1098	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	sp003612485
1099	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	MGBC131434
1100	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC131504
1101	Firmicutes	Bacilli	RF39	CAG-611	UMGS995	MGBC131677
1102	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC131735
1103	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC131886
1104	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC131887
1105	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	MGBC131955
1107	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	MGBC131967
1108	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	
1109	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	MGBC131977
1110	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	MGBC131995
1111	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC132108
1112	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC132220
1113	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	MGBC132292
1114	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC132302
1115	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC132356
1116	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	MGBC132469
1122	Thermotogota	Thermotogae	Petrotogales	Kosmotogaceae	Kosmotoga_B	pacifica
1125	Firmicutes_A	Clostridia	Tissierellales	Caloranaerobacteraceae	Caloranaerobacter	azorensis
1126	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	sp002298815
1128	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Muribacter	muris
1129	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp002300045
1130	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	MGBC133411
1131	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	MGBC133433
1132	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	
1133	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	MGBC133623
1134	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC134176
1135	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC134341
1136	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	MGBC134540
1137	Firmicutes	Bacilli	RF39	CAG-1000	UMGS1217	MGBC134914
1138	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC135202
1139	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD8-76	MGBC135302
1140	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccaceae_NOV	MGBC135451
1141	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp002491635
1142	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	sp001689535
1143	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	MGBC135601
1144	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	sp002491305
1145	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC135730
1146	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NOV	MGBC135946
1147	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC136074
1148	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	clostridioformis
1149	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	MGBC136623
1150	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC136627
1151	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	MGBC136833
1152	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	
1153	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	MGBC136875
1154	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	MGBC136929
1155	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	sp004102805
1156	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA946	MGBC137711
1157	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	MGBC137839
1158	Firmicutes	Bacilli	RF39	CAG-611	CAG-611_NOV	MGBC137871
1159	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC137892
1160	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	MGBC137941
1161	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC139270
1162	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	MGBC139341
1163	Firmicutes	Bacilli	RF39	CAG-1000	CAG-1000_NOV	MGBC139354
1164	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	MGBC139400
1165	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC139490
1166	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC139511
1167	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC139512
1168	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC139654
1169	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC139665
1170	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC139669
1171	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC139783
1172	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	MGBC139800
1173	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	MGBC139812
1174	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	plexicaudatum
1175	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	MGBC139909
1176	Bacteroidota	Bacteroidia	Bacteroidales	P3	P3_NOV	MGBC139916
1177	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_NOV	MGBC139950
1178	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	MGBC139975
1179	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC139981
1180	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC140009
1181	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC140028
1182	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC140040
1183	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	MGBC140066
1184	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridiaceae_NOV	MGBC140090
1185	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC140115
1186	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC140131
1187	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC140159
1188	Deferribacterota	Deferribacteres	Deferribacterales	Mucispirillaceae	Mucispirillum	MGBC140179
1189	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	MGBC140196
1190	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC140221
1191	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	MGBC140242
1192	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	MGBC140257
1193	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC140398
1194	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	MGBC140467
1195	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC140491
1196	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC140522
1197	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC140579
1198	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	
1199	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	MGBC140709
1200	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	MGBC140748
1201	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC140906
1202	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	sp002358575
1203	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC141809
1204	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	MGBC141815
1205	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	sp000403495
1206	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC142035
1207	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	sp002298075
1208	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS1815	MGBC142214
1209	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC142302
1210	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC142332
1211	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Rodentibacter	pneumotropicus
1212	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC142608
1213	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC142695
1214	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC142918
1215	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC142924
1216	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	sp002358555
1217	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC143115
1218	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC143118
1219	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC143123
1221	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-632	MGBC143167
1222	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	MGBC143173
1223	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	MGBC143234
1224	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	sp001689425
1225	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC143446
1226	Firmicutes	Bacilli	RF39	CAG-611	UMGS995	MGBC143456
1227	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC143556
1228	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	MGBC143594
1229	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NOV	MGBC143601
1231	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	G11	MGBC143606
1232	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC143610
1233	Firmicutes	Bacilli	RF39	CAG-1000	UMGS1217	MGBC143693
1234	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC143734
1235	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC143741
1237	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	MGBC143759
1238	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC143782
1239	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA3818	MGBC143783
1240	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	MGBC143807
1241	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	MGBC143808
1242	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	MGBC143865
1243	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC143869
1244	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	sp001689685
1246	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-1435	
1247	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-1435	MGBC143961
1248	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC143965
1249	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	congonensis
1250	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caecimuris
1251	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC145212
1252	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC145421
1254	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	MGBC145961
1255	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC146413
1256	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	intestinalis
1257	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NOV	MGBC146938
1258	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NOV	MGBC147098
1259	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	MGBC147835
1260	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC147959
1261	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	MGBC148030
1262	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC148330
1263	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC149507
1264	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	sp002491245
1265	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC150826
1266	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	ASF356	MGBC150949
1267	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC151438
1268	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	sp002428825
1269	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccaceae_NOV	MGBC151848
1270	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC152050
1271	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC152089
1272	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	MGBC152178
1273	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC152290
1274	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	MGBC152421
1275	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC152423
1276	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC152544
1277	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	MGBC152639
1278	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC152734
1279	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC152987
1280	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC153020
1281	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NOV	MGBC153228
1282	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-1435	MGBC153675
1283	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC153954
1284	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC153991
1285	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC154005
1286	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC154526
1287	Firmicutes	Bacilli	RF39	CAG-1000	CAG-1000_NOV	MGBC155283
1288	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC155975
1289	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC156312
1290	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	MGBC156614
1291	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC156628
1292	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	MGBC156629
1293	Firmicutes	Bacilli	RF39	CAG-1000	CAG-582	MGBC156923
1294	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NOV	MGBC157066
1295	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC157102
1296	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	MGBC157384
1297	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC157385
1298	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	MGBC157433
1299	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	sp003612405
1300	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC157594
1301	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC157705
1302	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	ASF356	MGBC157731
1303	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC157735
1304	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC157936
1305	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	sp900553585
1306	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC158044
1307	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC158299
1308	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	lactatiformans
1309	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC158472
1310	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC158517
1311	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC158728
1312	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	MGBC158835
1313	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC159243
1314	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC159247
1315	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC159253
1316	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC159717
1317	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC159740
1318	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC159744
1319	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC159851
1320	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC159923
1321	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	MGBC159935
1322	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC159988
1323	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC159997
1324	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC160000
1325	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC160006
1326	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-1435	MGBC160019
1328	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1880	MGBC160026
1329	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	MGBC160578
1330	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	51-20	MGBC160833
1331	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC161056
1332	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC161115
1333	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC161128
1334	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	sp001689495
1335	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	sp000403415
1336	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC161213
1337	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_Q	MGBC161412
1338	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	MGBC161418
1339	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC161419
1340	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	MGBC161554
1341	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	MGBC161558
1342	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC161624
1343	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC161649
1344	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	MGBC161672
1345	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	MGBC161676
1346	Firmicutes	Bacilli	RF39	CAG-1000	CAG-776	MGBC161736
1347	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC161747
1348	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC161755
1349	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	MGBC161823
1350	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactis_E
