taxon.ID	phylum	class	order	family	genus	species
387	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC101044
388	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
389	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC101100
390	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	MGBC101131
391	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC101207
392	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	
393	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	MGBC101285
394	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	
395	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC101403
396	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC101489
397	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC101638
398	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	sp000403275
399	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	
400	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC101899
401	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	MGBC101916
402	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	
403	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	MGBC101917
404	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC101923
405	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae		
406	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	
407	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC101977
408	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC101978
409	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700	
410	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700	MGBC101980
411	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	
412	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	MGBC102041
413	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	
414	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC102213
415	Firmicutes	Bacilli	RF39	CAG-1000	CAG-582	
416	Firmicutes	Bacilli	RF39	CAG-1000	CAG-582	MGBC102277
417	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	
418	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	newyorkensis
419	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	sp001689565
420	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	sp900551075
421	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC102897
422	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC102923
423	Firmicutes	Bacilli	RF39	CAG-822		
425	Firmicutes	Bacilli	RF39	CAG-822	CAG-822_NOV	MGBC102946
426	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC102972
427	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	sp004793885
428	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC103062
430	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	coccoides_A
431	Firmicutes	Bacilli	RF39	CAG-611		
433	Firmicutes	Bacilli	RF39	CAG-611	UBA2730	MGBC103219
434	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	
435	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	MGBC103251
436	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC103294
437	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC103306
438	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	MGBC103317
440	Proteobacteria	Alphaproteobacteria	RF32	CAG-239		
441	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-267	
442	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-267	MGBC103325
443	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC103329
444	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	sp900550395
445	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	51-20	
446	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	51-20	MGBC103387
450	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	fluorescens_BA
451	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	
452	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	MGBC103445
458	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	MGBC103454
459	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	
460	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	sp900538765
462	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_D	gallinarum
463	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC103508
464	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	merdae
465	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC103678
466	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC103686
468	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1071	MGBC103718
469	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	MGBC103721
470	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	MGBC103936
471	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC104027
472	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC104031
473	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC104191
474	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-303	
475	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-303	MGBC104195
476	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis_A
477	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	MGBC104261
480	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	UMGS268	
481	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	UMGS268	MGBC104323
482	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	MGBC104324
483	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	MGBC104355
484	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	
485	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC104380
486	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC104416
487	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC104426
490	Cyanobacteria	Vampirovibrionia	Gastranaerophilales			
492	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	
493	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC104636
494	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	sp002473395
495	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	magdeburgensis
496	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC104699
497	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC104717
498	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	MGBC104726
499	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	
500	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC104730
502	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
503	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	MGBC104799
504	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC104814
505	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC104819
506	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC104832
507	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	
508	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	ganmani
509	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC104891
510	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC104908
511	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	
512	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC104938
513	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
514	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	MGBC104949
515	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	
516	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	MGBC104963
517	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC104969
518	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC104987
519	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	hepaticus
521	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	CAG-475	
522	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	CAG-475	MGBC105042
523	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC105045
524	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC105053
525	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC105056
526	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC105120
527	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	MGBC105122
528	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC105132
529	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	sp000403455
531	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P	perfringens
532	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	goldsteinii
533	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC105174
534	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC105190
535	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC105224
536	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC105242
537	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC105254
538	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	MGBC105264
539	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC105270
540	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC105279
541	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC105282
542	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	CAG-475	MGBC105284
543	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	sp002492665
544	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC105340
545	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NOV	
546	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NOV	MGBC105346
547	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC105353
548	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	MGBC105355
549	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC105391
550	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC105404
551	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	MGBC105408
556	Deferribacterota	Deferribacteres	Deferribacterales	Mucispirillaceae	Mucispirillum	
557	Deferribacterota	Deferribacteres	Deferribacterales	Mucispirillaceae	Mucispirillum	schaedleri
558	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	rodentium
561	Firmicutes_A	Clostridia	Clostridiales	Savagellaceae	Savagella	sp000270205
562	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC105483
563	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae		
564	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	
565	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	MGBC105490
566	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	MGBC105519
567	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	sp003611805
569	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobiaceae_NOV	MGBC105563
570	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
571	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	murinus
572	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	MGBC105593
573	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC105925
574	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	sp001689485
575	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC106400
576	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	sp000403335
577	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC106726
578	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC106841
579	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	MGBC106873
580	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC106896
581	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC106904
582	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	sp003979335
583	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC107002
584	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC107029
585	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC107218
586	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC107221
588	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381		
589	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	
590	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	MGBC107251
591	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NOV	
592	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NOV	MGBC107413
593	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC107450
594	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC107459
595	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC107550
596	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC107581
597	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC107693
598	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	UMGS268	MGBC107741
599	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC107888
600	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus_A	
601	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus_A	sciuri
602	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	cocleatum
603	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	MGBC107932
605	Firmicutes	Bacilli	RF39	CAG-822	UMGS1648	MGBC107952
606	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	
607	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	citreum
609	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	confusa
610	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD8-76	MGBC108016
611	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC108027
612	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC108044
613	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	
614	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	sp900552195
615	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	sp002493165
616	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC108134
617	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC108169
618	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC108232
619	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	sp001915385
620	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	sp002361155
621	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	MGBC108457
622	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC108519
623	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-603	
624	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-603	MGBC108656
625	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC108684
626	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	sp000403215
627	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC108720
628	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC108722
629	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC108766
630	Firmicutes	Bacilli	RF39	CAG-1000	UMGS1217	
631	Firmicutes	Bacilli	RF39	CAG-1000	UMGS1217	MGBC108787
632	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	dorei
633	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	
634	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	MGBC108887
635	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC108895
636	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC108897
637	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	sp003979355
638	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC108918
639	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA7177	
640	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA7177	MGBC108922
641	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC108936
642	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA3818	
643	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA3818	MGBC109100
644	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC109106
645	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	
646	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	MGBC109121
647	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC109474
648	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC109634
649	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC109699
650	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	sp002492595
651	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	MGBC109838
652	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	sp002493045
653	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	sp003979075
654	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	
655	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	MGBC109914
656	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC109982
658	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	MGBC110001
659	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	reuteri_D
660	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC110096
661	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	muciniphila_A
662	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	sp002493945
663	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	sp002494015
666	Firmicutes	Bacilli	Staphylococcales	Salinicoccaceae	Jeotgalicoccus	nanhaiensis
667	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	MGBC110198
668	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	typhlonius
669	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC110218
670	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC110346
671	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC110388
676	Spirochaetota	Brachyspirae	Brachyspirales	Brachyspiraceae	Brachyspira	
677	Spirochaetota	Brachyspirae	Brachyspirales	Brachyspiraceae	Brachyspira	MGBC110401
678	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	sp003512875
679	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC110447
680	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NOV	MGBC110487
682	Bacteroidota	Bacteroidia	Bacteroidales	P3	P3_NOV	
683	Bacteroidota	Bacteroidia	Bacteroidales	P3	P3_NOV	MGBC110513
684	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	MGBC110551
685	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC110562
686	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	MGBC110565
688	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	NHYN01	MGBC110621
689	Firmicutes	Bacilli	Mycoplasmatales			
690	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae		
692	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Mycoplasmoidaceae_NOV	MGBC110633
693	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC110670
694	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC110736
695	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	sp003979135
696	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	intestinale
702	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonadaceae_NOV	MGBC110822
703	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC110834
704	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	MGBC110941
705	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC111235
706	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC111253
707	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC111351
708	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	
709	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	sp002493635
710	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC111445
711	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC111446
712	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC111450
713	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC111451
714	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	MGBC111476
715	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC111479
716	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	agilis
717	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	MGBC111501
718	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	sp003611745
719	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	MGBC111601
720	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	MGBC111722
721	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	sp002361215
722	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC111861
723	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	MGBC111863
724	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	
