fixef	feature	fixef.value	solution	std.error	z.ratio	Df	Wald(inc)	Pr(chisq)(inc)	Wald(con)	Pr(chisq)(con)	Margin
(Intercept)	CAG552NOV	NA	0.0795886600445247	0.273593577842006	0.290901053571094	1	0.01842	0.892042398643363	0.00274	0.95825379020635	 
(Intercept)	CAG56	NA	-0.170478525772571	0.200715546999904	-0.849353865810169	1	0.01479	0.903204611415715	0.005179	0.942629547161862	 
(Intercept)	CAG582	NA	0.0775673746016416	0.262248839440433	0.295777761179607	1	0.1499	0.698630940192202	0.001307	0.971160796624866	 
(Intercept)	CAG776	NA	-0.05239379594607	0.180284483425752	-0.290617334062738	1	0.0157	0.900286336494792	0.0001365	0.990678270269534	 
(Intercept)	CAG81	NA	0.174071000855009	0.179324313530508	0.970704961462996	1	0.02711	0.869218571582691	0.000258	0.987184627324903	 
(Intercept)	CAG873	NA	-0.580342043572943	0.309777377087543	-1.87341648066488	1	0.0007644	0.977943069519142	0.001888	0.965341926718113	 
(Intercept)	CAG95	NA	0.316704363401165	0.206415901210104	1.53430216153164	1	0.005167	0.94269593627135	0.0001709	0.98956965381844	 
(Intercept)	Chao1	NA	-0.294911582561675	0.324708798697756	-0.908234035370822	1	0.5908	0.442109930322606	0.02753	0.868218595039042	 
(Intercept)	Clostridium	NA	-0.216089197529185	0.200552975370216	-1.07746692428915	1	0.02639	0.870951505456375	0.1536	0.695118537566643	 
(Intercept)	ClostridiumQ	NA	0.17531579486457	0.145691745765846	1.20333375060476	1	0.0005305	0.981624280278615	0.004749	0.945058879678808	 
(Intercept)	COE1	NA	0.590907527230402	0.308999167923378	1.91232724412038	1	0.0144	0.904483147958832	0.0001375	0.990644188608228	 
(Intercept)	D1663	NA	-0.0888590044499027	0.293610103876846	-0.30264286983521	1	0.02494	0.874516660599544	0.01476	0.903302348478142	 
(Intercept)	Desulfovibrio	NA	0.179554108888956	0.315096652648151	0.569838198470019	1	0.009907	0.920714362250224	0.001651	0.96758887484203	 
(Intercept)	Dorea	NA	0.215405478145974	0.207946949144593	1.03586746058099	1	0.05346	0.817148409415667	0.001884	0.96537863717033	 
(Intercept)	Dubosiella	NA	-0.424198488394946	0.226759195158192	-1.870700273473	1	0.02349	0.878189712676348	0.007297	0.931925522439648	 
(Intercept)	Duncaniella	NA	-0.437188826998455	0.327692079810483	-1.33414523552507	1	2.45e-06	0.998751113628655	0.0004429	0.983209607659402	 
(Intercept)	Emergencia	NA	0.0969503334788143	0.123684670786964	0.783850843131583	1	0.08794	0.766812537940671	0.003714	0.951404925814695	 
(Intercept)	EnterococcusD	NA	-0.281258061641026	0.178424738706742	-1.57634005059859	1	0.2964	0.586148149281241	0.008535	0.926392106093152	 
(Intercept)	ErysipelatoclostridiaceaeNOV	NA	-0.116934505158962	0.351746693188017	-0.33243952942141	1	0.001663	0.967471365888889	0.0009328	0.975634977538897	 
(Intercept)	Erysipelatoclostridium	NA	-0.235907374149706	0.251857289044212	-0.936670822770168	1	3.112e-05	0.995548999909552	1.633e-06	0.998980392466491	 
(Intercept)	ErysipelotrichaceaeNOV	NA	0.390642958636869	0.230544444444866	1.69443666091156	1	9.259e-05	0.992322578197388	0.009192	0.9236199149235	 
(Intercept)	Escherichia	NA	-0.268697476853432	0.180302763203832	-1.49025712129364	1	0.1606	0.688604711229176	0.005792	0.939335410808054	 
(Intercept)	EubacteriumF	NA	-0.210062573498518	0.156786169779804	-1.33980295451784	1	0.122	0.726875370508156	0.003133	0.955363150707497	 
(Intercept)	EubacteriumG	NA	0.30562785334992	0.281842446488221	1.08439256456246	1	0.005362	0.941626532703115	0.001582	0.968273014934515	 
(Intercept)	EubacteriumJ	NA	0.50761993365962	0.264657300073513	1.91802732635231	1	0.001745	0.966679501933139	0.005339	0.941751638986673	 
(Intercept)	Evtepia	NA	0.359962174545666	0.260460213526832	1.38202364833961	1	0.07781	0.780287464176844	0.001786	0.966290560673507	 
(Intercept)	Flavonifractor	NA	0.310281239582176	0.15032487049906	2.06407122488834	1	0.3731	0.541319332595193	0.005197	0.942530108289382	 
(Intercept)	HungatellaA	NA	0.0217762976206171	0.237723433873628	0.0916034959859836	1	0.009573	0.922057987340587	0.00175	0.966631826776965	 
(Intercept)	Ileibacterium	NA	-0.565533200590224	0.284062615765158	-1.99087514232342	1	0.002742	0.958238571058	8.309e-05	0.992727086426257	 
(Intercept)	Kineothrix	NA	-0.531539278411331	0.186089713389209	-2.85636034754705	1	0.05766	0.810233379125992	0.006933	0.933641117130752	 
(Intercept)	Lachnospira	NA	0.425215356059424	0.190029548024372	2.23762757150213	1	0.05874	0.8084986198446	0.02898	0.864825223986532	 
(Intercept)	LachnospiraceaeNOV	NA	0.0632163058352533	0.18895442650771	0.334558480601002	1	0.0003947	0.984149423734815	4.44e-06	0.998318754150649	 
(Intercept)	Lactobacillus	NA	-0.728354703461437	0.277739690031792	-2.62243651016556	1	0.0003698	0.984657478217673	0.0002108	0.988415958445732	 
(Intercept)	Lawsonibacter	NA	0.224751317369003	0.239313328544989	0.939150856057526	1	0.02478	0.874916496492238	0.001863	0.96557201086442	 
(Intercept)	Ligilactobacillus	NA	-0.900071605026732	0.211419250972109	-4.25728310401342	1	0.02045	0.886287419800372	0.1675	0.682343261630013	 
(Intercept)	Limosilactobacillus	NA	-0.779615312433003	0.294264320972718	-2.64937084406262	1	0.009223	0.923491622305554	0.005225	0.942375769034401	 
(Intercept)	Mailhella	NA	-0.126316289774595	0.350561979084489	-0.360325127398234	1	0.01599	0.899374481379697	0.002209	0.962513227530156	 
(Intercept)	MarseilleP3106	NA	-0.0784752789083488	0.308483940709404	-0.254390159591075	1	0.004048	0.949269704920979	0.02803	0.867038312238966	 
(Intercept)	MuribaculaceaeNOV	NA	-0.269967528100928	0.232840233678421	-1.15945394761021	1	0.03228	0.857414506467247	0.009574	0.922053929492017	 
(Intercept)	Muribaculum	NA	-0.38689315194266	0.347713064384836	-1.11267936574986	1	0.002105	0.963405672710286	0.01505	0.902361736113905	 
(Intercept)	Oscillibacter	NA	0.254121822573864	0.198422304476397	1.28071198066391	1	0.005135	0.942873353695392	0.001792	0.966234019108859	 
(Intercept)	OscillospiraceaeNOV	NA	0.349916452413312	0.311283935021846	1.12410700664252	1	0.0002608	0.987115280215214	0.003692	0.951548889274273	 
(Intercept)	Paramuribaculum	NA	-0.670068555023552	0.192112714065781	-3.48789281480931	1	0.05467	0.815127697898646	0.0005264	0.981695414410732	 
(Intercept)	Parvibacter	NA	-0.120849076724233	0.304216785204496	-0.397246577446401	1	0.04145	0.838671774219898	0.02988	0.862762791471032	 
(Intercept)	PCoA1	NA	-0.670350328695023	0.296355287160129	-2.26198201192481	1	0.0008517	0.976717921966464	0.0003631	0.984797083698899	 
(Intercept)	PCoA2	NA	-0.514790187149332	0.243656807208166	-2.11276751529263	1	0.03231	0.857348974845182	0.005599	0.94035278409417	 
(Intercept)	PCoA3	NA	0.19525054060232	0.32490369619996	0.600948966989141	1	0.007424	0.93133713163573	0.008238	0.927680569689612	 
(Intercept)	Prevotella	NA	-0.407721666208569	0.280823098491582	-1.45188080467245	1	9.394e-05	0.992266812507591	0.0003366	0.9853623029696	 
(Intercept)	Romboutsia	NA	-0.222769684121207	0.212261129802191	-1.04950767165335	1	0.045	0.832004028572637	0.0005604	0.981113626974488	 
(Intercept)	Roseburia	NA	0.142870396396372	0.277903753091398	0.514100276829958	1	0.0005382	0.981491426267625	3.413e-05	0.99533871416425	 
(Intercept)	RuminiclostridiumE	NA	0.427768291667631	0.294566139918257	1.45219777054599	1	0.00324	0.954608127537271	0.009164	0.923735979908657	 
(Intercept)	Schaedlerella	NA	0.357279848190946	0.152439498244776	2.34374851862378	1	0.09245	0.761085291716862	0.006587	0.935314443385329	 
(Intercept)	Shannon	NA	-0.0675729761334187	0.162076350512916	-0.416920642151513	1	0.1751	0.67561848774492	0.06669	0.796218547666421	 
(Intercept)	Simpson	NA	-0.168117220564468	0.163066708143015	-1.0309720633903	1	0.2761	0.59926888353492	0.1062	0.744512564440617	 
(Intercept)	Staphylococcus	NA	0.0103667765632545	0.309092716227421	0.0335393751421401	1	0.001167	0.972748461489127	0.007454	0.931198883620612	 
(Intercept)	TF0111	NA	0.330718702927108	0.261153446608072	1.26637694130623	1	0.01743	0.894966316878015	0.003965	0.949791790172092	 
(Intercept)	Turicibacter	NA	-0.0984546062862779	0.290871706082267	-0.33848120744488	1	0.01734	0.895236271328047	0.003239	0.954615125435569	 
(Intercept)	UBA11940	NA	0.288040309943727	0.253725533889471	1.1352436844973	1	1.812e-05	0.996603607708042	0.004897	0.944210717951752	 
(Intercept)	UBA11957	NA	0.673839470091344	0.24437650941672	2.75738233474106	1	0.03128	0.8596171585713	0.008268	0.927549369802268	 
(Intercept)	UBA1394	NA	-0.118299913986241	0.218380148875489	-0.541715511210182	1	0.004274	0.947874762581422	0.003003	0.956298091166961	 
(Intercept)	UBA1405	NA	0.461355953052036	0.27019530911918	1.70749060950032	1	0.07587	0.782974303125952	0.0009762	0.975074791032359	 
(Intercept)	UBA2882	NA	-0.000583983480199854	0.24032727546904	-0.00242995090365881	1	9.42e-05	0.992256118573124	5.567e-07	0.999404679782377	 
(Intercept)	UBA3282	NA	0.162254768674237	0.243310392509961	0.66686328931714	1	0.01596	0.899468419530846	0.0004959	0.982233526911989	 
(Intercept)	UBA3700	NA	-0.167182106276199	0.151299497372343	-1.10497463097825	1	0.1189	0.730230603842929	0.02785	0.867461957985172	 
(Intercept)	UBA3700NOV	NA	-0.355483998573236	0.28678973968555	-1.23952830029068	1	0.02561	0.872856459909582	0.0001349	0.990733061688115	 
(Intercept)	UBA3818	NA	0.547736467390737	0.131176392104932	4.17557198060903	1	0.003554	0.952461925484329	0.001469	0.96942653652294	 
(Intercept)	UBA7160	NA	-0.185170659781102	0.244480840424138	-0.757403563648825	1	0.02002	0.887481240637987	0.0001355	0.990712477019521	 
(Intercept)	UBA7173	NA	-0.186788646594539	0.289596474476664	-0.64499627259651	1	0.004203	0.94830891853548	0.003037	0.95605163967569	 
(Intercept)	UBA7182	NA	0.532677695784488	0.174479187730178	3.05295836548851	1	0.003176	0.955058199195	0.001087	0.973698763918462	 
(Intercept)	UBA946	NA	-0.144522335695174	0.177186927629295	-0.815648973820123	1	0.1858	0.666435475258864	3.001e-05	0.995629099834495	 
(Intercept)	UBA9475	NA	0.164868324441747	0.158943769561356	1.03727453360859	1	0.05507	0.814464888807973	0.004355	0.947383857233096	 
(Intercept)	UBA9502	NA	0.491814249887277	0.16164552493542	3.04254788422855	1	0.06895	0.792871757661835	0.03105	0.860128884823329	 
(Intercept)	UMGS1004	NA	-0.160419630128696	0.197932824544985	-0.810475122039382	1	0.03196	0.858115475581667	0.001834	0.965840854824615	 
(Intercept)	UMGS1217	NA	0.190193090260869	0.197777137497753	0.961653569604474	1	0.2946	0.587287709909686	0.001786	0.966290560673507	 
(Intercept)	UMGS1370	NA	0.414062308174136	0.155127976357077	2.66916592285739	1	0.05901	0.808067573344607	0.001832	0.965859474015925	 
(Intercept)	UMGS1815	NA	-0.632781314431978	0.26022133638855	-2.43170419156997	1	0.0001522	0.990156798600191	2.543e-05	0.995976431486687	 
(Intercept)	UMGS1872	NA	0.238023037103858	0.18288128823255	1.30151662537061	1	0.1228	0.72601728384579	0.02335	0.878550423820792	 
(Intercept)	UMGS268	NA	0.125024610566042	0.276299344596721	0.452496949453589	1	0.002348	0.961352698034704	0.005495	0.940908323148258	 
(Intercept)	uniq	NA	-0.312296581289025	0.222329948630672	-1.40465368346665	1	0.0507	0.821849667748579	0.01048	0.918461509930157	 
(Intercept)	X142	NA	0.356130737100161	0.250866204380751	1.41960427862035	1	0.00107	0.973905167910993	0.01895	0.890509924887967	 
(Intercept)	X1XD4269	NA	0.134955946876401	0.173384203245584	0.778363566865703	1	0.001295	0.971293435646767	0.004195	0.94835806761217	 
(Intercept)	X1XD876	NA	0.267485228251322	0.301053790523968	0.888496463657801	1	0.04157	0.83844162935994	2.654e-05	0.995889557288167	 
age.wks.scaled	Acetatifactor	NA	0.11109620978823	0.0636041542010659	1.74668166228627	1	2.992	0.0836767627998422	3.02	0.082243466146606	A
age.wks.scaled	Acutalibacter	NA	0.207525726962133	0.0917942937871925	2.2607693615819	1	3.914	0.0478854959661	5.112	0.0237609140818212	A
age.wks.scaled	Adlercreutzia	NA	0.122574211487314	0.126201224608264	0.971260079827213	1	0.7147	0.397887927433367	0.9433	0.331430608640914	A
age.wks.scaled	AF3328	NA	0.168053118587066	0.0704799083167232	2.38441170825404	1	4.546	0.0329957434957099	5.684	0.0171202936914817	A
age.wks.scaled	Akkermansia	NA	0.0760350074855641	0.0889513240633808	0.854793430971153	1	1.404	0.23605498675266	0.7299	0.392915604301564	A
age.wks.scaled	Alistipes	NA	0.059035039128075	0.0708335433051994	0.833433375960195	1	0.7863	0.375221274334075	0.6954	0.404333691276743	A
age.wks.scaled	AM0715	NA	-0.126528132668527	0.0567273605800483	-2.23046042288504	1	7.271	0.0070076776937178	4.975	0.0257162037303885	A
age.wks.scaled	Anaerotignum	NA	0.298739923032384	0.0562153551966644	5.31420502436157	1	28.16	1.11689104853596e-07	28.24	1.07166856389007e-07	A
age.wks.scaled	Anaerotruncus	NA	0.0403855953060545	0.0814865139767312	0.495610786805615	1	0.03164	0.858820075528043	0.2445	0.620974703024052	A
age.wks.scaled	AnaerovoracaceaeNOV	NA	0.209145782979497	0.0840091833919161	2.48955857604042	1	6.993	0.00818290882850137	6.191	0.0128401609979221	A
age.wks.scaled	Angelakisella	NA	0.0733146791851334	0.106297302617764	0.689713448785871	1	0.2974	0.585516997023435	0.4758	0.490330928563204	A
age.wks.scaled	ASF356	NA	-0.27989443439747	0.0790542621859643	-3.54053566067136	1	16.05	6.169162699865e-05	12.54	0.00039833230120756	A
age.wks.scaled	Bacteroides	NA	-0.014996211333998	0.0620978244635085	-0.241493344791982	1	0.05014	0.822819842214396	0.05832	0.809171226550706	A
age.wks.scaled	Bifidobacterium	NA	0.175412431835321	0.0747085984111296	2.34795506228088	1	6.661	0.0098545599891634	5.511	0.0188972394199447	A
age.wks.scaled	BorkfalkiaceaeNOV	NA	-0.170890612208381	0.0762055593096982	-2.24249534753605	1	5.15	0.0232463730833191	5.014	0.0251431475075551	A
age.wks.scaled	ButyricicoccaceaeNOV	NA	0.0865065483874493	0.0608252670110788	1.42221403436984	1	1.728	0.188666517678685	2.026	0.154627108379363	A
age.wks.scaled	CAG115	NA	-0.321445623806645	0.132531841401742	-2.42542184886915	1	5.795	0.0160718148725616	5.883	0.01528775202563	A
age.wks.scaled	CAG145	NA	-0.259767021262618	0.0675181472721338	-3.84736595652751	1	16.43	5.04799559141178e-05	14.8	0.000119535501812984	A
age.wks.scaled	CAG273	NA	-0.250921981608254	0.0712672930172181	-3.52085747872634	1	12.49	0.000409136193760151	12.4	0.000429333848898317	A
age.wks.scaled	CAG274NOV	NA	-0.0806737284413384	0.0761189248277328	-1.05983799198312	1	2.625	0.105192505120041	1.125	0.288844366346485	A
age.wks.scaled	CAG303	NA	0.0538785779877274	0.0694919113596564	0.775321572447159	1	0.3184	0.572570776555168	0.6011	0.438158633774811	A
age.wks.scaled	CAG41	NA	-0.119009509445674	0.067509573845271	-1.76285380971947	1	3.046	0.0809362551310291	3.108	0.0779085738892609	A
age.wks.scaled	CAG475	NA	-0.0639781700253144	0.0721141682834105	-0.887178921261056	1	0.8036	0.370019203622771	0.7873	0.374917796847207	A
age.wks.scaled	CAG485	NA	-0.0278802331581287	0.0743127371988257	-0.375174353806056	1	1.363e-05	0.997054310254896	0.1407	0.707586106943462	A
age.wks.scaled	CAG510	NA	-0.290776417676273	0.122602327700448	-2.37170389119138	1	5.358	0.0206274168549562	5.625	0.0177060658073667	A
age.wks.scaled	CAG552NOV	NA	-0.12734649763353	0.116483337507093	-1.09325934815162	1	1.165	0.280430992825357	1.195	0.274323312219938	A
age.wks.scaled	CAG56	NA	0.160049581034751	0.063392249771228	2.52474997515222	1	6.217	0.0126529332045883	6.377	0.0115608684901399	A
age.wks.scaled	CAG582	NA	-0.271503266545034	0.0846079376469095	-3.20895738740361	1	10.63	0.00111267714876317	10.3	0.00133030209064677	A
age.wks.scaled	CAG776	NA	-0.131210629718371	0.061992349059367	-2.11656166783932	1	4.014	0.0451239754093972	4.48	0.0342937210364929	A
age.wks.scaled	CAG81	NA	-0.0423332123167537	0.0824412441690869	-0.513495553632455	1	0.4885	0.484597184118819	0.2638	0.607521440880683	A
age.wks.scaled	CAG873	NA	-0.0565978984844278	0.0594164693118405	-0.952562465254881	1	0.1798	0.671545173726558	0.9074	0.340805217655496	A
age.wks.scaled	CAG95	NA	-0.0371624036892294	0.0702829338021349	-0.528754303197579	1	0.4247	0.514601103685376	0.2792	0.597226045017537	A
age.wks.scaled	Chao1	NA	-0.439690672650332	0.24450158571995	-1.79831419643204	1	2.953	0.0857183005472008	3.14	0.0763938078037272	A
age.wks.scaled	Clostridium	NA	-0.119952670870818	0.0975845538598801	-1.2292178026766	1	1.17	0.279401240509134	1.51	0.219139086372535	A
age.wks.scaled	ClostridiumQ	NA	0.0404057566823155	0.0658207452425538	0.613875709450229	1	0.07659	0.781972856649587	0.3768	0.53932081734414	A
age.wks.scaled	COE1	NA	-0.111503286333419	0.0628172590928648	-1.77504220883913	1	6.253	0.0123983149794934	3.153	0.0757875082639149	A
age.wks.scaled	D1663	NA	-0.0146171012038322	0.108761856318979	-0.134395473730817	1	0.05649	0.812132205325104	0.01803	0.893184460658465	A
age.wks.scaled	Desulfovibrio	NA	0.168835741053184	0.0703238936834612	2.40083038935727	1	6.008	0.0142411599885587	5.778	0.0162279966550665	A
age.wks.scaled	Dorea	NA	0.159753985225435	0.0971825876134839	1.64385399842214	1	1.99	0.158340879353651	2.706	0.0999713781252592	A
age.wks.scaled	Dubosiella	NA	0.102337636569504	0.0886904029707781	1.15387497566363	1	2.215	0.136675061941977	1.331	0.248627394657707	A
age.wks.scaled	Duncaniella	NA	-0.0428387198468758	0.067915204120584	-0.630767740472595	1	0.1385	0.709776792217758	0.3988	0.527709638360819	A
age.wks.scaled	Emergencia	NA	-0.0129948995192659	0.0732731697715696	-0.17734867427979	1	0.6994	0.402985376400469	0.03144	0.85926231851067	A
age.wks.scaled	EnterococcusD	NA	0.131029393266245	0.0901270245826813	1.45383023430492	1	2.78	0.0954481685170567	2.114	0.145957366005597	A
age.wks.scaled	ErysipelatoclostridiaceaeNOV	NA	0.134515087714644	0.063203092126134	2.12829915736074	1	4.558	0.0327653145799498	4.534	0.0332278653037767	A
age.wks.scaled	Erysipelatoclostridium	NA	-0.0283734092399041	0.066964413797492	-0.423708767550905	1	0.005793	0.93933018420859	0.1795	0.67180328516476	A
age.wks.scaled	ErysipelotrichaceaeNOV	NA	-0.0290550758879809	0.0737072102791467	-0.39419584295678	1	0.7669	0.381177773874439	0.1547	0.694083732594391	A
age.wks.scaled	Escherichia	NA	0.1328029884413	0.0788440400812325	1.68437574107661	1	3.826	0.0504632269296883	2.836	0.0921734062461153	A
age.wks.scaled	EubacteriumF	NA	-0.120159542732664	0.0837353679521945	-1.43499151757791	1	1.584	0.208185465342548	2.059	0.151309439592685	A
age.wks.scaled	EubacteriumG	NA	-0.108086689911746	0.0674724811948642	-1.60193738243575	1	3.507	0.0611100185220865	2.566	0.109183496526387	A
age.wks.scaled	EubacteriumJ	NA	0.0857161462250645	0.0612668207804548	1.39906306763039	1	0.4373	0.508428517448936	1.957	0.161834526779702	A
age.wks.scaled	Evtepia	NA	0.1972639627884	0.0887105303930889	2.22368147179704	1	3.743	0.0530291541439443	4.945	0.0261662388194936	A
age.wks.scaled	Flavonifractor	NA	0.214453933949176	0.0715044071519154	2.99917085521114	1	7.29	0.00693394760608135	8.995	0.00270719274588449	A
age.wks.scaled	HungatellaA	NA	-0.0333882684714503	0.0979387567457961	-0.340909662128047	1	0.1308	0.717604009399954	0.1163	0.733082609760195	A
age.wks.scaled	Ileibacterium	NA	0.0475174812089413	0.0569039128841968	0.835047693567971	1	1.518	0.21792240392328	0.6973	0.403692423289772	A
age.wks.scaled	Kineothrix	NA	0.0547512303912164	0.0712607622608872	0.768322266758401	1	1.508	0.219444522441014	0.5903	0.442303134025073	A
age.wks.scaled	Lachnospira	NA	0.0106520153815669	0.0980172305480929	0.108674927071525	1	0.08831	0.766336735814716	0.01183	0.913388247754984	A
age.wks.scaled	LachnospiraceaeNOV	NA	0.0191762890608643	0.0803631477639274	0.238620432305564	1	0.01662	0.897422075465969	0.05666	0.811855025428757	A
age.wks.scaled	Lactobacillus	NA	-0.0362924663159312	0.054593393536694	-0.664777621701385	1	0.02151	0.883398120166	0.442	0.506158716850937	A
age.wks.scaled	Lawsonibacter	NA	0.0928488313516008	0.0824693263947488	1.12585897582295	1	1.013	0.314185203067096	1.268	0.260142214088562	A
age.wks.scaled	Ligilactobacillus	NA	0.0929898202687523	0.0905270531776561	1.02720476371039	1	2.248	0.133787217457378	1.055	0.304358345704549	A
age.wks.scaled	Limosilactobacillus	NA	-0.0650174488656635	0.0729064746078471	-0.891792522068616	1	0.1192	0.729903778793854	0.7945	0.372742883422667	A
age.wks.scaled	Mailhella	NA	-0.0679046980688599	0.149627863602839	-0.453823883024228	1	0.2002	0.654559460199849	0.2059	0.650000099328031	A
age.wks.scaled	MarseilleP3106	NA	-0.105475642347105	0.0949321791732313	-1.11106311122	1	0.8891	0.345721315918895	1.235	0.266436856207638	A
age.wks.scaled	MuribaculaceaeNOV	NA	0.0439213720583535	0.0756185931786727	0.580827680231705	1	0.7423	0.388925100811262	0.3372	0.561449911115044	A
age.wks.scaled	Muribaculum	NA	-0.10212137508948	0.0897098293752006	-1.13835212708264	1	0.7471	0.387395943998552	1.296	0.254945164317321	A
age.wks.scaled	Oscillibacter	NA	0.034926763621947	0.0646758236863103	0.540028122275617	1	0.1729	0.677547242215871	0.2919	0.589005530482463	A
age.wks.scaled	OscillospiraceaeNOV	NA	-0.053641781688309	0.136771034223364	-0.392201331172984	1	0.1794	0.671889378843789	0.1538	0.694930073906048	A
age.wks.scaled	Paramuribaculum	NA	0.0602134659789803	0.079441875497586	0.757956249167481	1	1.622	0.202813141497302	0.5747	0.448397282728996	A
age.wks.scaled	Parvibacter	NA	-0.0183690766093882	0.0791494343833931	-0.232080958663709	1	0.1411	0.707189903145132	0.05389	0.816427570840233	A
age.wks.scaled	PCoA1	NA	-0.0567016557688013	0.0568644217284496	-0.99713764855597	1	0.09444	0.758606726556793	0.9943	0.318693683047307	A
age.wks.scaled	PCoA2	NA	0.0884547478094737	0.0581699507181241	1.52062614318003	1	5.994	0.0143546158535481	2.317	0.127966614159922	A
age.wks.scaled	PCoA3	NA	-0.00941768930806427	0.060445559017012	-0.15580448690058	1	0.0206	0.885873988332165	0.02428	0.876174582715176	A
age.wks.scaled	Prevotella	NA	-0.0537924522534999	0.0638831744320383	-0.842044133400519	1	0.3323	0.564307893052313	0.7091	0.399742752069998	A
age.wks.scaled	Romboutsia	NA	0.0767816163066989	0.114492291829093	0.670626948592433	1	0.6792	0.409862337396561	0.4495	0.502572492054179	A
age.wks.scaled	Roseburia	NA	-0.0216036684803358	0.0785390167767767	-0.275069250506887	1	0.05385	0.816494497454518	0.07582	0.783044037525548	A
age.wks.scaled	RuminiclostridiumE	NA	0.136032455869136	0.112991433057542	1.20391831653166	1	0.956	0.328196736710215	1.449	0.228688478753606	A
age.wks.scaled	Schaedlerella	NA	0.163805915291999	0.0743555683705629	2.20300804474583	1	3.145	0.0761600008401944	4.854	0.0275820981463534	A
age.wks.scaled	Shannon	NA	-0.0723797646606543	0.0642974799389452	-1.12570142296998	1	1.094	0.295586634526473	1.268	0.260142214088562	A
age.wks.scaled	Simpson	NA	-0.0946301391602904	0.0643039005525405	-1.4716080727167	1	1.762	0.184375248989885	2.167	0.141001066385744	A
age.wks.scaled	Staphylococcus	NA	-0.0454987436374335	0.0959608121245828	-0.474138793014423	1	0.155	0.693802250663158	0.2246	0.635557081745004	A
